Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Trevor LawrenceT. Lawrence,JAX@TEN,38.00,42,30,368,3,0,0,3,7,1,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@NYG,33.00,31,21,217,2,0,0,7,77,1,0,0,0,0,0,0,0
Jared GoffJ. Goff,MIN@DET,31.00,39,27,330,3,0,0,2,9,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,KC@DEN,30.00,36,23,247,3,1,0,4,57,0,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,MIN@DET,29.00,41,31,425,2,0,0,0,0,0,0,0,0,0,0,0,0
Evan EngramE. Engram,JAX@TEN,28.00,0,0,0,0,0,0,0,0,0,0,11,162,2,0,0,0
Miles SandersM. Sanders,PHI@NYG,27.00,0,0,0,0,0,0,17,144,2,0,1,11,0,0,0,0
Patrick MahomesP. Mahomes,KC@DEN,26.00,42,28,352,3,3,0,3,-3,0,0,0,0,0,0,0,0
Christian McCaffreyC. McCaffrey,TB@SF,26.00,0,0,0,0,0,0,14,119,1,0,2,34,1,0,0,0
Geno SmithG. Smith,CAR@SEA,26.00,36,21,264,3,2,0,3,20,0,0,0,0,0,0,0,0
Jerry JeudyJ. Jeudy,KC@DEN,25.00,0,0,0,0,0,0,0,0,0,0,8,73,3,0,0,0
Jerick McKinnonJ. McKinnon,KC@DEN,25.00,0,0,0,0,0,0,6,22,0,0,7,112,2,0,0,0
Brock PurdyB. Purdy,TB@SF,25.00,21,16,185,2,0,0,2,3,1,0,0,0,0,0,0,0
Justin JeffersonJ. Jefferson,MIN@DET,22.00,0,0,0,0,0,0,0,0,0,0,11,223,0,0,0,0
Ryan TannehillR. Tannehill,JAX@TEN,22.00,38,25,254,2,1,1,2,16,0,0,0,0,0,0,1,0
Josh AllenJ. Allen,NYJ@BUF,21.00,27,16,147,1,0,0,10,47,1,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CLE@CIN,20.00,33,18,239,2,1,0,6,10,0,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,MIA@LAC,20.00,51,39,367,1,0,0,4,8,0,0,0,0,0,0,0,0
Tyreek HillT. Hill,MIA@LAC,20.00,0,0,0,0,0,0,0,0,0,0,4,81,1,0,0,1
Daniel JonesD. Jones,PHI@NYG,20.00,27,18,169,1,0,0,4,26,1,0,0,0,0,0,0,0
Derrick HenryD. Henry,JAX@TEN,19.00,0,0,0,0,0,0,17,121,1,0,3,34,0,0,2,0
J.K. DobbinsJ. Dobbins,BAL@PIT,18.00,0,0,0,0,0,0,15,120,1,0,0,0,0,0,0,0
Tony PollardT. Pollard,HOU@DAL,18.00,0,0,0,0,0,0,10,42,1,0,4,20,1,0,0,0
Deshaun WatsonD. Watson,CLE@CIN,18.00,42,26,276,1,1,0,6,33,0,0,0,0,0,0,0,0
Ja'Marr ChaseJ. Chase,CLE@CIN,17.00,0,0,0,0,0,0,1,6,0,0,10,119,1,0,0,0
Mike WilliamsM. Williams,MIA@LAC,17.00,0,0,0,0,0,0,0,0,0,0,6,116,1,0,0,0
James ConnerJ. Conner,NE@ARI,16.00,0,0,0,0,0,0,15,85,1,0,6,29,0,0,0,0
Josh JacobsJ. Jacobs,LV@LA,16.00,0,0,0,0,0,0,27,99,1,0,2,15,0,0,0,0
Baker MayfieldB. Mayfield,LV@LA,16.00,35,22,230,1,0,0,4,10,0,0,0,0,0,0,0,0
D.J. CharkD. Chark,MIN@DET,15.00,0,0,0,0,0,0,0,0,0,0,6,94,1,0,0,0
Austin EkelerA. Ekeler,MIA@LAC,15.00,0,0,0,0,0,0,15,45,1,0,8,59,0,0,0,0
Marquise GoodwinM. Goodwin,CAR@SEA,15.00,0,0,0,0,0,0,1,-2,0,0,5,95,1,0,0,0
Chuba HubbardC. Hubbard,CAR@SEA,15.00,0,0,0,0,0,0,14,74,1,0,3,25,0,0,0,0
Dak PrescottD. Prescott,HOU@DAL,15.00,39,24,284,1,2,0,6,23,0,0,0,0,0,0,0,0
Pierre StrongP. Strong,NE@ARI,15.00,0,0,0,0,0,0,5,70,1,0,2,20,0,0,0,0
