Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Joe BurrowJ. Burrow,CIN@NO,38.00,37,28,300,3,0,0,4,25,1,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@KC,33.00,40,27,329,3,0,0,12,32,0,0,0,0,0,0,1,0
Matt RyanM. Ryan,JAX@IND,33.00,58,42,389,3,0,0,1,-4,0,0,0,0,0,0,0,0
Marcus MariotaM. Mariota,SF@ATL,28.00,14,13,129,2,0,0,6,50,1,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,JAX@IND,26.00,22,20,165,1,0,0,6,23,2,0,0,0,0,0,0,0
Ja'Marr ChaseJ. Chase,CIN@NO,25.00,0,0,0,0,0,0,0,0,0,0,7,132,2,0,0,0
Patrick MahomesP. Mahomes,BUF@KC,23.00,40,25,338,2,2,0,4,21,0,0,0,0,0,0,0,0
Bailey ZappeB. Zappe,NE@CLE,23.00,34,24,309,2,0,0,3,-4,0,0,1,-6,0,0,1,0
Teddy BridgewaterT. Bridgewater,MIN@MIA,22.00,34,23,329,2,2,0,1,10,0,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,MIN@MIA,21.00,30,20,175,2,0,1,2,-5,0,0,0,0,0,0,0,0
Brandon AiyukB. Aiyuk,SF@ATL,20.00,0,0,0,0,0,0,0,0,0,0,8,83,2,0,0,0
Stefon DiggsS. Diggs,BUF@KC,20.00,0,0,0,0,0,0,0,0,0,0,10,148,1,0,0,0
Jimmy GaroppoloJ. Garoppolo,SF@ATL,20.00,41,29,296,2,2,0,3,11,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,DAL@PHI,20.00,25,15,155,2,0,0,9,27,0,0,0,0,0,0,0,0
Rhamondre StevensonR. Stevenson,NE@CLE,20.00,0,0,0,0,0,0,19,76,2,0,4,15,0,0,0,0
Justin FieldsJ. Fields,WAS@CHI,19.00,27,14,190,1,1,0,12,88,0,0,0,0,0,0,0,0
Mike GesickiM. Gesicki,MIN@MIA,18.00,0,0,0,0,0,0,0,0,0,0,6,69,2,0,0,0
Lamar JacksonL. Jackson,BAL@NYG,18.00,32,17,210,1,1,0,7,77,0,0,0,0,0,0,1,0
Kenyan DrakeK. Drake,BAL@NYG,17.00,0,0,0,0,0,0,10,119,1,0,1,8,0,0,0,0
Breece HallB. Hall,NYJ@GB,17.00,0,0,0,0,0,0,20,116,1,0,2,5,0,0,0,0
Tyreek HillT. Hill,MIN@MIA,17.00,0,0,0,0,0,0,0,0,0,0,12,177,0,0,0,0
Deon JacksonD. Jackson,JAX@IND,17.00,0,0,0,0,0,0,12,42,1,0,10,79,0,0,0,0
Daniel JonesD. Jones,BAL@NYG,17.00,27,19,173,2,0,0,6,6,0,0,0,0,0,0,1,0
JuJu Smith-SchusterJ. Smith-Schuster,BUF@KC,17.00,0,0,0,0,0,0,0,0,0,0,5,113,1,0,0,0
Mark AndrewsM. Andrews,BAL@NYG,16.00,0,0,0,0,0,0,0,0,0,0,7,106,1,0,0,0
Tyquan ThorntonT. Thornton,NE@CLE,16.00,0,0,0,0,0,0,3,16,1,0,4,37,1,0,0,0
Kenneth WalkerK. Walker,ARI@SEA,16.00,0,0,0,0,0,0,21,97,1,0,2,13,0,0,0,0
Saquon BarkleyS. Barkley,BAL@NYG,15.00,0,0,0,0,0,0,22,83,1,0,3,12,0,0,0,0
Tom BradyT. Brady,TB@PIT,15.00,40,25,243,1,0,0,1,0,0,0,0,0,0,0,0,0
Chase ClaypoolC. Claypool,TB@PIT,15.00,0,0,0,0,0,0,1,8,0,0,7,96,1,0,0,0
Leonard FournetteL. Fournette,TB@PIT,15.00,0,0,0,0,0,0,21,63,0,0,6,38,1,0,0,0
Kyler MurrayK. Murray,ARI@SEA,15.00,37,23,222,0,1,0,10,100,0,0,0,0,0,0,1,0
Russell WilsonR. Wilson,DEN@LAC,15.00,28,15,188,1,0,0,4,23,0,0,0,0,0,0,0,0
Ezekiel ElliottE. Elliott,DAL@PHI,14.00,0,0,0,0,0,0,13,81,1,0,1,5,0,0,0,0
Christian McCaffreyC. McCaffrey,CAR@LA,14.00,0,0,0,0,0,0,13,69,0,0,7,89,0,0,0,0
Dante PettisD. Pettis,WAS@CHI,14.00,0,0,0,0,0,0,0,0,0,0,4,84,1,0,0,0
Aaron RodgersA. Rodgers,NYJ@GB,14.00,41,26,246,1,0,0,1,0,0,0,0,0,0,0,1,0
Matthew StaffordM. Stafford,CAR@LA,14.00,33,26,253,1,1,0,2,-3,0,0,0,0,0,0,0,0
Dalvin CookD. Cook,MIN@MIA,13.00,0,0,0,0,0,0,13,77,1,0,1,6,0,0,0,0
Gabriel DavisG. Davis,BUF@KC,13.00,0,0,0,0,0,0,0,0,0,0,3,74,1,0,0,0
Austin EkelerA. Ekeler,DEN@LAC,13.00,0,0,0,0,0,0,14,36,1,0,10,47,0,0,0,0
Allen LazardA. Lazard,NYJ@GB,13.00,0,0,0,0,0,0,0,0,0,0,4,76,1,0,0,0
Michael PittmanM. Pittman,JAX@IND,13.00,0,0,0,0,0,0,0,0,0,0,13,134,0,0,0,0
Miles SandersM. Sanders,DAL@PHI,13.00,0,0,0,0,0,0,18,71,1,0,1,1,0,0,0,0
A.J. BrownA. Brown,DAL@PHI,12.00,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0
Andy DaltonA. Dalton,CIN@NO,12.00,32,17,162,1,0,0,0,0,0,0,0,0,0,0,0,0
Hunter HenryH. Henry,NE@CLE,12.00,0,0,0,0,0,0,0,0,0,0,4,61,1,0,0,0
Joe MixonJ. Mixon,CIN@NO,12.00,0,0,0,0,0,0,8,45,0,0,4,23,1,0,0,0
Allen RobinsonA. Robinson,CAR@LA,12.00,0,0,0,0,0,0,0,0,0,0,5,63,1,0,0,0
Brian RobinsonB. Robinson,WAS@CHI,12.00,0,0,0,0,0,0,17,60,1,0,0,0,0,0,0,0
Jacoby BrissettJ. Brissett,NE@CLE,11.00,45,21,266,1,2,0,1,0,0,0,0,0,0,0,1,0
Parris CampbellP. Campbell,JAX@IND,11.00,0,0,0,0,0,0,0,0,0,0,7,57,1,0,0,0
JaMycal HastyJ. Hasty,JAX@IND,11.00,0,0,0,0,0,0,3,57,1,0,0,0,0,0,0,0
Alvin KamaraA. Kamara,CIN@NO,11.00,0,0,0,0,0,0,19,99,0,0,6,25,0,0,0,0
Ben SkowronekB. Skowronek,CAR@LA,11.00,0,0,0,0,0,0,1,17,1,0,5,40,0,0,0,0
Geno SmithG. Smith,ARI@SEA,11.00,31,20,197,0,0,0,6,48,0,0,0,0,0,0,0,0
Adam ThielenA. Thielen,MIN@MIA,11.00,0,0,0,0,0,0,0,0,0,0,4,36,1,1,0,0
Mitchell TrubiskyM. Trubisky,TB@PIT,11.00,12,9,144,1,0,0,6,5,0,0,0,0,0,0,0,0
Jaylen WaddleJ. Waddle,MIN@MIA,11.00,0,0,0,0,0,0,0,0,0,0,6,129,0,0,1,0
Amari CooperA. Cooper,NE@CLE,10.00,0,0,0,0,0,0,0,0,0,0,4,44,1,0,0,0
Greg DulcichG. Dulcich,DEN@LAC,10.00,0,0,0,0,0,0,0,0,0,0,2,44,1,0,0,0
Travis EtienneT. Etienne,JAX@IND,10.00,0,0,0,0,0,0,10,86,0,0,2,22,0,0,0,0
