Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Jared GoffJ. Goff,DEN@DET,41.00,34,24,278,5,0,0,0,0,0,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,TB@GB,38.00,28,22,381,4,0,0,2,-2,0,0,0,0,0,0,1,0
Christian McCaffreyC. McCaffrey,SF@ARI,36.00,0,0,0,0,0,0,18,115,1,0,5,72,2,0,0,0
James CookJ. Cook,DAL@BUF,33.00,0,0,0,0,0,0,25,179,1,0,2,42,1,0,0,0
Aidan O'ConnellA. O'Connell,LAC@LV,33.00,34,20,248,4,0,0,0,0,0,0,0,0,0,0,0,0
Brock PurdyB. Purdy,SF@ARI,33.00,25,16,242,4,0,0,0,0,0,0,0,0,0,0,0,0
Derek CarrD. Carr,NYG@NO,26.00,28,23,218,3,0,0,3,-4,0,0,0,0,0,0,0,0
Gardner MinshewG. Minshew,PIT@IND,26.00,28,18,215,3,0,0,2,0,0,0,0,0,0,0,0,0
Easton StickE. Stick,LAC@LV,25.00,32,23,257,3,1,0,2,11,0,0,0,0,0,0,2,0
Jordan AddisonJ. Addison,MIN@CIN,23.00,0,0,0,0,0,0,0,0,0,0,6,111,2,0,0,0
Sam LaPortaS. LaPorta,DEN@DET,23.00,0,0,0,0,0,0,0,0,0,0,5,56,3,0,0,0
Jake BrowningJ. Browning,MIN@CIN,22.00,42,29,324,2,1,0,4,0,0,0,0,0,0,0,0,0
Jahmyr GibbsJ. Gibbs,DEN@DET,22.00,0,0,0,0,0,0,11,100,1,0,2,8,1,0,0,0
Jordan LoveJ. Love,TB@GB,22.00,39,29,284,2,0,0,2,1,0,0,0,0,0,0,1,0
Matthew StaffordM. Stafford,WAS@LA,22.00,33,25,258,2,0,0,1,2,0,0,0,0,0,0,0,0
Ty ChandlerT. Chandler,MIN@CIN,21.00,0,0,0,0,0,0,23,132,1,0,3,25,0,0,0,0
Jalen HurtsJ. Hurts,PHI@SEA,21.00,31,17,143,0,2,0,13,82,2,0,0,0,0,0,0,0
Nick MullensN. Mullens,MIN@CIN,21.00,33,26,303,2,2,0,6,10,0,0,0,0,0,0,0,0
Kyren WilliamsK. Williams,WAS@LA,21.00,0,0,0,0,0,0,27,152,1,1,5,3,0,0,2,0
Joe FlaccoJ. Flacco,CHI@CLE,20.00,44,28,374,2,3,0,1,-1,0,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,KC@NE,20.00,37,27,305,2,2,0,3,-5,0,0,0,0,0,0,0,0
Terry McLaurinT. McLaurin,WAS@LA,20.00,0,0,0,0,0,0,0,0,0,0,6,141,1,0,0,0
