Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Joe MixonJ. Mixon,CAR@CIN,50.00,0,0,0,0,0,0,22,153,4,0,4,58,1,0,0,0
Justin FieldsJ. Fields,MIA@CHI,47.00,28,17,123,3,0,1,15,178,1,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,TEN@KC,35.00,68,43,446,1,1,0,6,63,1,1,0,0,0,0,0,0
Tua TagovailoaT. Tagovailoa,MIA@CHI,30.00,30,21,302,3,0,0,5,0,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,LV@JAX,26.00,0,0,0,0,0,0,0,0,0,0,10,146,2,0,0,0
Josh AllenJ. Allen,BUF@NYJ,24.00,34,18,205,0,2,0,9,86,2,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@HOU,24.00,27,21,243,2,0,0,9,23,0,1,0,0,0,0,1,0
Kyler MurrayK. Murray,SEA@ARI,24.00,35,25,175,2,0,0,8,60,0,0,0,0,0,0,1,0
Geno SmithG. Smith,SEA@ARI,24.00,34,26,275,2,1,0,6,38,0,0,0,0,0,0,0,0
Kenneth WalkerK. Walker,SEA@ARI,24.00,0,0,0,0,0,0,26,109,2,0,3,20,0,0,0,0
Travis EtienneT. Etienne,LV@JAX,23.00,0,0,0,0,0,0,28,109,2,0,2,17,0,0,0,0
Derrick HenryD. Henry,TEN@KC,23.00,0,0,0,0,0,0,17,115,2,0,0,0,0,0,0,0
Derek CarrD. Carr,LV@JAX,22.00,36,21,259,2,0,0,0,0,0,0,0,0,0,0,0,0
Kenyan DrakeK. Drake,BAL@NO,22.00,0,0,0,0,0,0,24,93,2,0,2,16,0,0,0,0
Joe BurrowJ. Burrow,CAR@CIN,20.00,28,22,206,1,0,0,4,9,1,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,MIN@WAS,20.00,40,22,265,2,1,0,2,-2,0,0,0,0,0,0,0,0
Tyreek HillT. Hill,MIA@CHI,20.00,0,0,0,0,0,0,0,0,0,0,7,143,1,0,0,0
Lamar JacksonL. Jackson,BAL@NO,19.00,22,12,133,1,0,0,11,82,0,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,LV@JAX,19.00,31,25,235,1,0,0,6,53,0,0,0,0,0,0,1,0
Justin JeffersonJ. Jefferson,MIN@WAS,18.00,0,0,0,0,0,0,1,10,0,0,7,115,1,0,0,0
Cooper KuppC. Kupp,LA@TB,18.00,0,0,0,0,0,0,3,1,0,0,8,127,1,0,0,0
Baker MayfieldB. Mayfield,CAR@CIN,18.00,20,14,155,2,0,0,0,0,0,0,0,0,0,0,0,0
Tom BradyT. Brady,LA@TB,17.00,58,36,280,1,0,0,0,0,0,0,0,0,0,0,0,0
Austin EkelerA. Ekeler,LAC@ATL,17.00,0,0,0,0,0,0,14,47,1,0,7,24,1,0,1,0
Dallas GoedertD. Goedert,PHI@HOU,16.00,0,0,0,0,0,0,0,0,0,0,8,100,1,0,0,0
Taylor HeinickeT. Heinicke,MIN@WAS,16.00,28,15,149,2,1,0,4,17,0,0,0,0,0,0,0,0
Cole KmetC. Kmet,MIA@CHI,16.00,0,0,0,0,0,0,2,9,0,0,5,41,2,0,0,0
Cordarrelle PattersonC. Patterson,LAC@ATL,16.00,0,0,0,0,0,0,13,44,2,0,1,9,0,0,0,0
Jared GoffJ. Goff,GB@DET,15.00,26,14,137,2,1,0,1,-1,0,0,0,0,0,0,0,0
Davis MillsD. Mills,PHI@HOU,15.00,22,13,154,2,2,0,3,18,0,0,0,0,0,0,0,0
Aaron RodgersA. Rodgers,GB@DET,15.00,43,23,291,1,3,0,4,40,0,0,0,0,0,0,0,0
Miles SandersM. Sanders,PHI@HOU,15.00,0,0,0,0,0,0,17,93,1,0,0,0,0,0,0,0
Michael CarterM. Carter,BUF@NYJ,14.00,0,0,0,0,0,0,12,76,1,0,1,10,0,0,0,0
Allen LazardA. Lazard,GB@DET,14.00,0,0,0,0,0,0,0,0,0,0,4,87,1,0,0,0
Jaylen WaddleJ. Waddle,MIA@CHI,14.00,0,0,0,0,0,0,0,0,0,0,5,85,1,0,0,0
Mecole HardmanM. Hardman,TEN@KC,13.00,0,0,0,0,0,0,0,0,0,0,6,79,1,0,0,0
Justin HerbertJ. Herbert,LAC@ATL,13.00,43,30,245,1,1,0,1,3,0,0,0,0,0,0,0,0
Christian KirkC. Kirk,LV@JAX,13.00,0,0,0,0,0,0,0,0,0,0,8,76,1,0,0,0
Dameon PierceD. Pierce,PHI@HOU,13.00,0,0,0,0,0,0,27,139,0,0,0,0,0,0,0,0
Curtis SamuelC. Samuel,MIN@WAS,13.00,0,0,0,0,0,0,1,16,0,0,3,65,1,0,0,0
Rhamondre StevensonR. Stevenson,IND@NE,13.00,0,0,0,0,0,0,15,60,0,0,3,10,1,0,0,0
Jeffery WilsonJ. Wilson,MIA@CHI,13.00,0,0,0,0,0,0,9,51,0,0,3,21,1,0,0,0
Zach WilsonZ. Wilson,BUF@NYJ,13.00,25,18,154,1,0,0,5,24,0,0,0,0,0,0,1,0
Andy DaltonA. Dalton,BAL@NO,12.00,29,19,210,1,1,0,2,5,0,0,0,0,0,0,0,0
Tyler LockettT. Lockett,SEA@ARI,12.00,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0
Cade OttonC. Otton,LA@TB,12.00,0,0,0,0,0,0,0,0,0,0,5,68,1,0,0,0
Matthew StaffordM. Stafford,LA@TB,12.00,27,13,165,1,0,0,2,-1,0,0,0,0,0,0,0,0
Tyler AllgeierT. Allgeier,LAC@ATL,11.00,0,0,0,0,0,0,10,99,0,0,1,24,0,0,0,0
Raheem BlackshearR. Blackshear,CAR@CIN,11.00,0,0,0,0,0,0,5,13,1,0,4,40,0,0,0,0
A.J. BrownA. Brown,PHI@HOU,11.00,0,0,0,0,0,0,0,0,0,0,4,59,1,0,0,0
Mac JonesM. Jones,IND@NE,11.00,30,20,147,1,0,0,1,-2,0,0,0,0,0,0,0,0
Terrace MarshallT. Marshall,CAR@CIN,11.00,0,0,0,0,0,0,0,0,0,0,3,53,1,0,0,0
Dalvin CookD. Cook,MIN@WAS,10.00,0,0,0,0,0,0,17,47,0,0,2,9,1,0,0,0
Zach ErtzZ. Ertz,SEA@ARI,10.00,0,0,0,0,0,0,0,0,0,0,5,40,1,0,0,0
Juwan JohnsonJ. Johnson,BAL@NO,10.00,0,0,0,0,0,0,0,0,0,0,2,42,1,0,0,0
Travis KelceT. Kelce,TEN@KC,10.00,0,0,0,0,0,0,0,0,0,0,10,106,0,0,0,0
Darnell MooneyD. Mooney,MIA@CHI,10.00,0,0,0,0,0,0,1,2,0,0,7,43,1,0,0,0
