Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Alvin KamaraA. Kamara,MIN@NO,52.00,0,0,0,0,0,0,22,155,6,0,3,17,0,0,0,0
Josh AllenJ. Allen,BUF@NE,39.00,36,27,320,4,0,0,4,35,0,0,0,0,0,0,0,0
Tom BradyT. Brady,TB@DET,37.00,27,22,348,4,0,0,0,0,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,TEN@GB,32.00,0,0,0,0,0,0,0,0,0,0,11,142,3,0,0,0
Andy DaltonA. Dalton,PHI@DAL,32.00,30,22,377,3,1,0,5,15,0,0,0,0,0,0,0,0
Stefon DiggsS. Diggs,BUF@NE,32.00,0,0,0,0,0,0,0,0,0,0,9,145,3,0,0,0
Aaron RodgersA. Rodgers,TEN@GB,32.00,25,21,231,4,1,0,3,19,0,0,0,0,0,0,0,0
Deshaun WatsonD. Watson,CIN@HOU,32.00,33,24,324,3,0,0,5,38,0,0,0,0,0,0,1,0
Ben RoethlisbergerB. Roethlisberger,IND@PIT,31.00,49,34,341,3,0,0,2,-1,0,0,0,0,0,0,0,0
Mike EvansM. Evans,TB@DET,30.00,0,0,0,0,0,0,0,0,0,0,10,181,2,0,0,0
Kirk CousinsK. Cousins,MIN@NO,29.00,41,27,291,3,0,0,0,0,0,0,0,0,0,0,0,0
Myles GaskinM. Gaskin,MIA@LV,28.00,0,0,0,0,0,0,14,87,0,0,5,82,2,0,0,0
Mitchell TrubiskyM. Trubisky,CHI@JAX,27.00,35,24,265,2,1,0,2,10,1,0,0,0,0,0,0,0
Brandon AllenB. Allen,CIN@HOU,26.00,37,29,371,2,0,0,2,3,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,NYG@BAL,26.00,26,17,183,2,0,0,13,80,0,0,0,0,0,0,1,0
Jeffery WilsonJ. Wilson,SF@ARI,26.00,0,0,0,0,0,0,22,183,0,0,1,21,1,0,0,0
C.J. BeathardC. Beathard,SF@ARI,25.00,22,13,182,3,0,0,3,18,0,0,0,0,0,0,1,0
Derek CarrD. Carr,MIA@LV,25.00,34,21,336,1,0,0,2,-2,1,0,0,0,0,0,0,0
David JohnsonD. Johnson,CIN@HOU,25.00,0,0,0,0,0,0,12,128,1,0,3,11,1,0,0,0
Samaje PerineS. Perine,CIN@HOU,25.00,0,0,0,0,0,0,13,95,2,0,4,41,0,0,0,0
AJ DillonA. Dillon,TEN@GB,24.00,0,0,0,0,0,0,21,124,2,0,1,5,0,0,0,0
Michael GallupM. Gallup,PHI@DAL,24.00,0,0,0,0,0,0,0,0,0,0,6,121,2,0,0,0
Matt RyanM. Ryan,ATL@KC,24.00,35,27,300,2,0,0,1,-1,0,0,0,0,0,0,0,0
Jamison CrowderJ. Crowder,CLE@NYJ,23.00,1,1,43,1,0,0,1,14,0,0,7,92,1,0,0,0
Patrick MahomesP. Mahomes,ATL@KC,23.00,44,24,278,2,1,0,3,21,0,0,0,0,0,0,0,0
Nelson AgholorN. Agholor,MIA@LV,21.00,0,0,0,0,0,0,0,0,0,0,5,155,1,0,0,0
Sam DarnoldS. Darnold,CLE@NYJ,21.00,32,16,175,2,0,0,7,20,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,LA@SEA,21.00,32,20,225,1,0,0,3,9,1,0,0,0,0,0,0,0
Brandin CooksB. Cooks,CIN@HOU,20.00,0,0,0,0,0,0,0,0,0,0,7,141,1,0,0,0
Jalen HurtsJ. Hurts,PHI@DAL,20.00,39,21,342,1,2,0,9,69,0,0,0,0,0,0,1,0
CeeDee LambC. Lamb,PHI@DAL,19.00,0,0,0,0,0,0,1,19,1,0,3,65,1,0,0,0
Jonathan TaylorJ. Taylor,IND@PIT,19.00,0,0,0,0,0,0,18,74,2,0,0,0,0,0,0,0
Blaine GabbertB. Gabbert,TB@DET,18.00,15,9,143,2,0,0,2,15,0,0,0,0,0,0,0,0
Jimmy GrahamJ. Graham,CHI@JAX,18.00,0,0,0,0,0,0,0,0,0,0,4,69,2,0,0,0
Justin HerbertJ. Herbert,DEN@LAC,18.00,33,21,253,1,0,0,4,26,0,0,0,0,0,0,0,0
Rob GronkowskiR. Gronkowski,TB@DET,17.00,0,0,0,0,0,0,0,0,0,0,2,58,2,0,0,0
David MontgomeryD. Montgomery,CHI@JAX,17.00,0,0,0,0,0,0,23,95,1,0,2,26,0,0,0,0
Irv SmithI. Smith,MIN@NO,17.00,0,0,0,0,0,0,0,0,0,0,6,53,2,0,0,0
Ryan TannehillR. Tannehill,TEN@GB,17.00,24,11,121,1,2,0,3,55,1,0,0,0,0,0,0,0
Mike GlennonM. Glennon,CHI@JAX,16.00,37,24,211,2,2,0,0,0,0,0,0,0,0,0,0,0
Daniel JonesD. Jones,NYG@BAL,16.00,41,24,252,1,0,0,1,3,0,0,0,0,0,0,0,0
Tee HigginsT. Higgins,CIN@HOU,15.00,0,0,0,0,0,0,0,0,0,0,6,99,1,0,0,0
Travis KelceT. Kelce,ATL@KC,15.00,0,0,0,0,0,0,0,0,0,0,7,98,1,0,0,0
Curtis SamuelC. Samuel,CAR@WAS,15.00,0,0,0,0,0,0,7,52,0,0,5,106,0,0,0,0
JuJu Smith-SchusterJ. Smith-Schuster,IND@PIT,15.00,0,0,0,0,0,0,0,0,0,0,9,96,1,0,0,0
Adam ThielenA. Thielen,MIN@NO,15.00,0,0,0,0,0,0,0,0,0,0,8,97,1,0,0,0
Dalvin CookD. Cook,MIN@NO,14.00,0,0,0,0,0,0,15,73,1,0,2,12,0,0,0,0
Chris GodwinC. Godwin,TB@DET,14.00,0,0,0,0,0,0,0,0,0,0,5,84,1,0,0,0
DeSean JacksonD. Jackson,PHI@DAL,14.00,0,0,0,0,0,0,0,0,0,0,1,81,1,0,0,0
J.D. McKissicJ. McKissic,CAR@WAS,14.00,0,0,0,0,0,0,4,15,0,0,8,77,1,0,0,0
Kyler MurrayK. Murray,SF@ARI,14.00,50,31,247,0,1,0,8,75,0,0,0,0,0,0,0,0
J.K. DobbinsJ. Dobbins,NYG@BAL,13.00,0,0,0,0,0,0,11,77,1,0,0,0,0,0,0,0
Ezekiel ElliottE. Elliott,PHI@DAL,13.00,0,0,0,0,0,0,19,105,0,0,4,34,0,0,0,0
Ryan FitzpatrickR. Fitzpatrick,MIA@LV,13.00,13,9,182,1,0,0,0,0,0,0,0,0,0,0,0,0
Taylor HeinickeT. Heinicke,CAR@WAS,13.00,19,12,137,1,0,0,3,22,0,0,0,0,0,0,0,0
Diontae JohnsonD. Johnson,IND@PIT,13.00,0,0,0,0,0,0,1,2,0,0,8,74,1,0,0,0
Kyle JuszczykK. Juszczyk,SF@ARI,13.00,0,0,0,0,0,0,1,3,0,0,2,10,2,0,0,0
Drew LockD. Lock,DEN@LAC,13.00,47,24,264,0,2,0,5,15,1,0,0,0,0,0,0,0
Calvin RidleyC. Ridley,ATL@KC,13.00,0,0,0,0,0,0,1,-7,0,0,5,130,0,0,0,0
