Team,Opp,Pts*,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
Miami DolphinsMiami,vs LA,26,2.0,2,0,2,0,2,17,340,131,471
Philadelphia EaglesPhiladelphia,vs DAL,23,4.0,0,1,2,0,1,9,132,133,265
Pittsburgh SteelersPittsburgh,@ BAL,19,4.0,2,0,2,0,1,24,192,265,457
Indianapolis ColtsIndianapolis,@ DET,16,5.0,1,0,1,0,1,21,297,29,326
Dallas CowboysDallas,@ PHI,13,4.0,2,0,2,0,0,23,103,119,222
Las Vegas RaidersLas Vegas,@ CLE,12,0.0,0,0,1,0,0,6,122,101,223
Kansas City ChiefsKansas City,vs NYJ,12,1.0,0,0,1,1,0,9,128,93,221
Atlanta FalconsAtlanta,@ CAR,9,3.0,1,0,0,0,0,17,157,147,304
Seattle SeahawksSeattle,vs SF,8,3.0,1,0,1,0,0,27,299,52,351
Tampa Bay BuccaneersTampa Bay,@ NYG,8,3.0,2,0,0,0,0,23,256,101,357
New Orleans SaintsNew Orleans,@ CHI,8,5.0,1,0,0,0,0,23,233,96,329
Cincinnati BengalsCincinnati,vs TEN,7,1.0,1,0,0,0,0,20,223,218,441
Denver BroncosDenver,vs LAC,6,2.0,2,0,0,0,0,30,275,210,485
Cleveland BrownsCleveland,vs LV,6,2.0,0,0,0,0,0,16,100,209,309
Los Angeles RamsLA Rams,@ MIA,5,1.0,0,0,2,0,0,28,90,55,145
Carolina PanthersCarolina,vs ATL,5,2.0,1,0,0,0,0,25,270,131,401
New York GiantsNY Giants,vs TB,5,2.0,0,0,1,0,0,25,263,81,344
Buffalo BillsBuffalo,vs NE,5,2.0,0,0,1,0,0,21,161,188,349
Los Angeles ChargersLA Chargers,@ DEN,4,2.0,1,0,0,0,0,31,243,108,351
Baltimore RavensBaltimore,vs PIT,4,2.0,0,0,1,0,0,28,173,48,221
New England PatriotsNew England,@ BUF,4,1.0,1,0,0,0,0,24,149,190,339
Minnesota VikingsMinnesota,@ GB,4,1.0,0,0,1,0,0,22,291,109,400
Detroit LionsDetroit,vs IND,4,2.0,0,0,0,1,0,41,247,119,366
San Francisco 49ersSan Francisco,@ SEA,2,2.0,0,0,0,0,0,37,249,101,350
Chicago BearsChicago,vs NO,2,1.0,0,0,0,0,0,26,272,122,394
Green Bay PackersGreen Bay,vs MIN,1,1.0,0,0,0,0,0,28,151,173,324
New York JetsNY Jets,@ KC,0,0.0,0,0,0,0,0,35,446,50,496
Tennessee TitansTennessee,@ CIN,0,0.0,0,0,0,0,0,31,249,118,367
