Team,Opp,Pts*,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
Las Vegas RaidersLas Vegas,vs DEN,19,2.0,4,0,1,0,0,12,247,66,313
New Orleans SaintsNew Orleans,vs SF,17,2.0,2,0,2,0,0,13,232,49,281
Los Angeles RamsLA Rams,vs SEA,16,6.0,2,0,1,0,0,16,220,113,333
Pittsburgh SteelersPittsburgh,vs CIN,15,4.0,0,0,2,0,0,10,185,139,324
Chicago BearsChicago,vs MIN,15,1.0,1,0,1,0,1,19,286,99,385
Minnesota VikingsMinnesota,@ CHI,13,2.0,1,0,1,0,0,13,108,41,149
Indianapolis ColtsIndianapolis,@ TEN,13,1.0,0,0,0,1,1,17,137,157,294
Jacksonville JaguarsJacksonville,@ GB,12,1.0,1,0,1,0,1,24,315,80,395
Cleveland BrownsCleveland,vs HOU,9,2.0,0,0,0,0,0,7,153,90,243
Green Bay PackersGreen Bay,vs JAX,9,3.0,1,0,0,0,0,20,151,109,260
San Francisco 49ersSan Francisco,@ NO,8,3.0,0,0,2,0,0,27,123,114,237
New England PatriotsNew England,vs BAL,8,2.0,1,0,0,0,0,17,242,115,357
Houston TexansHouston,@ CLE,8,1.0,0,0,0,0,0,10,125,231,356
Miami DolphinsMiami,vs LAC,7,2.0,1,0,0,1,0,21,174,99,273
New York GiantsNY Giants,vs PHI,7,3.0,0,0,0,0,0,17,190,156,346
Buffalo BillsBuffalo,@ ARI,7,3.0,1,0,1,0,0,32,236,217,453
Tampa Bay BuccaneersTampa Bay,@ CAR,6,3.0,1,0,0,0,0,23,122,65,187
Seattle SeahawksSeattle,@ LA,6,3.0,0,0,1,0,0,23,283,106,389
Detroit LionsDetroit,vs WAS,5,2.0,0,0,1,0,0,27,375,89,464
Carolina PanthersCarolina,vs TB,5,1.0,0,0,1,1,0,46,334,210,544
Philadelphia EaglesPhiladelphia,@ NYG,4,3.0,0,0,0,0,0,27,231,151,382
Arizona CardinalsArizona,vs BUF,4,0.0,2,0,0,0,0,30,296,73,369
Baltimore RavensBaltimore,@ NE,2,1.0,0,0,0,0,0,23,135,173,308
Los Angeles ChargersLA Chargers,@ MIA,2,0.0,0,0,1,0,0,29,169,111,280
Tennessee TitansTennessee,vs IND,1,1.0,0,0,0,0,0,34,297,133,430
Washington Football TeamWashington,@ DET,1,1.0,0,0,0,0,0,30,267,105,372
Denver BroncosDenver,@ LV,0,0.0,0,0,0,0,0,37,154,203,357
Cincinnati BengalsCincinnati,@ PIT,0,0.0,0,0,0,0,0,36,333,44,377
