Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Ja'Marr ChaseJ. Chase,CIN@BAL,44.00,0,0,0,0,0,0,0,0,0,0,11,264,3,0,0,0
Joe BurrowJ. Burrow,CIN@BAL,41.00,56,34,428,4,0,0,2,6,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,CIN@BAL,40.00,33,25,290,4,0,0,7,33,0,1,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@DAL,34.00,20,14,202,2,1,0,7,56,2,0,0,0,0,0,1,0
Kyler MurrayK. Murray,NYJ@ARI,30.00,24,22,266,1,0,0,3,21,2,0,0,0,0,0,0,0
Brock PurdyB. Purdy,SF@TB,27.00,36,25,353,2,0,0,4,17,0,0,0,0,0,0,0,0
Bijan RobinsonB. Robinson,ATL@NO,25.00,0,0,0,0,0,0,20,116,2,0,3,28,0,0,0,0
Derek CarrD. Carr,ATL@NO,23.00,25,16,269,2,0,0,4,17,0,0,0,0,0,0,0,0
Will LevisW. Levis,TEN@LAC,23.00,23,18,175,2,0,0,5,41,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,PIT@WAS,23.00,28,14,195,3,1,0,4,3,0,0,0,0,0,0,0,0
Marquez Valdes-ScantlingM. Valdes-Scantling,ATL@NO,22.00,0,0,0,0,0,0,0,0,0,0,3,109,2,0,0,0
Justin HerbertJ. Herbert,TEN@LAC,21.00,18,14,164,1,0,0,9,32,1,0,0,0,0,0,0,0
Chuba HubbardC. Hubbard,NYG@CAR,21.00,0,0,0,0,0,0,28,153,1,0,4,16,0,0,1,0
Bo NixB. Nix,DEN@KC,20.00,30,22,215,2,0,0,3,-5,0,0,0,0,0,0,0,0
Calvin RidleyC. Ridley,TEN@LAC,20.00,0,0,0,0,0,0,0,0,0,0,5,84,2,0,0,0
Josh AllenJ. Allen,BUF@IND,18.00,37,22,280,0,2,0,8,50,1,0,0,0,0,0,0,0
James ConnerJ. Conner,NYJ@ARI,17.00,0,0,0,0,0,0,12,33,1,0,5,80,0,0,0,0
Patrick MahomesP. Mahomes,DEN@KC,17.00,42,28,266,1,0,0,3,19,0,0,0,0,0,0,0,0
Tylan WallaceT. Wallace,CIN@BAL,17.00,0,0,0,0,0,0,0,0,0,0,3,115,1,0,0,0
Austin EkelerA. Ekeler,PIT@WAS,16.00,0,0,0,0,0,0,13,44,2,0,1,7,0,0,0,0
Joe FlaccoJ. Flacco,BUF@IND,15.00,35,26,272,2,3,0,0,0,0,0,0,0,0,0,1,0
George PickensG. Pickens,PIT@WAS,15.00,0,0,0,0,0,0,1,4,0,0,5,91,1,0,0,0
Tyrone TracyT. Tracy,NYG@CAR,15.00,0,0,0,0,0,0,18,103,1,0,1,1,0,0,1,0
Chase BrownC. Brown,CIN@BAL,14.00,0,0,0,0,0,0,13,42,1,0,9,52,0,0,1,0
James CookJ. Cook,BUF@IND,14.00,0,0,0,0,0,0,19,80,1,0,1,5,0,0,0,0
Mar'Keise IrvingM. Irving,SF@TB,14.00,0,0,0,0,0,0,13,73,1,0,3,14,0,0,0,0
Joe MixonJ. Mixon,DET@HOU,14.00,0,0,0,0,0,0,25,46,1,0,2,44,0,0,0,0
Alec PierceA. Pierce,BUF@IND,14.00,0,0,0,0,0,0,0,0,0,0,4,81,1,0,0,0
Bryce YoungB. Young,NYG@CAR,14.00,25,15,126,1,0,0,2,30,0,0,0,0,0,0,0,0
Drake MayeD. Maye,NE@CHI,13.00,25,15,184,1,1,0,4,24,0,0,0,0,0,0,0,0
John MetchieJ. Metchie,DET@HOU,13.00,0,0,0,0,0,0,0,0,0,0,5,74,1,0,0,0
Ricky PearsallR. Pearsall,SF@TB,13.00,0,0,0,0,0,0,0,0,0,0,4,73,1,0,0,0
Courtland SuttonC. Sutton,DEN@KC,13.00,0,0,0,0,0,0,0,0,0,0,6,70,1,0,0,0
Mark AndrewsM. Andrews,CIN@BAL,12.00,0,0,0,0,0,0,0,0,0,0,6,68,1,0,0,0
Derrick HenryD. Henry,CIN@BAL,12.00,0,0,0,0,0,0,16,68,1,0,1,3,0,0,0,0
Travis KelceT. Kelce,DEN@KC,12.00,0,0,0,0,0,0,0,0,0,0,8,64,1,0,0,0
Sam LaPortaS. LaPorta,DET@HOU,12.00,0,0,0,0,0,0,0,0,0,0,3,66,1,0,0,0
Amon-Ra St. BrownA. St. Brown,DET@HOU,12.00,0,0,0,0,0,0,0,0,0,0,6,60,1,0,0,0
Rachaad WhiteR. White,SF@TB,12.00,0,0,0,0,0,0,10,31,0,0,6,39,1,0,0,0
Rashod BatemanR. Bateman,CIN@BAL,11.00,0,0,0,0,0,0,0,0,0,0,6,54,1,0,0,0
Jared GoffJ. Goff,DET@HOU,11.00,30,15,240,2,5,0,1,2,0,0,0,0,0,0,0,0
Najee HarrisN. Harris,PIT@WAS,11.00,0,0,0,0,0,0,21,53,1,0,0,0,0,0,0,0
Marvin HarrisonM. Harrison,NYJ@ARI,11.00,0,0,0,0,0,0,0,0,0,0,5,54,1,0,0,0
Daniel JonesD. Jones,NYG@CAR,11.00,37,22,190,0,2,0,7,26,1,0,0,0,0,0,0,0
George KittleG. Kittle,SF@TB,11.00,0,0,0,0,0,0,0,0,0,0,3,57,1,0,0,0
Terry McLaurinT. McLaurin,PIT@WAS,11.00,0,0,0,0,0,0,0,0,0,0,5,113,0,0,0,0
David MontgomeryD. Montgomery,DET@HOU,11.00,0,0,0,0,0,0,12,32,1,0,1,24,0,0,0,0
C.J. StroudC. Stroud,DET@HOU,11.00,33,19,232,1,2,0,1,5,0,0,0,0,0,0,0,0
Tua TagovailoaT. Tagovailoa,MIA@LA,11.00,28,20,207,1,1,0,1,-1,0,0,0,0,0,0,1,0
Jonathan TaylorJ. Taylor,BUF@IND,11.00,0,0,0,0,0,0,21,114,0,0,2,8,0,0,0,0
A.J. BrownA. Brown,PHI@DAL,10.00,0,0,0,0,0,0,0,0,0,0,5,109,0,0,0,0
Kirk CousinsK. Cousins,ATL@NO,10.00,38,23,306,0,1,0,0,0,0,0,0,0,0,0,0,0
Jahmyr GibbsJ. Gibbs,DET@HOU,10.00,0,0,0,0,0,0,19,71,0,0,2,37,0,0,0,0
Tanner HudsonT. Hudson,CIN@BAL,10.00,0,0,0,0,0,0,1,1,0,0,6,42,1,0,0,0
Alvin KamaraA. Kamara,ATL@NO,10.00,0,0,0,0,0,0,17,55,0,0,5,54,0,0,0,0
Baker MayfieldB. Mayfield,SF@TB,10.00,29,18,116,1,0,0,3,3,0,0,0,0,0,0,0,0
Kareem HuntK. Hunt,DEN@KC,9.00,0,0,0,0,0,0,14,35,0,0,7,65,0,0,0,0
Jauan JenningsJ. Jennings,SF@TB,9.00,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0
Aaron JonesA. Jones,MIN@JAX,9.00,0,0,0,0,0,0,17,88,0,0,2,13,0,0,0,0
Drake LondonD. London,ATL@NO,9.00,0,0,0,0,0,0,0,0,0,0,8,97,0,0,0,0
Christian McCaffreyC. McCaffrey,SF@TB,9.00,0,0,0,0,0,0,13,39,0,0,6,68,0,0,0,0
Darnell MooneyD. Mooney,ATL@NO,9.00,0,0,0,0,0,0,0,0,0,0,5,96,0,0,0,0
Puka NacuaP. Nacua,MIA@LA,9.00,0,0,0,0,0,0,0,0,0,0,9,98,0,0,0,0
Matthew StaffordM. Stafford,MIA@LA,9.00,46,32,293,0,1,0,1,0,0,0,0,0,0,0,0,0
Devaughn VeleD. Vele,DEN@KC,9.00,0,0,0,0,0,0,0,0,0,0,4,39,1,0,0,0
