Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
C.J. StroudC. Stroud,TB@HOU,51.00,42,30,470,5,0,0,0,10,0,1,0,0,0,0,0,0
Dak PrescottD. Prescott,DAL@PHI,33.00,44,29,374,3,0,0,6,14,0,0,0,0,0,0,0,0
Joshua DobbsJ. Dobbs,MIN@ATL,30.00,30,20,158,2,0,1,7,66,1,0,0,0,0,0,2,0
Jalen HurtsJ. Hurts,DAL@PHI,29.00,23,17,207,2,0,0,10,36,1,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@CIN,26.00,38,26,258,1,1,1,8,44,1,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,BUF@CIN,25.00,44,31,348,2,0,0,5,4,0,0,0,0,0,0,0,0
Nathaniel DellN. Dell,TB@HOU,23.00,0,0,0,0,0,0,2,2,0,0,6,114,2,0,0,0
Rachaad WhiteR. White,TB@HOU,23.00,0,0,0,0,0,0,20,73,2,0,4,46,0,0,0,0
Baker MayfieldB. Mayfield,TB@HOU,22.00,30,21,265,2,0,0,4,4,0,0,0,0,0,0,0,0
Deshaun WatsonD. Watson,ARI@CLE,22.00,30,19,219,2,0,0,3,22,0,0,0,0,0,0,0,0
Noah BrownN. Brown,TB@HOU,21.00,0,0,0,0,0,0,0,0,0,0,6,153,1,0,0,0
Josh JacobsJ. Jacobs,NYG@LV,21.00,0,0,0,0,0,0,26,98,2,0,0,0,0,0,0,0
Tyson BagentT. Bagent,CHI@NO,20.00,30,18,220,2,3,0,8,70,0,0,0,0,0,0,1,0
Derek CarrD. Carr,CHI@NO,20.00,34,25,211,2,0,0,3,3,0,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,MIA@KC,20.00,30,20,185,2,0,0,6,24,0,0,0,0,0,0,1,0
Amari CooperA. Cooper,ARI@CLE,19.00,0,0,0,0,0,0,0,0,0,0,5,139,1,0,0,0
Sam HowellS. Howell,WAS@NE,19.00,45,29,325,1,1,0,5,27,0,0,0,0,0,0,0,0
Keaton MitchellK. Mitchell,SEA@BAL,19.00,0,0,0,0,0,0,9,138,1,0,1,-4,0,0,0,0
Austin EkelerA. Ekeler,LAC@NYJ,18.00,0,0,0,0,0,0,14,47,2,0,2,23,0,0,0,0
Taysom HillT. Hill,CHI@NO,18.00,1,1,3,1,0,0,11,52,0,0,4,13,1,0,0,0
CeeDee LambC. Lamb,DAL@PHI,18.00,0,0,0,0,0,0,0,0,0,0,11,191,0,0,1,0
Cade OttonC. Otton,TB@HOU,18.00,0,0,0,0,0,0,0,0,0,0,6,70,2,0,1,0
Dalton SchultzD. Schultz,TB@HOU,18.00,0,0,0,0,0,0,0,0,0,0,10,130,1,0,1,0
Rhamondre StevensonR. Stevenson,WAS@NE,18.00,0,0,0,0,0,0,9,87,1,0,4,42,0,0,0,0
Gus EdwardsG. Edwards,SEA@BAL,17.00,0,0,0,0,0,0,5,52,2,0,0,0,0,0,0,0
Cole KmetC. Kmet,CHI@NO,17.00,0,0,0,0,0,0,0,0,0,0,6,55,2,0,0,0
Stefon DiggsS. Diggs,BUF@CIN,16.00,0,0,0,0,0,0,0,0,0,0,6,86,1,1,0,0
