Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Amari CooperA. Cooper,CLE@HOU,40.00,0,0,0,0,0,0,0,0,0,0,11,265,2,1,0,0
George PickensG. Pickens,CIN@PIT,31.00,0,0,0,0,0,0,0,0,0,0,4,195,2,0,0,0
Derek CarrD. Carr,NO@LA,30.00,40,27,319,3,1,1,2,2,0,0,0,0,0,0,0,0
Joe FlaccoJ. Flacco,CLE@HOU,30.00,42,27,368,3,2,1,2,1,0,0,0,0,0,0,0,0
Breece HallB. Hall,WAS@NYJ,30.00,0,0,0,0,0,0,20,95,2,0,12,96,0,0,0,0
Jordan LoveJ. Love,GB@CAR,27.00,28,17,219,2,0,0,2,12,1,0,0,0,0,0,0,0
Russell WilsonR. Wilson,NE@DEN,27.00,37,25,238,2,0,2,4,20,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@LAC,26.00,21,15,237,1,1,0,5,15,2,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,BAL@SF,26.00,35,23,252,2,0,0,7,45,0,0,0,0,0,0,0,0
Justin FieldsJ. Fields,ARI@CHI,25.00,27,15,170,1,1,0,9,97,1,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,NYG@PHI,25.00,38,24,301,1,1,0,8,34,1,0,0,0,0,0,0,0
Matthew StaffordM. Stafford,NO@LA,25.00,34,24,328,2,0,0,1,-4,0,0,0,0,0,0,0,0
Bryce YoungB. Young,GB@CAR,25.00,36,23,312,2,0,0,4,17,0,0,0,0,0,0,0,0
Kyler MurrayK. Murray,ARI@CHI,24.00,38,24,230,2,0,0,5,32,0,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,JAX@TB,23.00,35,26,283,2,0,0,5,5,0,0,0,0,0,0,0,0
Puka NacuaP. Nacua,NO@LA,23.00,0,0,0,0,0,0,2,16,0,0,9,164,1,0,0,0
Dak PrescottD. Prescott,DAL@MIA,23.00,32,20,253,2,0,0,5,25,0,0,0,0,0,0,1,0
Mason RudolphM. Rudolph,CIN@PIT,23.00,27,17,290,2,0,0,2,4,0,0,0,0,0,0,0,0
D.J. CharkD. Chark,GB@CAR,21.00,0,0,0,0,0,0,0,0,0,0,6,98,2,0,0,0
Jahmyr GibbsJ. Gibbs,DET@MIN,21.00,0,0,0,0,0,0,15,80,2,0,4,20,0,0,1,0
Derrick HenryD. Henry,SEA@TEN,21.00,1,1,12,1,0,0,19,88,1,0,1,11,0,0,0,0
Calvin RidleyC. Ridley,JAX@TB,21.00,0,0,0,0,0,0,1,-12,0,0,6,90,2,0,0,0
Geno SmithG. Smith,SEA@TEN,21.00,36,25,227,2,0,0,1,2,0,0,0,0,0,0,0,0
Bailey ZappeB. Zappe,NE@DEN,21.00,33,25,256,2,0,0,1,2,0,0,0,0,0,0,1,0
Mike EvansM. Evans,JAX@TB,20.00,0,0,0,0,0,0,0,0,0,0,7,86,2,0,0,0
Tee HigginsT. Higgins,CIN@PIT,20.00,0,0,0,0,0,0,0,0,0,0,5,140,1,0,0,0
Justin JeffersonJ. Jefferson,DET@MIN,20.00,0,0,0,0,0,0,0,0,0,0,6,141,1,0,0,0
Nick MullensN. Mullens,DET@MIN,20.00,36,22,411,2,4,0,1,1,0,0,0,0,0,0,0,0
Gabriel DavisG. Davis,BUF@LAC,19.00,0,0,0,0,0,0,0,0,0,0,4,130,1,0,0,0
