Player,Opp,Pts*,XPA,XPM,FGA,FGM,50+
Graham GanoNYGG. GanoNYG,@ WAS,21,2,2,5,5,2
Randy BullockTENR. BullockTEN,@ SEA,15,3,3,5,4,0
Daniel CarlsonLVD. CarlsonLV,@ PIT,14,2,2,4,4,0
Nick FolkNEN. FolkNE,@ NYJ,13,2,1,4,4,0
Greg JosephMING. JosephMIN,@ ARI,13,4,3,3,2,2
Dustin HopkinsLACD. HopkinsLAC,@ WAS,12,3,3,3,3,0
Matt PraterARIM. PraterARI,vs MIN,12,4,4,2,2,1
Brandon McManusDENB. McManusDEN,@ JAX,11,2,2,3,3,0
Rodrigo BlankenshipINDR. BlankenshipIND,vs LA,10,1,1,3,3,0
Greg ZuerleinDALG. ZuerleinDAL,@ LAC,10,2,2,2,2,1
Matt GayLAM. GayLA,@ IND,9,3,3,2,2,0
Tristan VizcainoLACT. VizcainoLAC,vs DAL,9,0,0,4,3,0
Zane GonzalezCARZ. GonzalezCAR,vs NO,8,3,2,3,2,0
Cairo SantosCHIC. SantosCHI,vs CIN,8,2,2,2,2,0
Chris BoswellPITC. BoswellPIT,vs LV,7,2,2,1,1,1
Chase McLaughlinCLEC. McLaughlinCLE,vs HOU,7,4,4,1,1,0
Evan McPhersonCINE. McPhersonCIN,@ CHI,7,2,2,1,1,1
Matt AmmendolaNYJM. AmmendolaNYJ,vs NE,6,0,0,3,2,0
Jason MyersSEAJ. MyersSEA,vs TEN,6,4,3,1,1,0
Ryan SuccopTBR. SuccopTB,vs ATL,6,7,6,0,0,0
Justin TuckerBALJ. TuckerBAL,vs KC,6,3,3,1,1,0
Tyler BassBUFT. BassBUF,@ MIA,5,5,5,1,0,0
Harrison ButkerKCH. ButkerKC,@ BAL,5,5,5,0,0,0
Mason CrosbyGBM. CrosbyGB,vs DET,5,5,5,0,0,0
Robbie GouldSFR. GouldSF,@ PHI,5,2,2,1,1,0
Younghoe KooATLY. KooATL,@ TB,5,2,2,1,1,0
Austin SeibertDETA. SeibertDET,@ GB,5,2,2,1,1,0
Jake ElliottPHIJ. ElliottPHI,vs SF,3,0,0,2,1,0
Joey SlyeWASJ. SlyeWAS,@ CLE,3,3,3,1,0,0
Josh LamboPITJ. LamboPIT,@ JAX,1,1,1,2,0,0
Aldrick RosasDETA. RosasDET,@ CAR,1,1,1,0,0,0
