Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Jameis WinstonJ. Winston,CLE@DEN,40.00,58,34,497,4,3,1,3,11,0,0,0,0,0,0,0,0
Jayden DanielsJ. Daniels,TEN@WAS,33.00,30,25,206,3,1,0,9,34,1,0,0,0,0,0,0,0
Russell WilsonR. Wilson,PIT@CIN,32.00,38,29,414,3,1,0,3,3,0,0,0,0,0,0,0,0
Jerry JeudyJ. Jeudy,CLE@DEN,31.00,0,0,0,0,0,0,0,0,0,0,9,235,1,1,0,0
Caleb WilliamsC. Williams,CHI@DET,31.00,39,20,256,3,0,0,4,39,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,SF@BUF,30.00,17,13,148,2,0,0,3,18,1,0,0,7,1,0,0,0
Lamar JacksonL. Jackson,PHI@BAL,28.00,36,23,237,2,0,0,8,79,0,0,0,0,0,0,0,0
Tua TagovailoaT. Tagovailoa,MIA@GB,28.00,46,37,365,2,0,1,2,6,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,PIT@CIN,26.00,38,28,309,3,1,0,2,9,0,0,0,0,0,0,2,0
Mar'Keise IrvingM. Irving,TB@CAR,24.00,0,0,0,0,0,0,25,152,1,0,3,33,0,0,0,0
Aidan O'ConnellA. O'Connell,LV@KC,24.00,35,23,340,2,0,0,1,0,0,0,0,0,0,0,1,0
Anthony RichardsonA. Richardson,IND@NE,24.00,24,12,109,2,2,0,9,48,1,1,0,0,0,0,0,0
Bryce YoungB. Young,TB@CAR,24.00,46,26,298,1,0,0,3,17,1,0,0,0,0,0,0,0
Sam DarnoldS. Darnold,ARI@MIN,23.00,31,21,235,2,0,0,4,22,0,0,0,0,0,0,0,0
Mac JonesM. Jones,HOU@JAX,23.00,32,20,235,2,0,1,3,6,0,0,0,0,0,0,0,0
Jordan LoveJ. Love,MIA@GB,22.00,28,21,274,2,0,0,0,0,0,0,0,0,0,0,0,0
Brock BowersB. Bowers,LV@KC,20.00,0,0,0,0,0,0,1,2,0,0,10,140,1,0,0,0
