Player,Position,SeasonsPlayed,Weighted_Pts*_PerGame,Weighted_Passing_Yds_PerGame,Weighted_Passing_TD_PerGame,Weighted_Passing_Int_PerGame,Weighted_Rushing_Yds_PerGame,Weighted_Rushing_TD_PerGame,Weighted_Receiving_Rec_PerGame,Weighted_Receiving_Yds_PerGame,Weighted_Receiving_TD_PerGame,Weighted_Pts*,Weighted_Passing_Yds,Weighted_Passing_TD,Weighted_Passing_Int,Weighted_Rushing_Yds,Weighted_Rushing_TD,Weighted_Receiving_Rec,Weighted_Receiving_Yds,Weighted_Receiving_TD,Weighted_GamesPlayed,TotalWeight,ProjectedPointsPerGame,ProjectedPoints
Malachi CorleyM. Corley,TE,1,0.19,0.0,0.0,0.0,4.9399999999999995,0.0,0.57,3.04,0.0,0.95,0.0,0.0,0.0,24.700000000000003,0.0,2.8499999999999996,15.2,0.0,4.75,0.65,0.19,3.04
Amari CooperA. Cooper,TE,3,6.5015624999999995,0.0,0.0,0.0059375,0.0,0.0,3.7010416666666663,51.64239583333333,0.2869791666666667,88.73,0.0,0.0,0.095,0.0,0.0,49.637499999999996,705.4224999999999,3.8949999999999996,12.4925,1.0,6.5015624999999995,104.02499999999999
KaVontae TurpinK. Turpin,WR,3,3.4234848484848484,0.0,0.0,0.0,6.463863636363636,0.022727272727272728,1.7552272727272729,22.078863636363636,0.1765151515151515,40.150000000000006,0.0,0.0,0.0,72.8,0.25,20.650000000000002,260.8,2.05,11.05,1.0,3.4234848484848484,54.775757575757574
Antoine GreenA. Green,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.9,0.0,0.95,0.25,0.0,0.0
Malik HeathM. Heath,TE,2,2.5861111111111112,0.0,0.0,0.0,0.0,0.0,1.8246031746031746,13.749867724867721,0.26640211640211636,9.869444444444445,0.0,0.0,0.0,0.0,0.0,7.283333333333333,58.74166666666667,0.95,3.905555555555556,0.9,2.5861111111111112,41.37777777777778
Kevin WhiteK. White,WR,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,0.0,2.0,0.1,3.5,56.0
Khadarel HodgeK. Hodge,WR,3,3.9039682539682543,0.0,0.0,0.0,0.0,0.0,1.657936507936508,30.563492063492063,0.23095238095238096,16.25,0.0,0.0,0.0,0.0,0.0,8.05,141.9,0.75,4.9,1.0,3.9039682539682543,62.46349206349207
Travis KelceT. Kelce,TE,3,6.315916666666666,0.0,0.0,0.0,0.07085416666666666,0.0,5.753833333333333,53.72091666666666,0.23274999999999998,95.9025,0.0,0.0,0.0,1.0924999999999998,0.0,86.925,813.5325,3.5625,14.344999999999999,1.0,6.315916666666666,101.05466666666666
Kyren WilliamsK. Williams,RB,3,12.592500000000001,0.0,0.0,0.0,71.49075,0.732,1.91025,11.191500000000001,0.13425,175.63500000000002,0.0,0.0,0.0,997.0649999999999,10.305000000000001,26.145000000000003,150.3,1.845,12.195,1.0,12.592500000000001,201.48000000000002
Corey DavisC. Davis,WR,1,5.272727272727272,0.0,0.0,0.0,0.0,0.0,2.8181818181818183,47.18181818181817,0.18181818181818182,58.00000000000001,0.0,0.0,0.0,0.0,0.0,31.0,519.0,2.0,11.0,0.1,5.272727272727272,84.36363636363635
Chad HenneC. Henne,RB,1,0.0,0.0,0.0,0.0,-2.7000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7000000000000006,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Brandon AllenB. Allen,RB,2,2.08,54.38,0.26,0.52,0.9200000000000002,0.0,0.0,0.0,0.0,6.24,157.85999999999999,0.78,1.56,3.0,0.0,0.0,0.0,0.0,2.4600000000000004,0.75,2.08,33.28
Nate AdkinsN. Adkins,TE,2,1.7651234567901235,0.0,0.0,0.0,0.0,0.0,1.1141975308641976,8.262654320987654,0.22870370370370371,15.358333333333334,0.0,0.0,0.0,0.0,0.0,7.916666666666667,62.75277777777777,2.0583333333333336,6.966666666666667,0.9,1.7651234567901235,28.241975308641976
Brandon PowellB. Powell,TE,3,1.2543290043290043,0.0,0.0,0.0,0.8081168831168831,0.0,1.4810335497835498,15.30435606060606,0.02159090909090909,12.065,0.0,0.0,0.0,10.2125,0.0,13.1575,134.9475,0.2375,7.6475,1.0,1.2543290043290043,20.06926406926407
Olamide ZaccheausO. Zaccheaus,TE,3,3.1078571428571427,0.0,0.0,0.0,0.0475,0.0,2.178214285714286,25.826428571428572,0.17642857142857143,36.29,0.0,0.0,0.0,0.665,0.0,26.9325,309.795,1.9,11.020000000000001,1.0,3.1078571428571427,49.72571428571428
Brandin CooksB. Cooks,TE,3,4.653020833333334,0.0,0.0,0.0,0.7164583333333333,0.0,2.6382291666666666,29.299583333333334,0.35822916666666665,50.397499999999994,0.0,0.0,0.0,9.5,0.0,28.072499999999994,321.67,3.705,9.6425,1.0,4.653020833333334,74.44833333333334
Stephen AndersonS. Anderson,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,1.425,4.2749999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,8.549999999999999,0.0,1.9,0.1,0.0,0.0
Tommy TrembleT. Tremble,TE,3,2.3393750000000004,0.0,0.0,0.0,0.0,0.0,2.027458333333333,19.252541666666666,0.1564861111111111,23.179999999999996,0.0,0.0,0.0,0.0,0.0,19.665,185.7725,1.615,9.357500000000002,1.0,2.3393750000000004,37.43000000000001
Derek WattD. Watt,TE,1,0.6333333333333333,0.0,0.0,0.0,2.111111111111111,0.0,0.5277777777777778,1.1611111111111112,0.10555555555555554,5.7,0.0,0.0,0.0,19.0,0.0,4.75,10.45,0.95,8.549999999999999,0.1,0.6333333333333333,10.133333333333333
Jalen McMillanJ. McMillan,WR,1,6.1,0.0,0.0,0.0,2.8,0.0,2.7,33.6,0.5,60.99999999999999,0.0,0.0,0.0,27.999999999999996,0.0,27.0,336.0,5.0,10.0,0.65,6.1,97.6
Kendall BlantonK. Blanton,WR,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,2.0,0.1,1.0,16.0
Chuba HubbardC. Hubbard,RB,3,9.612375,0.0,0.0,0.0,61.0996875,0.47531249999999997,2.3023125000000007,11.101500000000001,0.039,144.45000000000002,0.0,0.0,0.0,919.08,7.155,34.74,165.82500000000002,0.5850000000000001,13.455,1.0,9.612375,153.798
Lamar JacksonL. Jackson,QB,3,29.84070833333334,264.2809583333334,2.3320000000000003,0.3751458333333334,57.57927083333334,0.25643750000000004,0.0,0.0,0.0,446.87500000000006,3965.7750000000005,34.925000000000004,5.5550000000000015,856.7900000000001,3.8500000000000005,0.0,0.0,0.0,16.445,1.0,29.84070833333334,477.4513333333334
Keelan DossK. Doss,TE,1,1.9,0.0,0.0,0.0,0.0,0.0,4.75,23.75,0.0,1.9,0.0,0.0,0.0,0.0,0.0,4.75,23.75,0.0,0.95,0.25,1.9,30.4
Jaleel McLaughlinJ. McLaughlin,RB,2,3.4142857142857146,0.0,0.0,0.0,24.326785714285716,0.06205357142857144,1.4129464285714286,5.285714285714286,0.12410714285714287,49.800000000000004,0.0,0.0,0.0,353.20000000000005,0.9,20.75,79.0,1.8,13.1,0.9,3.4142857142857146,54.62857142857143
Sammy WatkinsS. Watkins,WR,1,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,2.0,35.142857142857146,0.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,246.0,0.0,7.0,0.1,3.0000000000000004,48.00000000000001
Trey PalmerT. Palmer,WR,2,2.8110119047619047,0.0,0.0,0.0,0.3819444444444444,0.0,1.8804563492063493,24.256448412698415,0.1552579365079365,27.333333333333336,0.0,0.0,0.0,6.111111111111111,0.0,18.944444444444446,228.38888888888889,1.5555555555555554,9.5,0.9,2.8110119047619047,44.976190476190474
Jermaine JacksonJ. Jackson,RB,1,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.9,0.65,0.0,0.0
Mark AndrewsM. Andrews,TE,3,7.6617500000000005,0.0,0.0,0.0,0.2881666666666667,0.0,3.858583333333333,44.45683333333333,0.6016666666666666,94.81,0.0,0.0,0.0,3.8474999999999997,0.0,47.88,549.9075,7.4575000000000005,11.8275,1.0,7.6617500000000005,122.58800000000001
Trestan EbnerT. Ebner,RB,1,0.54,0.0,0.0,0.0,9.72,0.0,0.3600000000000001,1.4400000000000004,0.0,2.7000000000000006,0.0,0.0,0.0,48.6,0.0,1.8,7.2,0.0,4.5,0.1,0.54,8.64
Carson SteeleC. Steele,RB,1,0.7363636363636364,0.0,0.0,0.0,12.927272727272728,0.0,0.40909090909090906,1.9636363636363636,0.0,8.1,0.0,0.0,0.0,142.20000000000002,0.0,4.5,21.6,0.0,9.9,0.65,0.7363636363636364,11.781818181818183
Hunter LuepkeH. Luepke,TE,2,0.9793209876543209,0.0,0.0,0.0,2.7561728395061724,0.05277777777777778,0.9969135802469136,9.335802469135803,0.0,7.336111111111111,0.0,0.0,0.0,20.794444444444448,0.2638888888888889,8.338888888888889,80.22222222222221,0.0,7.4944444444444445,0.9,0.9793209876543209,15.669135802469134
Cedrick WilsonC. Wilson,WR,3,3.0758928571428577,1.70625,0.08125,0.0,0.11428571428571428,0.0,1.7526785714285715,21.661607142857143,0.15625,26.55,13.65,0.65,0.0,0.8,0.0,14.900000000000002,184.95,1.4,8.4,1.0,3.0758928571428577,49.21428571428572
Ronnie BellR. Bell,TE,2,1.8076388888888888,0.0,0.0,0.0,0.0,0.0,1.015972222222222,11.703472222222222,0.13194444444444445,5.8583333333333325,0.0,0.0,0.0,0.0,0.0,2.6916666666666664,31.71944444444444,0.5277777777777778,2.4277777777777776,0.9,1.8076388888888888,28.92222222222222
Cooper KuppC. Kupp,TE,3,9.545652777777777,0.0,0.0,0.0,1.107013888888889,0.010555555555555556,6.0348749999999995,65.20931944444443,0.5327916666666666,98.08749999999999,0.0,0.0,0.0,10.402499999999998,0.095,61.892500000000005,672.6949999999999,5.4624999999999995,9.879999999999999,1.0,9.545652777777777,152.73044444444443
Davis AllenD. Allen,TE,2,2.084722222222222,0.0,0.0,0.0,0.0,0.0,2.5861111111111112,19.53657407407407,0.08796296296296295,5.225,0.0,0.0,0.0,0.0,0.0,5.699999999999999,45.230555555555554,0.2638888888888889,2.1638888888888888,0.9,2.084722222222222,33.355555555555554
Jaylen WarrenJ. Warren,RB,3,4.698375,0.0,0.0,0.0,31.473937500000005,0.10725000000000001,2.4225,18.311062500000002,0.0,66.645,0.0,0.0,0.0,444.96000000000004,1.575,34.155,255.42000000000002,0.0,12.555000000000001,1.0,4.698375,75.174
Randall CobbR. Cobb,TE,2,2.7081168831168836,0.0,0.0,0.0,0.0,0.0,1.4681818181818185,15.95568181818182,0.19431818181818183,17.914285714285718,0.0,0.0,0.0,0.0,0.0,11.4,133.95,0.95,5.7,0.35,2.7081168831168836,43.32987012987014
Ian ThomasI. Thomas,TE,3,0.22836538461538458,0.0,0.0,0.0,0.0,0.0,1.3172115384615384,6.628990384615385,0.0,1.9,0.0,0.0,0.0,0.0,0.0,4.7975,35.15,0.0,3.4199999999999995,1.0,0.22836538461538458,3.6538461538461533
Justin HerbertJ. Herbert,QB,3,19.86994871794872,251.58290384615387,1.4392019230769233,0.3598269230769231,17.852576923076924,0.15879487179487184,0.03490384615384615,0.14278846153846156,0.0,288.915,3671.8550000000005,20.900000000000002,5.170000000000001,259.16,2.255,0.49500000000000005,1.6500000000000001,0.0,16.060000000000002,1.0,19.86994871794872,317.9191794871795
A.J. GreenA. Green,TE,1,2.0055555555555555,0.0,0.0,0.0,0.0,0.0,2.216666666666667,15.305555555555554,0.10555555555555554,18.05,0.0,0.0,0.0,0.0,0.0,19.95,137.75,0.95,8.549999999999999,0.1,2.0055555555555555,32.08888888888889
Malik DavisM. Davis,RB,1,3.9600000000000004,0.0,0.0,0.0,25.56,0.18000000000000005,1.08,11.34,0.0,19.8,0.0,0.0,0.0,127.8,0.9,5.400000000000001,56.70000000000001,0.0,4.5,0.1,3.9600000000000004,63.36000000000001
Tyreek HillT. Hill,TE,3,9.816270833333334,0.0,0.0,0.0,2.6093333333333337,0.0059375,5.3496875,71.53539583333334,0.4785625,148.53250000000003,0.0,0.0,0.0,39.330000000000005,0.095,80.94,1083.0475000000001,7.22,14.344999999999999,1.0,9.816270833333334,157.06033333333335
David NjokuD. Njoku,TE,3,6.680019667832168,0.0,0.0,0.0,-0.05846153846153846,0.0,5.189686407342657,45.72335882867133,0.39166739510489507,82.93499999999999,0.0,0.0,0.0,-0.76,0.0,63.887499999999996,576.9825,4.797499999999999,11.827499999999999,1.0,6.680019667832168,106.88031468531469
A.J. BrownA. Brown,WR,3,11.210416666666667,0.0,0.0,0.0,0.0,0.0,5.632291666666667,87.86145833333333,0.503125,150.55,0.0,0.0,0.0,0.0,0.0,76.25,1179.8000000000002,6.75,13.4,1.0,11.210416666666667,179.36666666666667
Jalen NailorJ. Nailor,WR,3,3.5999999999999996,0.0,0.0,0.0,-0.21666666666666667,0.0,1.6250000000000002,22.691666666666666,0.3041666666666667,35.900000000000006,0.0,0.0,0.0,-2.6,0.0,14.25,200.95,3.35,8.600000000000001,1.0,3.5999999999999996,57.599999999999994
Steven SimsS. Sims,RB,3,-0.25200000000000006,0.0,0.0,0.0,0.5985,0.0,0.4635,3.7485,0.0,0.9450000000000003,0.0,0.0,0.0,5.085000000000001,0.0,1.9350000000000003,14.985,0.0,1.935,1.0,-0.25200000000000006,-4.032000000000001
Brett RypienB. Rypien,RB,2,2.5714285714285716,86.3357142857143,0.1285714285714286,0.5785714285714286,6.557142857142857,0.0,0.0,0.0,0.0,7.714285714285714,234.7714285714286,0.5142857142857143,1.6714285714285717,14.014285714285716,0.0,0.0,0.0,0.0,2.3142857142857145,0.35,2.5714285714285716,41.142857142857146
George HolaniG. Holani,TE,1,0.475,0.0,0.0,0.0,4.75,0.0,0.475,-0.475,0.0,0.95,0.0,0.0,0.0,9.5,0.0,0.95,-0.95,0.0,1.9,0.65,0.475,7.6
Cole FotheringhamC. Fotheringham,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,5.699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,5.699999999999999,0.0,0.95,0.25,0.0,0.0
Michael PenixM. Penix,RB,1,1.8,72.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,5.4,216.0,0.0,0.9,2.7,0.0,0.0,0.0,0.0,2.7,0.65,1.8,28.8
David SillsD. Sills,TE,1,0.95,0.0,0.0,0.0,0.0,0.0,1.4928571428571427,14.385714285714284,0.0,6.6499999999999995,0.0,0.0,0.0,0.0,0.0,10.45,100.7,0.0,6.6499999999999995,0.1,0.95,15.2
Kyle AllenK. Allen,RB,3,0.9,29.835,0.09000000000000001,0.18000000000000002,0.09750000000000006,0.0,0.0,0.0,0.0,1.8,48.55500000000001,0.18000000000000002,0.36000000000000004,-1.755,0.0,0.0,0.0,0.0,2.115,1.0,0.9,14.4
Isiah PachecoI. Pacheco,RB,3,6.96857142857143,0.0,0.0,0.0,47.80553571428572,0.23249999999999998,1.950267857142857,12.355178571428572,0.03214285714285714,68.265,0.0,0.0,0.0,450.13500000000005,2.52,18.090000000000003,112.815,0.45,8.1,1.0,6.96857142857143,111.49714285714288
Michael CarterM. Carter,TE,3,3.4073333333333333,0.0,0.0,0.0,17.00025,0.019000000000000003,3.7897083333333335,22.302041666666668,0.019791666666666666,15.105,0.0,0.0,0.0,89.30000000000001,0.28500000000000003,12.254999999999999,69.3025,0.2375,4.8925,1.0,3.4073333333333333,54.51733333333333
Britain CoveyB. Covey,TE,2,1.0291666666666668,0.0,0.0,0.0,0.0,0.0,2.6652777777777774,13.511111111111111,0.0,2.0583333333333336,0.0,0.0,0.0,0.0,0.0,5.066666666666666,25.174999999999997,0.0,1.636111111111111,0.9,1.0291666666666668,16.46666666666667
Donald ParhamD. Parham,TE,2,3.5964285714285715,0.0,0.0,0.0,0.0,0.0,2.0357142857142856,20.425,0.3392857142857143,30.264285714285716,0.0,0.0,0.0,0.0,0.0,17.099999999999998,163.94285714285715,2.9857142857142858,7.871428571428572,0.35,3.5964285714285715,57.542857142857144
Ronnie RiversR. Rivers,TE,3,0.9302083333333334,0.0,0.0,0.0,11.918541666666666,0.0,0.5897916666666666,2.248333333333333,0.0,3.8949999999999996,0.0,0.0,0.0,51.775,0.0,2.28,7.9799999999999995,0.0,4.085,1.0,0.9302083333333334,14.883333333333335
Chris ConleyC. Conley,TE,2,0.19000000000000003,0.0,0.0,0.0,0.0,0.0,1.0766666666666669,6.206666666666667,0.0,0.38000000000000006,0.0,0.0,0.0,0.0,0.0,1.33,9.120000000000001,0.0,1.0766666666666669,0.75,0.19000000000000003,3.0400000000000005
Ashton DulinA. Dulin,WR,2,2.4412698412698415,0.0,0.0,0.0,6.652380952380952,0.0,0.5746031746031747,13.62063492063492,0.1634920634920635,15.066666666666668,0.0,0.0,0.0,40.06666666666667,0.0,3.733333333333333,85.66666666666667,1.0,6.133333333333334,0.75,2.4412698412698415,39.060317460317464
Tyler ConklinT. Conklin,TE,3,3.1915476190476184,0.0,0.0,0.0,0.019000000000000003,0.0,3.09722619047619,29.577119047619046,0.10721428571428572,45.9325,0.0,0.0,0.0,0.28500000000000003,0.0,44.65,427.0725,1.52,13.632499999999999,1.0,3.1915476190476184,51.064761904761895
Lawrence CagerL. Cager,TE,2,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,12.576190476190474,0.3166666666666667,8.142857142857142,0.0,0.0,0.0,0.0,0.0,4.071428571428571,37.72857142857143,0.95,2.85,0.35,2.7142857142857144,43.42857142857143
Breshad PerrimanB. Perriman,WR,1,2.7999999999999994,0.0,0.0,0.0,-1.3999999999999997,0.0,1.6000000000000003,20.2,0.20000000000000004,14.0,0.0,0.0,0.0,-7.0,0.0,8.0,101.00000000000001,1.0,5.0,0.1,2.7999999999999994,44.79999999999999
Luke MusgraveL. Musgrave,TE,2,1.1787037037037036,0.0,0.0,0.0,0.0,0.0,2.0143518518518517,14.030092592592592,0.02638888888888889,10.186111111111112,0.0,0.0,0.0,0.0,0.0,12.138888888888888,105.08055555555553,0.2638888888888889,4.697222222222222,0.9,1.1787037037037036,18.859259259259257
Keaton MitchellK. Mitchell,RB,1,7.071428571428571,0.0,0.0,0.0,50.91428571428571,0.2571428571428571,1.1571428571428573,11.957142857142857,0.0,49.5,0.0,0.0,0.0,356.40000000000003,1.8,8.1,83.7,0.0,6.3,0.25,7.071428571428571,113.14285714285714
Ihmir Smith-MarsetteI. Smith-Marsette,TE,2,2.1714285714285717,0.0,0.0,0.0,9.907142857142858,0.13571428571428573,1.0857142857142856,8.142857142857142,0.0,10.857142857142858,0.0,0.0,0.0,49.942857142857136,0.6785714285714286,5.021428571428572,34.607142857142854,0.0,3.935714285714286,0.35,2.1714285714285717,34.74285714285715
Malik WillisM. Willis,RB,3,7.8894642857142845,67.44857142857144,0.43875000000000003,0.038571428571428576,23.98017857142857,0.15910714285714286,0.0,0.0,0.0,31.725,263.79,1.7550000000000001,0.2700000000000001,95.94,0.675,0.0,0.0,0.0,3.4200000000000004,1.0,7.8894642857142845,126.23142857142855
Geoff SwaimG. Swaim,TE,3,0.3856547619047619,0.0,0.0,0.0,0.0,0.0,1.1626190476190477,8.762619047619047,0.013571428571428571,2.4225,0.0,0.0,0.0,0.0,0.0,4.0375,31.6825,0.095,2.7075,1.0,0.3856547619047619,6.17047619047619
Josh DownsJ. Downs,TE,2,6.718171296296296,0.0,0.0,0.0,0.6861111111111111,0.0,4.445428240740741,51.20434027777777,0.31886574074074076,85.76388888888889,0.0,0.0,0.0,8.233333333333334,0.0,57.633333333333326,662.1499999999999,3.9583333333333335,12.455555555555554,0.9,6.718171296296296,107.49074074074073
Blaine GabbertB. Gabbert,RB,1,-2.7,27.900000000000002,0.0,1.8,-0.9,0.0,0.0,0.0,0.0,-2.7,27.900000000000002,0.0,1.8,-0.9,0.0,0.0,0.0,0.0,0.9,0.25,-2.7,-43.2
Jakobi MeyersJ. Meyers,TE,3,7.165192307692307,0.19,0.01583333333333333,0.0,1.3129487179487178,0.01583333333333333,5.011858974358974,57.495705128205124,0.24237179487179483,97.0425,2.8499999999999996,0.2375,0.0,17.67,0.2375,67.30749999999999,771.0675,3.3724999999999996,12.825,1.0,7.165192307692307,114.64307692307692
Jalen VirgilJ. Virgil,WR,1,3.666666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,25.0,0.3333333333333333,11.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,1.0,3.0000000000000004,0.1,3.666666666666667,58.66666666666667
Jason MooreJ. Moore,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.95,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,4.75,0.0,0.95,0.1,0.0,0.0
Maxx WilliamsM. Williams,TE,1,0.475,0.0,0.0,0.0,0.0,0.0,1.425,8.549999999999999,0.0,0.95,0.0,0.0,0.0,0.0,0.0,2.85,17.099999999999998,0.0,1.9,0.1,0.475,7.6
Elijah MitchellE. Mitchell,RB,2,3.021428571428572,0.0,0.0,0.0,29.12142857142857,0.0642857142857143,0.4500000000000001,0.3857142857142858,0.0,22.5,0.0,0.0,0.0,204.81428571428575,0.6428571428571429,3.3428571428571434,1.1571428571428575,0.0,7.457142857142858,0.35,3.021428571428572,48.34285714285715
Ezekiel ElliottE. Elliott,RB,3,3.9684375000000007,0.0,0.0,0.0,23.195892857142862,0.24468749999999997,1.2575892857142859,7.496517857142857,0.028125,58.455000000000005,0.0,0.0,0.0,341.28000000000003,3.5100000000000002,18.900000000000002,112.99500000000002,0.45,13.05,1.0,3.9684375000000007,63.49500000000001
Derrick GoreD. Gore,RB,1,1.8,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.9,0.25,1.8,28.8
Tyler AllgeierT. Allgeier,RB,3,5.1926250000000005,0.0,0.0,0.0,37.0141875,0.19125000000000003,0.7359374999999999,6.1764375000000005,0.0200625,79.38,0.0,0.0,0.0,564.48,2.9250000000000003,11.25,95.22,0.315,13.725,1.0,5.1926250000000005,83.08200000000001
Tony JonesT. Jones,RB,2,2.721428571428572,0.0,0.0,0.0,12.235714285714288,0.2142857142857143,1.1785714285714288,6.535714285714287,0.0,15.557142857142857,0.0,0.0,0.0,67.24285714285713,1.2857142857142858,5.7857142857142865,31.5,0.0,4.628571428571429,0.35,2.721428571428572,43.54285714285715
Sam LaPortaS. LaPorta,WR,2,6.9523809523809526,0.0,0.0,0.0,0.06944444444444445,0.0,3.830853174603175,45.8313492063492,0.46577380952380953,102.05555555555554,0.0,0.0,0.0,1.1111111111111112,0.0,56.44444444444444,671.5,6.833333333333334,14.555555555555555,0.9,6.9523809523809526,111.23809523809524
John MetchieJ. Metchie,TE,2,2.180224867724868,0.0,0.0,0.0,0.08796296296296295,0.0,1.9961309523809523,21.203472222222224,0.098015873015873,16.36111111111111,0.0,0.0,0.0,1.0555555555555556,0.0,15.622222222222224,165.24722222222223,0.6861111111111111,7.969444444444444,0.9,2.180224867724868,34.883597883597886
J.D. McKissicJ. McKissic,TE,1,2.7312499999999997,0.0,0.0,0.0,11.28125,0.0,3.20625,20.54375,0.0,21.849999999999998,0.0,0.0,0.0,90.25,0.0,25.65,164.35,0.0,7.6,0.1,2.7312499999999997,43.699999999999996
Kenneth WalkerK. Walker,RB,3,10.104837662337664,0.0,0.0,0.0,49.78139610389611,0.5587012987012987,3.0635064935064933,21.01207792207793,0.06925324675324676,121.36500000000002,0.0,0.0,0.0,605.52,6.704999999999999,35.550000000000004,246.46500000000003,0.81,10.845,1.0,10.104837662337664,161.67740259740262
Nick WestbrookN. Westbrook,WR,3,6.702447552447553,0.0,0.0,0.0,0.0,0.0,2.2430069930069934,34.951748251748256,0.6167832167832168,75.65,0.0,0.0,0.0,0.0,0.0,25.75,398.7,6.9,11.5,1.0,6.702447552447553,107.23916083916085
T.Y. HiltonT. Hilton,WR,1,5.0,0.0,0.0,0.0,0.0,0.0,2.5,51.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,102.0,0.0,2.0,0.1,5.0,80.0
Trey SermonT. Sermon,RB,3,1.8937500000000003,0.0,0.0,0.0,15.461250000000001,0.0975,0.795,4.5825000000000005,0.0,18.810000000000002,0.0,0.0,0.0,130.725,1.1700000000000002,8.865,52.065000000000005,0.0,8.46,1.0,1.8937500000000003,30.300000000000004
Austin EkelerA. Ekeler,RB,3,7.96381993006993,0.0,0.0,0.0,34.51401660839161,0.37239073426573427,3.0959134615384616,29.14812062937063,0.04543269230769231,98.64,0.0,0.0,0.0,425.79,4.635000000000001,38.475,353.7,0.675,10.8,1.0,7.96381993006993,127.42111888111889
C.J. HamC. Ham,TE,3,1.6172619047619048,0.0,0.0,0.0,2.430416666666667,0.23297619047619048,0.9760119047619046,5.635535714285715,0.0,5.557499999999999,0.0,0.0,0.0,8.5025,0.8075,4.085000000000001,21.992499999999996,0.0,3.9425000000000003,1.0,1.6172619047619048,25.876190476190477
Nate SudfeldN. Sudfeld,RB,1,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0.0
D'Andre SwiftD. Swift,RB,3,8.46683653846154,0.0,0.0,0.0,51.129793269230774,0.2999278846153846,2.3142836538461538,19.24214423076923,0.034831730769230775,127.39500000000001,0.0,0.0,0.0,774.54,4.5,34.695,287.1,0.49500000000000005,13.545000000000002,1.0,8.46683653846154,135.46938461538463
Shi SmithS. Smith,WR,1,3.272727272727273,0.0,0.0,0.0,0.0,0.0,2.0,26.909090909090914,0.18181818181818182,36.0,0.0,0.0,0.0,0.0,0.0,22.0,296.0,2.0,11.0,0.1,3.272727272727273,52.36363636363637
Daniel BellingerD. Bellinger,TE,3,1.6563825757575759,0.0,0.0,0.0,0.017272727272727273,0.008636363636363636,1.9888825757575759,19.29975378787879,0.017272727272727273,13.965000000000002,0.0,0.0,0.0,0.19,0.095,16.1975,157.65249999999997,0.19,7.6,1.0,1.6563825757575759,26.502121212121214
Malcolm BrownM. Brown,TE,1,2.216666666666667,0.0,0.0,0.0,12.825,0.15833333333333333,0.7916666666666666,5.858333333333333,0.0,13.299999999999999,0.0,0.0,0.0,76.94999999999999,0.95,4.75,35.15,0.0,5.7,0.1,2.216666666666667,35.46666666666667
Tyler LockettT. Lockett,WR,3,5.301755952380953,0.0,0.0,0.0,0.0,0.0,3.779315476190476,45.0146130952381,0.2086904761904762,78.35,0.0,0.0,0.0,0.0,0.0,55.85,662.45,3.1,14.6,1.0,5.301755952380953,84.82809523809524
Evan HullE. Hull,TE,1,0.0,0.0,0.0,0.0,0.95,0.0,0.95,5.699999999999999,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95,5.699999999999999,0.0,0.95,0.25,0.0,0.0
Adam TrautmanA. Trautman,WR,3,3.0655681818181817,0.0,0.0,0.0,0.0,0.0,1.6222727272727275,20.91784090909091,0.2406818181818182,26.950000000000003,0.0,0.0,0.0,0.0,0.0,14.75,183.60000000000002,2.15,8.95,1.0,3.0655681818181817,49.04909090909091
