Player,Position,SeasonsPlayed,Weighted_Pts*_PerGame,Weighted_Passing_Yds_PerGame,Weighted_Passing_TD_PerGame,Weighted_Passing_Int_PerGame,Weighted_Rushing_Yds_PerGame,Weighted_Rushing_TD_PerGame,Weighted_Receiving_Rec_PerGame,Weighted_Receiving_Yds_PerGame,Weighted_Receiving_TD_PerGame,Weighted_Pts*,Weighted_Passing_Yds,Weighted_Passing_TD,Weighted_Passing_Int,Weighted_Rushing_Yds,Weighted_Rushing_TD,Weighted_Receiving_Rec,Weighted_Receiving_Yds,Weighted_Receiving_TD,Weighted_GamesPlayed,TotalWeight,ProjectedPointsPerGame,ProjectedPoints
Jonathan MingoJ. Mingo,TE,2,1.4052083333333334,0.0,0.0,0.0,0.4288194444444444,0.0,1.9571759259259258,18.588773148148146,0.0,15.674999999999999,0.0,0.0,0.0,3.4305555555555554,0.0,20.95277777777778,200.1861111111111,0.0,9.447222222222221,0.9,1.4052083333333334,22.483333333333334
Theo JohnsonT. Johnson,TE,1,3.23,0.0,0.0,0.0,0.0,0.0,2.755,31.445,0.095,32.3,0.0,0.0,0.0,0.0,0.0,27.549999999999997,314.45,0.95,9.5,0.65,3.23,51.68
Hassan HaskinsH. Haskins,WR,2,1.6444444444444446,0.0,0.0,0.0,4.503703703703704,0.09629629629629628,0.3925925925925926,4.733333333333333,0.09629629629629628,14.200000000000001,0.0,0.0,0.0,34.53333333333334,0.8666666666666667,2.9333333333333336,39.666666666666664,0.8666666666666667,8.600000000000001,0.75,1.6444444444444446,26.311111111111114
Raheem MostertR. Mostert,RB,3,6.578181818181819,0.0,0.0,0.0,34.725,0.3943636363636364,1.4530909090909092,11.608363636363636,0.05700000000000001,89.10000000000001,0.0,0.0,0.0,462.375,5.49,18.180000000000003,143.28,0.855,11.16,1.0,6.578181818181819,105.2509090909091
MarShawn LloydM. Lloyd,TE,1,0.95,0.0,0.0,0.0,14.25,0.0,0.95,2.8499999999999996,0.0,0.95,0.0,0.0,0.0,14.25,0.0,0.95,2.8499999999999996,0.0,0.95,0.65,0.95,15.2
Ray Ray McCloudR. McCloud,TE,3,3.2616666666666667,0.0,0.0,0.0,4.203749999999999,0.007916666666666666,2.813583333333333,31.384833333333333,0.04908333333333333,43.699999999999996,0.0,0.0,0.0,53.01,0.095,38.665,424.745,0.7124999999999999,11.827499999999999,1.0,3.2616666666666667,52.18666666666667
Mike WilliamsM. Williams,WR,3,5.195,0.0,0.0,0.0,0.25,0.0,3.375,45.68666666666667,0.18166666666666667,36.2,0.0,0.0,0.0,0.75,0.0,23.65,326.0,1.3,8.45,1.0,5.195,83.12
Jamaal WilliamsJ. Williams,RB,3,2.4135,0.0,0.0,0.0,18.38775,0.142875,0.7582500000000001,3.6461249999999996,0.0,31.275000000000002,0.0,0.0,0.0,227.925,1.935,8.55,40.95,0.0,9.99,1.0,2.4135,38.616
Tyler MabryT. Mabry,TE,1,5.7,0.0,0.0,0.0,0.0,0.0,0.95,6.6499999999999995,0.95,5.7,0.0,0.0,0.0,0.0,0.0,0.95,6.6499999999999995,0.95,0.95,0.1,5.7,91.2
Zack MossZ. Moss,RB,3,6.252692307692309,0.0,0.0,0.0,33.48432692307693,0.23278846153846156,2.2091826923076923,17.237451923076925,0.10774038461538463,62.05500000000001,0.0,0.0,0.0,344.25,2.295,20.25,155.475,1.035,8.685,1.0,6.252692307692309,100.04307692307694
James ConnerJ. Conner,RB,3,11.168653846153846,0.0,0.0,0.0,64.61134615384617,0.4729615384615385,2.504711538461539,20.148173076923076,0.08342307692307692,157.815,0.0,0.0,0.0,908.2800000000001,6.66,35.64,291.825,1.125,12.645000000000001,1.0,11.168653846153846,178.69846153846154
Courtland SuttonC. Sutton,WR,3,8.944505494505496,1.3928571428571428,0.04642857142857143,0.0,0.038461538461538464,0.0,4.801373626373627,62.95879120879121,0.46483516483516485,124.6,19.5,0.65,0.0,0.5,0.0,66.75,875.3000000000001,6.5,13.899999999999999,1.0,8.944505494505496,143.11208791208793
Foster MoreauF. Moreau,WR,3,4.175,0.0,0.0,0.0,0.016666666666666666,0.0,2.2616666666666667,27.796666666666667,0.3016666666666667,42.55,0.0,0.0,0.0,0.2,0.0,23.15,284.8,3.0500000000000003,10.2,1.0,4.175,66.8
Jerome FordJ. Ford,RB,3,5.8725000000000005,0.0,0.0,0.0,36.323437500000004,0.19125000000000003,2.255625,14.2453125,0.0703125,82.75500000000001,0.0,0.0,0.0,500.31,2.6550000000000002,31.095,197.55,1.125,11.385000000000002,1.0,5.8725000000000005,93.96000000000001
