Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Tyreek HillT. Hill,KC@TB,44.00,0,0,0,0,0,0,0,0,0,0,13,269,3,0,0,0
Deshaun WatsonD. Watson,HOU@DET,40.00,25,17,318,4,0,1,8,24,0,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,KC@TB,37.00,49,37,462,3,0,0,4,28,0,0,0,0,0,0,1,0
Derrick HenryD. Henry,TEN@IND,35.00,0,0,0,0,0,0,27,178,3,0,2,7,0,0,0,0
Aaron RodgersA. Rodgers,CHI@GB,33.00,29,21,211,4,0,0,2,12,0,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,CAR@MIN,32.00,45,34,307,3,0,1,3,19,0,0,0,0,0,0,1,0
Antonio GibsonA. Gibson,WAS@DAL,31.00,0,0,0,0,0,0,20,115,3,0,5,21,0,0,0,0
Will FullerW. Fuller,HOU@DET,29.00,0,0,0,0,0,0,0,0,0,0,6,171,2,0,0,0
Tom BradyT. Brady,KC@TB,27.00,41,27,345,3,2,0,1,-1,0,0,0,0,0,0,0,0
Mitchell TrubiskyM. Trubisky,CHI@GB,25.00,46,26,242,3,2,1,3,10,0,0,0,0,0,0,1,0
Latavius MurrayL. Murray,NO@DEN,24.00,0,0,0,0,0,0,19,124,2,0,1,2,0,0,0,0
Nick ChubbN. Chubb,CLE@JAX,23.00,0,0,0,0,0,0,19,144,1,0,3,32,0,0,0,0
Ryan FitzpatrickR. Fitzpatrick,MIA@NYJ,23.00,39,24,257,2,0,0,3,10,0,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,CLE@JAX,22.00,29,19,258,2,0,0,4,1,0,0,0,0,0,0,0,0
Carson WentzC. Wentz,SEA@PHI,22.00,45,25,215,2,1,0,5,42,0,0,0,0,0,0,0,0
Mike GlennonM. Glennon,CLE@JAX,21.00,35,20,235,2,0,0,2,6,0,0,0,0,0,0,0,0
Philip RiversP. Rivers,TEN@IND,21.00,42,24,295,2,1,0,0,0,0,0,0,0,0,0,0,0
James RobinsonJ. Robinson,CLE@JAX,21.00,0,0,0,0,0,0,22,128,1,0,5,31,0,0,0,0
Kenyan DrakeK. Drake,ARI@NE,20.00,0,0,0,0,0,0,22,78,2,0,3,15,0,0,0,0
Jarvis LandryJ. Landry,CLE@JAX,20.00,0,0,0,0,0,0,0,0,0,0,8,143,1,0,0,0
David MontgomeryD. Montgomery,CHI@GB,20.00,0,0,0,0,0,0,11,103,0,0,5,40,1,0,0,0
Ryan TannehillR. Tannehill,TEN@IND,20.00,22,13,221,1,0,0,2,3,1,0,0,0,0,0,0,0
Justin JeffersonJ. Jefferson,CAR@MIN,19.00,0,0,0,0,0,0,0,0,0,0,7,70,2,0,0,0
Allen RobinsonA. Robinson,CHI@GB,19.00,0,0,0,0,0,0,0,0,0,0,8,74,2,0,0,0
Josh AllenJ. Allen,LAC@BUF,18.00,24,18,157,1,1,0,9,32,1,0,0,0,0,0,1,0
Justin HerbertJ. Herbert,LAC@BUF,18.00,52,31,316,1,1,1,2,-2,0,0,0,0,0,0,0,0
Amari CooperA. Cooper,WAS@DAL,17.00,0,0,0,0,0,0,0,0,0,0,6,112,1,0,0,0
Mike EvansM. Evans,KC@TB,17.00,0,0,0,0,0,0,0,0,0,0,3,50,2,0,0,0
