Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Patrick MahomesP. Mahomes,KC@ARI,44.00,39,30,360,5,0,0,3,5,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@LA,36.00,31,26,297,3,2,0,10,56,1,0,0,0,0,0,0,0
Carson WentzC. Wentz,JAX@WAS,35.00,41,27,313,4,2,1,6,12,0,0,0,0,0,0,0,0
Justin JeffersonJ. Jefferson,GB@MIN,30.00,0,0,0,0,0,0,0,0,0,0,9,184,2,0,0,0
Justin HerbertJ. Herbert,LV@LAC,29.00,34,26,279,3,0,0,4,1,0,0,0,0,0,0,0,0
Saquon BarkleyS. Barkley,NYG@TEN,27.00,0,0,0,0,0,0,18,164,1,0,6,30,0,1,0,0
Lamar JacksonL. Jackson,BAL@NYJ,25.00,30,17,213,3,1,0,6,17,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@DET,24.00,32,18,243,0,0,0,17,90,1,0,0,0,0,0,0,0
Jameis WinstonJ. Winston,NO@ATL,24.00,34,23,269,2,0,1,2,9,0,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,GB@MIN,23.00,32,23,277,2,0,0,0,0,0,0,0,0,0,0,0,0
Kyler MurrayK. Murray,KC@ARI,23.00,34,22,193,2,0,1,5,29,0,0,0,0,0,0,0,0
D'Andre SwiftD. Swift,PHI@DET,23.00,0,0,0,0,0,0,15,144,1,0,3,31,0,0,0,0
Jonathan TaylorJ. Taylor,IND@HOU,23.00,0,0,0,0,0,0,31,161,1,0,4,14,0,0,0,0
Joe BurrowJ. Burrow,PIT@CIN,22.00,53,33,338,2,4,1,6,47,0,0,0,0,0,0,1,0
Ryan TannehillR. Tannehill,NYG@TEN,22.00,33,20,266,2,0,0,2,7,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,LV@LAC,20.00,0,0,0,0,0,0,0,0,0,0,10,141,1,0,0,0
Daniel JonesD. Jones,NYG@TEN,20.00,21,17,188,2,1,1,6,25,0,0,0,0,0,0,1,0
Marcus MariotaM. Mariota,NO@ATL,20.00,33,20,215,0,0,0,12,72,1,0,0,0,0,0,1,0
Davis MillsD. Mills,IND@HOU,20.00,37,23,240,2,0,0,2,-1,0,0,0,0,0,0,1,0
Geno SmithG. Smith,DEN@SEA,20.00,28,23,195,2,0,0,6,14,0,0,0,0,0,0,0,0
Clyde Edwards-HelaireC. Edwards-Helaire,KC@ARI,19.00,0,0,0,0,0,0,7,42,0,0,3,32,2,0,0,0
Baker MayfieldB. Mayfield,CLE@CAR,19.00,27,16,235,1,1,0,5,6,1,0,0,0,0,0,0,0
Cordarrelle PattersonC. Patterson,NO@ATL,19.00,0,0,0,0,0,0,22,120,1,0,3,16,0,0,0,0
Russell WilsonR. Wilson,DEN@SEA,19.00,42,29,340,1,0,0,1,2,0,0,0,0,0,0,0,0
Ja'Marr ChaseJ. Chase,PIT@CIN,18.00,0,0,0,0,0,0,0,0,0,0,10,129,1,0,0,0
Stefon DiggsS. Diggs,BUF@LA,18.00,0,0,0,0,0,0,0,0,0,0,8,122,1,0,0,0
Jared GoffJ. Goff,PHI@DET,18.00,37,21,215,2,1,0,2,9,0,0,0,0,0,0,0,0
Dontrell HilliardD. Hilliard,NYG@TEN,18.00,0,0,0,0,0,0,2,8,0,0,3,61,2,0,0,0
Kareem HuntK. Hunt,CLE@CAR,18.00,0,0,0,0,0,0,11,46,1,0,4,24,1,0,0,0
Travis KelceT. Kelce,KC@ARI,18.00,0,0,0,0,0,0,0,0,0,0,8,121,1,0,0,0
Cooper KuppC. Kupp,BUF@LA,18.00,0,0,0,0,0,0,0,0,0,0,13,128,1,0,0,0
Michael PittmanM. Pittman,IND@HOU,18.00,0,0,0,0,0,0,0,0,0,0,9,121,1,0,0,0
James RobinsonJ. Robinson,JAX@WAS,18.00,0,0,0,0,0,0,11,66,1,0,1,3,1,0,0,0
Matt RyanM. Ryan,IND@HOU,18.00,50,32,352,1,1,0,4,12,0,0,0,0,0,0,1,0
Derek CarrD. Carr,LV@LAC,17.00,37,22,295,2,3,0,0,0,0,0,0,0,0,0,0,0
Devin DuvernayD. Duvernay,BAL@NYJ,17.00,0,0,0,0,0,0,0,0,0,0,4,54,2,0,0,0
Michael ThomasM. Thomas,NO@ATL,17.00,0,0,0,0,0,0,0,0,0,0,5,57,2,0,0,0
Robbie ChosenR. Chosen,CLE@CAR,16.00,0,0,0,0,0,0,0,0,0,0,5,102,1,0,0,0
Jahan DotsonJ. Dotson,JAX@WAS,16.00,0,0,0,0,0,0,1,-10,0,0,3,40,2,0,0,0
Justin FieldsJ. Fields,SF@CHI,16.00,17,8,121,2,1,0,11,28,0,0,0,0,0,0,0,0
Joe FlaccoJ. Flacco,BAL@NYJ,16.00,59,37,309,1,1,0,1,0,0,0,0,0,0,0,0,0
Jerry JeudyJ. Jeudy,DEN@SEA,16.00,0,0,0,0,0,0,0,0,0,0,4,102,1,0,0,0
Tua TagovailoaT. Tagovailoa,NE@MIA,16.00,33,23,270,1,0,0,2,0,0,0,0,0,0,0,0,0
A.J. BrownA. Brown,PHI@DET,15.00,0,0,0,0,0,0,0,0,0,0,10,155,0,0,0,0
O.J. HowardO. Howard,IND@HOU,15.00,0,0,0,0,0,0,0,0,0,0,2,38,2,0,0,0
Trevor LawrenceT. Lawrence,JAX@WAS,15.00,42,24,275,1,1,0,2,4,0,0,0,0,0,0,0,0
