Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Caleb WilliamsC. Williams,JAX@CHI,36.00,29,23,226,4,1,0,4,56,0,0,0,0,0,0,0,0
Jordan LoveJ. Love,ARI@GB,33.00,32,22,258,4,1,0,5,13,0,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,TB@NO,33.00,36,24,325,4,3,0,3,29,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,DET@DAL,30.00,25,18,315,3,0,0,3,5,0,0,0,0,0,0,0,0
Sean TuckerS. Tucker,TB@NO,30.00,0,0,0,0,0,0,14,136,1,0,3,56,1,0,0,0
Brock PurdyB. Purdy,SF@SEA,29.00,28,18,255,3,0,0,4,19,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@NYJ,27.00,25,19,215,2,0,0,9,18,1,0,0,0,0,0,0,0
Derrick HenryD. Henry,WAS@BAL,25.00,0,0,0,0,0,0,24,132,2,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,CLE@PHI,25.00,25,16,264,2,0,0,14,33,0,0,0,0,0,0,0,0
Drake MayeD. Maye,HOU@NE,25.00,33,20,243,3,2,0,5,38,0,0,0,0,0,0,1,0
Joe MixonJ. Mixon,HOU@NE,25.00,0,0,0,0,0,0,13,102,1,0,2,30,1,0,0,0
Jayden DanielsJ. Daniels,WAS@BAL,24.00,35,24,269,2,0,0,6,22,0,0,0,0,0,0,0,0
Chris GodwinC. Godwin,TB@NO,24.00,0,0,0,0,0,0,0,0,0,0,11,125,2,0,0,0
Bo NixB. Nix,LAC@DEN,24.00,33,19,216,2,1,0,6,61,0,0,0,0,0,0,0,0
C.J. StroudC. Stroud,HOU@NE,23.00,31,20,192,3,1,0,3,7,0,0,0,0,0,0,0,0
Justin FieldsJ. Fields,PIT@LV,22.00,24,14,145,0,0,0,11,59,2,0,0,0,0,0,0,0
Bijan RobinsonB. Robinson,ATL@CAR,22.00,0,0,0,0,0,0,15,95,2,0,3,10,0,0,0,0
Aaron RodgersA. Rodgers,BUF@NYJ,21.00,35,23,294,2,1,0,0,0,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,WAS@BAL,20.00,26,20,323,1,1,0,11,40,0,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,JAX@CHI,20.00,35,23,234,2,1,0,4,17,0,0,0,0,0,0,0,0
David MontgomeryD. Montgomery,DET@DAL,20.00,0,0,0,0,0,0,12,80,2,0,1,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@NYG,19.00,28,19,208,0,0,0,4,55,1,0,0,0,0,0,0,0
Cole KmetC. Kmet,JAX@CHI,19.00,0,0,0,0,0,0,0,0,0,0,5,70,2,0,0,0
Tyler AllgeierT. Allgeier,ATL@CAR,18.00,0,0,0,0,0,0,18,105,1,1,1,3,0,0,0,0
Andy DaltonA. Dalton,ATL@CAR,18.00,38,26,221,2,2,0,3,21,0,0,0,0,0,0,0,0
A.J. BrownA. Brown,CLE@PHI,17.00,0,0,0,0,0,0,0,0,0,0,6,116,1,0,0,0
Joe FlaccoJ. Flacco,IND@TEN,17.00,38,22,189,2,1,0,1,1,0,0,0,0,0,0,0,0
Najee HarrisN. Harris,PIT@LV,17.00,0,0,0,0,0,0,14,106,1,0,2,16,0,0,0,0
George KittleG. Kittle,SF@SEA,17.00,0,0,0,0,0,0,0,0,0,0,5,58,2,0,0,0
Allen LazardA. Lazard,BUF@NYJ,17.00,0,0,0,0,0,0,0,0,0,0,6,114,1,0,0,0
Terry McLaurinT. McLaurin,WAS@BAL,17.00,0,0,0,0,0,0,1,0,0,0,6,53,2,0,0,0
Deebo SamuelD. Samuel,SF@SEA,17.00,0,0,0,0,0,0,4,15,0,0,3,102,1,0,0,0
D'Andre SwiftD. Swift,JAX@CHI,17.00,0,0,0,0,0,0,17,91,1,0,4,28,0,0,0,0
Keenan AllenK. Allen,JAX@CHI,16.00,0,0,0,0,0,0,0,0,0,0,5,41,2,0,0,0
Gabriel DavisG. Davis,JAX@CHI,16.00,0,0,0,0,0,0,0,0,0,0,5,45,2,0,0,0
Romeo DoubsR. Doubs,ARI@GB,16.00,0,0,0,0,0,0,0,0,0,0,3,49,2,0,0,0
Breece HallB. Hall,BUF@NYJ,16.00,0,0,0,0,0,0,18,113,0,0,5,56,0,0,0,0
Mar'Keise IrvingM. Irving,TB@NO,16.00,0,0,0,0,0,0,14,81,1,0,2,24,0,0,0,0
Tyrone TracyT. Tracy,CIN@NYG,16.00,0,0,0,0,0,0,17,50,1,0,6,57,0,0,0,0
Garrett WilsonG. Wilson,BUF@NYJ,16.00,0,0,0,0,0,0,0,0,0,0,8,107,1,0,0,0
Kirk CousinsK. Cousins,ATL@CAR,15.00,30,19,225,1,0,0,4,-5,0,0,0,0,0,0,0,0
J.K. DobbinsJ. Dobbins,LAC@DEN,15.00,0,0,0,0,0,0,25,96,1,0,2,6,0,0,0,0
