Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Dalvin CookD. Cook,MIN@GB,46.00,0,0,0,0,0,0,30,163,3,0,2,63,1,0,0,0
Patrick MahomesP. Mahomes,NYJ@KC,46.00,42,31,416,5,0,0,0,0,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,SF@SEA,36.00,37,27,261,4,0,0,6,23,0,0,0,0,0,0,0,0
Matthew StaffordM. Stafford,IND@DET,29.00,42,24,336,3,1,0,1,10,0,0,0,0,0,0,1,0
D.K. MetcalfD. Metcalf,SF@SEA,28.00,0,0,0,0,0,0,0,0,0,0,12,161,2,0,0,0
Philip RiversP. Rivers,IND@DET,28.00,33,23,262,3,0,0,2,-2,0,0,0,0,0,0,0,0
Aaron RodgersA. Rodgers,MIN@GB,28.00,41,27,291,3,0,0,2,9,0,0,0,0,0,0,1,0
Justin HerbertJ. Herbert,LAC@DEN,27.00,43,29,278,3,2,0,3,21,0,0,0,0,0,0,0,0
Drew LockD. Lock,LAC@DEN,25.00,41,26,248,3,1,0,2,-1,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,MIN@GB,23.00,0,0,0,0,0,0,0,0,0,0,7,53,3,0,0,0
Tom BradyT. Brady,TB@NYG,23.00,40,28,279,2,0,0,1,-1,0,0,0,0,0,0,0,0
Drew BreesD. Brees,NO@CHI,23.00,41,31,280,2,0,0,3,4,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,TEN@CIN,21.00,37,26,249,2,0,0,3,9,0,0,0,0,0,0,0,0
Tyreek HillT. Hill,NYJ@KC,21.00,0,0,0,0,0,0,0,0,0,0,4,98,2,0,0,0
Nick MullensN. Mullens,SF@SEA,21.00,25,18,238,2,0,0,0,0,0,0,0,0,0,0,0,0
Ryan TannehillR. Tannehill,TEN@CIN,21.00,30,18,233,2,1,0,2,20,0,0,0,0,0,0,0,0
Nick FolesN. Foles,NO@CHI,20.00,41,28,272,2,1,0,0,0,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,PIT@BAL,20.00,28,13,208,2,2,0,16,65,0,0,0,0,0,0,2,0
Daniel JonesD. Jones,TB@NYG,20.00,41,25,256,2,2,0,3,20,0,0,0,0,0,0,0,0
Zack MossZ. Moss,NE@BUF,20.00,0,0,0,0,0,0,14,81,2,0,0,0,0,0,0,0
Robert WoodsR. Woods,LA@MIA,20.00,0,0,0,0,0,0,2,9,1,0,7,85,1,0,0,0
Giovani BernardG. Bernard,TEN@CIN,19.00,0,0,0,0,0,0,15,62,1,0,3,16,1,0,0,0
