Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Kirk CousinsK. Cousins,MIN@PHI,37.00,44,31,364,4,0,0,0,0,0,0,0,0,0,0,1,0
Daniel JonesD. Jones,NYG@ARI,33.00,37,26,321,2,1,0,9,59,1,0,0,0,0,0,0,0
Russell WilsonR. Wilson,WAS@DEN,32.00,32,18,308,3,1,0,6,56,0,0,0,0,0,0,1,0
Josh AllenJ. Allen,LV@BUF,28.00,37,31,274,3,0,0,3,7,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,SEA@DET,28.00,35,28,323,3,1,0,0,0,0,0,0,0,0,0,0,0
Joshua DobbsJ. Dobbs,NYG@ARI,27.00,31,21,228,1,0,0,3,41,1,1,0,0,0,0,0,0
Geno SmithG. Smith,SEA@DET,27.00,41,32,328,2,0,0,3,20,0,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,LAC@TEN,26.00,41,27,305,2,0,1,1,0,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,MIN@PHI,26.00,23,18,193,1,1,0,12,35,2,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,BAL@CIN,26.00,33,24,237,2,0,0,12,54,0,0,0,0,0,0,0,0
Jordan LoveJ. Love,GB@ATL,26.00,25,14,151,3,0,0,2,23,0,0,0,0,0,0,0,0
Brian RobinsonB. Robinson,WAS@DEN,26.00,0,0,0,0,0,0,18,87,2,1,2,42,0,0,0,0
C.J. StroudC. Stroud,IND@HOU,26.00,47,30,384,2,0,0,3,1,0,0,0,0,0,0,1,0
Patrick MahomesP. Mahomes,KC@JAX,25.00,41,29,305,2,1,0,7,30,0,0,0,0,0,0,0,0
Sam HowellS. Howell,WAS@DEN,24.00,39,27,299,2,0,0,2,13,0,0,0,0,0,0,0,0
Raheem MostertR. Mostert,MIA@NE,24.00,0,0,0,0,0,0,18,121,2,0,1,6,0,0,0,0
Keenan AllenK. Allen,LAC@TEN,23.00,0,0,0,0,0,0,0,0,0,0,8,111,2,0,0,0
Mike EvansM. Evans,CHI@TB,23.00,0,0,0,0,0,0,0,0,0,0,6,171,1,0,0,0
Dak PrescottD. Prescott,NYJ@DAL,23.00,38,31,255,2,0,0,6,14,0,0,0,0,0,0,0,0
D'Andre SwiftD. Swift,MIN@PHI,23.00,0,0,0,0,0,0,28,175,1,0,3,6,0,0,0,0
Desmond RidderD. Ridder,GB@ATL,22.00,32,19,237,1,1,0,10,39,1,0,0,0,0,0,0,0
Ryan TannehillR. Tannehill,LAC@TEN,22.00,24,20,246,1,0,0,1,12,1,0,0,0,0,0,0,0
Kyren WilliamsK. Williams,SF@LA,21.00,0,0,0,0,0,0,14,52,1,0,6,48,1,0,0,0
Saquon BarkleyS. Barkley,NYG@ARI,20.00,0,0,0,0,0,0,17,63,1,0,6,29,1,0,0,0
Nico CollinsN. Collins,IND@HOU,20.00,0,0,0,0,0,0,0,0,0,0,7,146,1,0,0,0
Jerome FordJ. Ford,CLE@PIT,20.00,0,0,0,0,0,0,16,106,0,1,3,25,1,0,0,0
Tee HigginsT. Higgins,BAL@CIN,20.00,0,0,0,0,0,0,0,0,0,0,8,89,2,0,0,0
Baker MayfieldB. Mayfield,CHI@TB,19.00,34,26,317,1,0,0,6,17,0,0,0,0,0,0,0,0
DeVonta SmithD. Smith,MIN@PHI,19.00,0,0,0,0,0,0,0,0,0,0,4,131,1,0,0,0
Joe BurrowJ. Burrow,BAL@CIN,18.00,41,27,222,2,1,0,1,5,0,0,0,0,0,0,0,0
T.J. HockensonT. Hockenson,MIN@PHI,18.00,0,0,0,0,0,0,0,0,0,0,7,66,2,0,0,0
Brandon JohnsonB. Johnson,WAS@DEN,18.00,0,0,0,0,0,0,0,0,0,0,2,66,2,0,0,0
Christian McCaffreyC. McCaffrey,SF@LA,18.00,0,0,0,0,0,0,20,116,1,0,3,19,0,0,0,0
Marvin MimsM. Mims,WAS@DEN,18.00,0,0,0,0,0,0,2,10,0,0,2,113,1,0,0,0
George PickensG. Pickens,CLE@PIT,18.00,0,0,0,0,0,0,0,0,0,0,4,127,1,0,0,0
Josh ReynoldsJ. Reynolds,SEA@DET,18.00,0,0,0,0,0,0,0,0,0,0,5,66,2,0,0,0
Tyler LockettT. Lockett,SEA@DET,17.00,0,0,0,0,0,0,0,0,0,0,8,59,2,0,0,0
Anthony RichardsonA. Richardson,IND@HOU,17.00,10,6,56,0,0,0,3,35,2,0,0,0,0,0,0,0
Kenneth WalkerK. Walker,SEA@DET,17.00,0,0,0,0,0,0,17,43,2,0,1,11,0,0,0,0
James ConnerJ. Conner,NYG@ARI,16.00,0,0,0,0,0,0,23,106,1,0,0,0,0,0,0,0
Justin FieldsJ. Fields,CHI@TB,16.00,29,16,211,1,2,0,4,3,1,0,0,0,0,0,0,0
Bijan RobinsonB. Robinson,GB@ATL,16.00,0,0,0,0,0,0,19,124,0,0,4,48,0,0,0,0
Rachaad WhiteR. White,CHI@TB,16.00,0,0,0,0,0,0,17,73,1,0,5,30,0,0,0,0
Bryce YoungB. Young,NO@CAR,16.00,33,22,153,1,0,1,2,34,0,0,0,0,0,0,1,0
