Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Chase ClaypoolC. Claypool,PHI@PIT,35.00,0,0,0,0,0,0,3,6,1,0,7,110,3,0,0,0
Ryan TannehillR. Tannehill,BUF@TEN,35.00,28,21,195,3,0,0,4,42,1,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,LAC@NO,34.00,34,20,264,4,0,0,4,8,0,0,0,0,0,0,0,0
Ryan FitzpatrickR. Fitzpatrick,MIA@SF,33.00,28,22,350,3,0,0,3,16,0,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,LV@KC,33.00,43,22,340,2,1,1,6,21,1,0,0,0,0,0,0,0
Deshaun WatsonD. Watson,JAX@HOU,30.00,35,25,359,3,2,0,2,25,0,0,0,0,0,0,0,0
Derek CarrD. Carr,LV@KC,29.00,31,22,347,3,1,0,4,1,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,MIN@SEA,29.00,32,20,217,3,1,0,5,58,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,LA@WAS,28.00,30,21,309,2,1,0,3,0,1,0,0,0,0,0,0,0
Kyler MurrayK. Murray,ARI@NYJ,28.00,37,27,380,1,1,0,9,31,1,0,0,0,0,0,0,0
Ben RoethlisbergerB. Roethlisberger,PHI@PIT,27.00,34,27,239,3,0,0,2,-2,0,0,0,0,0,0,0,0
Teddy BridgewaterT. Bridgewater,CAR@ATL,24.00,36,27,313,2,0,0,3,3,0,0,0,0,0,0,0,0
Gardner MinshewG. Minshew,JAX@HOU,24.00,49,31,301,2,0,0,4,18,0,0,0,0,0,0,1,0
Drew BreesD. Brees,LAC@NO,23.00,47,33,325,1,1,0,1,1,1,0,0,0,0,0,0,0
Brandin CooksB. Cooks,JAX@HOU,22.00,0,0,0,0,0,0,0,0,0,0,8,161,1,0,0,0
Ezekiel ElliottE. Elliott,NYG@DAL,22.00,0,0,0,0,0,0,19,91,2,0,1,14,0,0,0,0
Mike WilliamsM. Williams,LAC@NO,22.00,0,0,0,0,0,0,0,0,0,0,5,109,2,0,0,0
Travis FulghamT. Fulgham,PHI@PIT,21.00,0,0,0,0,0,0,0,0,0,0,10,152,1,0,0,0
D.K. MetcalfD. Metcalf,MIN@SEA,21.00,0,0,0,0,0,0,0,0,0,0,6,93,2,0,0,0
Miles SandersM. Sanders,PHI@PIT,21.00,0,0,0,0,0,0,11,80,2,0,2,19,0,0,0,0
Carson WentzC. Wentz,PHI@PIT,21.00,35,20,258,2,2,1,4,11,0,0,0,0,0,0,0,0
Mike DavisM. Davis,CAR@ATL,20.00,0,0,0,0,0,0,16,89,0,0,9,60,1,0,0,0
Todd GurleyT. Gurley,CAR@ATL,20.00,0,0,0,0,0,0,14,121,1,0,4,29,0,0,0,0
Adam ThielenA. Thielen,MIN@SEA,20.00,0,0,0,0,0,0,1,3,0,0,9,80,2,0,0,0
Josh AllenJ. Allen,BUF@TEN,19.00,41,26,263,2,2,0,4,18,0,0,0,0,0,0,0,0
DeAndre HopkinsD. Hopkins,ARI@NYJ,19.00,0,0,0,0,0,0,0,0,0,0,6,131,1,0,0,0
Josh JacobsJ. Jacobs,LV@KC,19.00,0,0,0,0,0,0,23,77,2,0,2,8,0,0,0,0
Kirk CousinsK. Cousins,MIN@SEA,18.00,39,27,249,2,1,0,1,2,0,0,0,0,0,0,1,0
Darrell HendersonD. Henderson,LA@WAS,18.00,0,0,0,0,0,0,15,38,1,0,3,30,1,0,0,0
Baker MayfieldB. Mayfield,IND@CLE,18.00,37,21,247,2,2,0,2,17,0,0,0,0,0,0,0,0
Jamison CrowderJ. Crowder,ARI@NYJ,17.00,0,0,0,0,0,0,0,0,0,0,8,116,1,0,0,0
Derrick HenryD. Henry,BUF@TEN,17.00,0,0,0,0,0,0,19,57,2,0,1,6,0,0,0,0
Lamar JacksonL. Jackson,CIN@BAL,17.00,37,19,180,2,1,0,2,3,0,0,0,0,0,0,0,0
Henry RuggsH. Ruggs,LV@KC,17.00,0,0,0,0,0,0,0,0,0,0,2,118,1,0,0,0
Tom BradyT. Brady,TB@CHI,16.00,41,25,253,1,0,0,3,0,0,0,0,0,0,0,0,0
Travis KelceT. Kelce,LV@KC,16.00,0,0,0,0,0,0,0,0,0,0,8,108,1,0,0,0
Jonnu SmithJ. Smith,BUF@TEN,16.00,0,0,0,0,0,0,0,0,0,0,5,40,2,0,0,0
Preston WilliamsP. Williams,MIA@SF,16.00,0,0,0,0,0,0,0,0,0,0,4,106,1,0,0,0
