Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Alvin KamaraA. Kamara,NO@DAL,41.00,0,0,0,0,0,0,20,115,3,0,2,65,1,0,0,0
Kyler MurrayK. Murray,LA@ARI,33.00,21,17,266,3,0,0,5,59,0,0,0,0,0,0,0,0
James CookJ. Cook,BUF@MIA,26.00,0,0,0,0,0,0,11,78,2,0,1,17,1,0,0,0
Derek CarrD. Carr,NO@DAL,25.00,16,11,243,2,1,0,1,1,1,0,0,0,0,0,0,0
Marvin HarrisonM. Harrison,LA@ARI,25.00,0,0,0,0,0,0,0,0,0,0,4,130,2,0,0,0
Jalen HurtsJ. Hurts,ATL@PHI,25.00,30,23,183,1,1,0,13,85,1,0,0,0,0,0,0,0
Sam DarnoldS. Darnold,SF@MIN,23.00,26,17,268,2,1,0,5,32,0,0,0,0,0,0,0,0
Daniel JonesD. Jones,NYG@WAS,22.00,28,16,178,2,0,0,5,32,0,0,0,0,0,0,0,0
De'Von AchaneD. Achane,BUF@MIA,21.00,0,0,0,0,0,0,22,96,0,0,7,69,1,0,0,0
Joe BurrowJ. Burrow,CIN@KC,21.00,36,23,258,2,0,0,6,9,0,0,0,0,0,0,1,0
Kirk CousinsK. Cousins,ATL@PHI,21.00,29,20,241,2,0,0,4,-1,0,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,TB@DET,20.00,19,12,185,1,1,0,5,34,1,0,0,0,0,0,0,0
Calvin RidleyC. Ridley,NYJ@TEN,20.00,0,0,0,0,0,0,1,10,1,0,4,77,1,0,0,0
Nico CollinsN. Collins,CHI@HOU,19.00,0,0,0,0,0,0,0,0,0,0,8,135,1,0,0,0
J.K. DobbinsJ. Dobbins,LAC@CAR,19.00,0,0,0,0,0,0,17,131,1,0,1,0,0,0,0,0
Justin JeffersonJ. Jefferson,SF@MIN,19.00,0,0,0,0,0,0,0,0,0,0,4,133,1,0,0,0
Aaron RodgersA. Rodgers,NYJ@TEN,19.00,30,18,176,2,0,0,2,1,0,0,0,0,0,0,0,0
Geno SmithG. Smith,SEA@NE,19.00,44,33,327,1,0,0,5,8,0,0,0,0,0,0,0,0
James ConnerJ. Conner,LA@ARI,18.00,0,0,0,0,0,0,21,122,1,0,1,2,0,0,0,0
D.K. MetcalfD. Metcalf,SEA@NE,18.00,0,0,0,0,0,0,0,0,0,0,10,129,1,0,0,0
Malik NabersM. Nabers,NYG@WAS,18.00,0,0,0,0,0,0,0,0,0,0,10,127,1,0,0,0
Davante AdamsD. Adams,LV@BAL,17.00,0,0,0,0,0,0,0,0,0,0,9,110,1,0,0,0
Braelon AllenB. Allen,NYJ@TEN,17.00,0,0,0,0,0,0,7,33,1,0,2,23,1,0,0,0
Chris GodwinC. Godwin,TB@DET,17.00,0,0,0,0,0,0,0,0,0,0,7,117,1,0,0,0
Breece HallB. Hall,NYJ@TEN,17.00,0,0,0,0,0,0,14,62,0,0,7,52,1,0,0,0
Lamar JacksonL. Jackson,LV@BAL,17.00,34,21,247,1,1,0,5,45,0,0,0,0,0,0,0,0
Quentin JohnstonQ. Johnston,LAC@CAR,17.00,0,0,0,0,0,0,0,0,0,0,5,51,2,0,0,0
Patrick MahomesP. Mahomes,CIN@KC,16.00,25,18,151,2,2,0,4,29,0,0,0,0,0,0,0,0
Jordan MasonJ. Mason,SF@MIN,16.00,0,0,0,0,0,0,20,100,1,0,1,4,0,0,0,0
Brock PurdyB. Purdy,SF@MIN,16.00,36,28,319,1,1,0,2,12,0,0,0,0,0,0,1,0
Rashid ShaheedR. Shaheed,NO@DAL,16.00,0,0,0,0,0,0,3,13,0,0,4,96,1,0,0,0
C.J. StroudC. Stroud,CHI@HOU,16.00,36,23,260,1,0,0,1,-1,0,0,0,0,0,0,0,0
Zay FlowersZ. Flowers,LV@BAL,15.00,0,0,0,0,0,0,0,0,0,0,7,91,1,0,0,0
Derrick HenryD. Henry,LV@BAL,15.00,0,0,0,0,0,0,18,84,1,0,1,12,0,0,0,0
Justin HerbertJ. Herbert,LAC@CAR,15.00,20,14,130,2,1,0,6,18,0,0,0,0,0,0,1,0
CeeDee LambC. Lamb,NO@DAL,15.00,0,0,0,0,0,0,0,0,0,0,4,90,1,0,0,0
Gardner MinshewG. Minshew,LV@BAL,15.00,38,30,276,1,1,0,1,-1,0,0,0,0,0,0,0,0
Deshaun WatsonD. Watson,CLE@JAX,15.00,34,22,186,0,0,0,5,20,1,0,0,0,0,0,0,0
Josh JacobsJ. Jacobs,IND@GB,14.00,0,0,0,0,0,0,32,151,0,0,0,0,0,0,1,0
Darnell MooneyD. Mooney,ATL@PHI,14.00,0,0,0,0,0,0,0,0,0,0,3,88,1,0,0,0
Dak PrescottD. Prescott,NO@DAL,14.00,39,27,293,1,2,0,2,12,0,0,0,0,0,0,0,0
Devin SingletaryD. Singletary,NYG@WAS,14.00,0,0,0,0,0,0,16,95,1,0,1,0,0,0,1,0
Rhamondre StevensonR. Stevenson,SEA@NE,14.00,0,0,0,0,0,0,21,81,1,0,2,9,0,0,0,0
Malik WillisM. Willis,IND@GB,14.00,14,12,122,1,0,0,6,41,0,0,0,0,0,0,0,0
Saquon BarkleyS. Barkley,ATL@PHI,13.00,0,0,0,0,0,0,22,95,0,1,4,21,0,0,0,0
Jayden DanielsJ. Daniels,NYG@WAS,13.00,29,23,226,0,0,0,10,44,0,0,0,0,0,0,0,0
George KittleG. Kittle,SF@MIN,13.00,0,0,0,0,0,0,0,0,0,0,7,76,1,0,0,0
Will LevisW. Levis,NYJ@TEN,13.00,28,19,192,1,1,0,4,38,0,0,0,0,0,0,1,0
Rashee RiceR. Rice,CIN@KC,13.00,0,0,0,0,0,0,0,0,0,0,5,75,1,0,0,0
Brian RobinsonB. Robinson,NYG@WAS,13.00,0,0,0,0,0,0,17,133,0,0,1,3,0,0,0,0
DeVonta SmithD. Smith,ATL@PHI,13.00,0,0,0,0,0,0,0,0,0,0,7,76,1,0,0,0
Jonathan TaylorJ. Taylor,IND@GB,13.00,0,0,0,0,0,0,12,103,0,0,2,32,0,0,0,0
Zach CharbonnetZ. Charbonnet,SEA@NE,12.00,0,0,0,0,0,0,14,38,1,0,5,31,0,0,0,0
Justin FieldsJ. Fields,PIT@DEN,12.00,20,13,117,1,0,0,8,27,0,0,0,0,0,0,0,0
Andrei IosivasA. Iosivas,CIN@KC,12.00,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0
Trevor LawrenceT. Lawrence,CLE@JAX,12.00,30,14,220,0,0,0,2,45,0,0,0,0,0,0,0,0
Trey McBrideT. McBride,LA@ARI,12.00,0,0,0,0,0,0,0,0,0,0,6,67,0,0,0,1
David MontgomeryD. Montgomery,TB@DET,12.00,0,0,0,0,0,0,11,35,1,0,4,35,0,0,0,0
Josh AllenJ. Allen,BUF@MIA,11.00,19,13,139,1,0,0,2,2,0,0,0,0,0,0,0,0
Jacoby BrissettJ. Brissett,SEA@NE,11.00,27,15,149,1,0,0,2,6,0,0,0,0,0,0,0,0
Travis EtienneT. Etienne,CLE@JAX,11.00,0,0,0,0,0,0,13,52,1,0,3,6,0,0,0,0
Drake LondonD. London,ATL@PHI,11.00,0,0,0,0,0,0,0,0,0,0,6,54,1,0,0,0
Jalen NailorJ. Nailor,SF@MIN,11.00,0,0,0,0,0,0,0,0,0,0,3,54,1,0,0,0
Isiah PachecoI. Pacheco,CIN@KC,11.00,0,0,0,0,0,0,19,90,0,0,5,21,0,0,0,0
Alec PierceA. Pierce,IND@GB,11.00,0,0,0,0,0,0,0,0,0,0,5,56,1,0,0,0
Anthony RichardsonA. Richardson,IND@GB,11.00,34,17,204,1,3,0,4,37,0,0,0,0,0,0,0,0
Bijan RobinsonB. Robinson,ATL@PHI,11.00,0,0,0,0,0,0,14,97,0,0,4,25,0,0,0,0
Deebo SamuelD. Samuel,SF@MIN,11.00,0,0,0,0,0,0,2,-10,0,0,8,110,0,0,0,0
Jaxon Smith-NjigbaJ. Smith-Njigba,SEA@NE,11.00,0,0,0,0,0,0,0,0,0,0,12,117,0,0,0,0
Amon-Ra St. BrownA. St. Brown,TB@DET,11.00,0,0,0,0,0,0,0,0,0,0,11,119,0,0,0,0
