GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2022091106,2022-09-11,2,1,17,MIA,NE,2,10,55,,0,,0,"(1:17) (SHOTGUN) 1-T.TAGOVAILOA SACKED AT MIA 46 FOR -9 YARDS (9-M.JUDON).",0,,,2022,-9,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
2022091106,2022-09-11,3,7,4,NE,MIA,4,1,72,,0,,0,"(7:04) (SHOTGUN) 10-M.JONES PASS INCOMPLETE DEEP MIDDLE TO 1-D.PARKER. PENALTY ON MIA-25-X.HOWARD, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT MIA 28 - NO PLAY.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"DEEP MIDDLE",0,0,0,,0,0,0,1,0,0,,28,OPP,1,MIA,1,"ILLEGAL CONTACT",5
2022091106,2022-09-11,3,6,57,NE,MIA,1,10,77,,0,,0,"(6:57) 38-R.STEVENSON UP THE MIDDLE TO MIA 23 FOR NO GAIN (91-E.OGBAH, 27-K.CROSSEN).",0,,,2022,0,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,23,OPP,0,,0,,0
2022091106,2022-09-11,3,6,17,NE,MIA,2,10,77,,1,,0,"(6:17) 10-M.JONES PASS SHORT RIGHT TO 81-J.SMITH TO MIA 8 FOR 15 YARDS (55-J.BAKER; 94-C.WILKINS).",0,,,2022,15,"UNDER CENTER",PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,23,OPP,0,,0,,0
2022091106,2022-09-11,4,9,46,NE,MIA,4,3,100,,0,,0,"(9:46) (SHOTGUN) 10-M.JONES PASS INCOMPLETE DEEP MIDDLE TO 85-H.HENRY (28-K.KOHOU). PENALTY ON NE-77-T.BROWN, OFFENSIVE HOLDING, DECLINED.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"DEEP MIDDLE",0,0,0,,0,0,0,1,0,0,,0,OPP,0,NE,0,"OFFENSIVE HOLDING",0
2022091106,2022-09-11,4,6,6,MIA,NE,4,15,59,,0,,0,"(6:06) (PUNT FORMATION) PENALTY ON MIA, DELAY OF GAME, 5 YARDS, ENFORCED AT NE 41 - NO PLAY.",0,,,2022,0,"UNDER CENTER",PUNT,0,0,0,0,,0,0,0,,0,0,0,1,0,0,,41,OPP,1,MIA,1,"DELAY OF GAME",5
2022091106,2022-09-11,4,6,6,MIA,NE,4,20,54,,0,,0,"(6:06) 4-T.MORSTEAD PUNTS 41 YARDS TO NE 5, CENTER-44-B.FERGUSON, DOWNED BY MIA-27-K.CROSSEN.",0,,,2022,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
2022091106,2022-09-11,4,5,6,NE,MIA,2,10,57,,0,,0,"(5:06) (SHOTGUN) 10-M.JONES PASS SHORT MIDDLE TO 15-N.AGHOLOR TO MIA 38 FOR 5 YARDS (28-K.KOHOU). FUMBLES (28-K.KOHOU), RECOVERED BY MIA-15-J.PHILLIPS AT MIA 37.",0,,,2022,5,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,1,0,0,0,,43,OPP,0,,0,,0
2022091106,2022-09-11,4,2,0,,,0,0,100,,1,,0,"TWO-MINUTE WARNING",0,,,2022,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022091106,2022-09-11,4,0,30,MIA,NE,2,10,89,,0,,0,"(:30) 1-T.TAGOVAILOA KNEELS TO NE 11 FOR NO GAIN.",0,,,2022,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,11,OPP,0,,0,,0
2022091107,2022-09-11,1,0,0,,,0,0,100,,1,,0,GAME,0,,,2022,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022091109,2022-09-11,3,2,36,JAX,WAS,1,20,61,,0,,0,"(2:36) 25-J.ROBINSON LEFT TACKLE TO WAS 32 FOR 7 YARDS (55-C.HOLCOMB; 39-J.REAVES).",0,,,2022,7,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",39,OPP,0,,0,,0
2022091109,2022-09-11,3,1,58,JAX,WAS,2,13,68,,0,,0,"(1:58) (SHOTGUN) 16-T.LAWRENCE PASS SHORT RIGHT TO 17-E.ENGRAM PUSHED OB AT WAS 25 FOR 7 YARDS (39-J.REAVES).",0,,,2022,7,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,32,OPP,0,,0,,0
2022091109,2022-09-11,3,1,24,JAX,WAS,3,6,75,,0,,0,"(1:24) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT MIDDLE TO 13-C.KIRK (94-D.PAYNE).",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
2022091113,2022-09-11,1,7,17,TB,DAL,1,10,66,,0,,0,"(7:17) 7-L.FOURNETTE LEFT END TO DAL 27 FOR 7 YARDS (27-J.KEARSE).",0,,,2022,7,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",34,OPP,0,,0,,0
2022091113,2022-09-11,1,6,37,TB,DAL,2,3,73,,0,,0,"(6:37) 7-L.FOURNETTE LEFT TACKLE TO DAL 25 FOR 2 YARDS (96-N.GALLIMORE; 27-J.KEARSE).",0,,,2022,2,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",27,OPP,0,,0,,0
2022091113,2022-09-11,1,5,55,TB,DAL,3,1,75,,0,,0,"(5:55) (SHOTGUN) 7-L.FOURNETTE RIGHT TACKLE TO DAL 26 FOR -1 YARDS (90-D.LAWRENCE, 55-L.VANDER ESCH).",0,,,2022,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT TACKLE",25,OPP,0,,0,,0
2022091113,2022-09-11,1,5,9,TB,DAL,4,2,74,,0,,0,"(5:09) 3-R.SUCCOP 44 YARD FIELD GOAL IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,,,2022,0,"FIELD GOAL","FIELD GOAL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,26,OPP,0,,0,,0
2022091113,2022-09-11,1,3,20,TB,DAL,1,10,100,,0,,0,"(3:20) (SHOTGUN) 12-T.BRADY PASS SHORT RIGHT TO 6-J.JONES TO DAL 42 FOR 8 YARDS (6-D.WILSON; 3-A.BROWN).",0,,,2022,8,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022091113,2022-09-11,1,2,47,TB,DAL,2,2,58,,1,,0,"(2:47) 7-L.FOURNETTE LEFT END TO DAL 25 FOR 17 YARDS (11-M.PARSONS).",0,,,2022,17,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",42,OPP,0,,0,,0
2022091113,2022-09-11,1,2,0,TB,DAL,1,10,75,,0,,0,"(2:00) (SHOTGUN) 12-T.BRADY PASS INCOMPLETE DEEP MIDDLE TO 13-M.EVANS. PASS PATTERN INCOMPLETE AT THE DALLAS 7 YARD LINE.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"DEEP MIDDLE",0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
2022091113,2022-09-11,1,1,56,TB,DAL,2,10,75,,0,,0,"(1:56) 7-L.FOURNETTE LEFT GUARD TO DAL 20 FOR 5 YARDS (55-L.VANDER ESCH).",0,,,2022,5,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",25,OPP,0,,0,,0
2022091113,2022-09-11,1,1,13,TB,DAL,3,5,80,,0,,0,"(1:13) (SHOTGUN) 12-T.BRADY PASS INCOMPLETE DEEP RIGHT TO 6-J.JONES. PASS INCOMPLETE ON A ""QUICK SLANT"" PLAY.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"DEEP RIGHT",0,0,0,,0,0,0,0,0,0,,20,OPP,0,,0,,0
2022091113,2022-09-11,2,9,29,TB,DAL,1,10,87,,0,,0,"(9:29) (SHOTGUN) 29-R.WHITE LEFT GUARD TO DAL 14 FOR -1 YARDS (72-T.HILL, 98-Q.BOHANNA).",0,,,2022,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",13,OPP,0,,0,,0
