Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Lamar JacksonL. Jackson,BAL@NE,46.00,29,18,218,4,1,0,11,107,1,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@WAS,33.00,35,22,340,3,0,0,9,20,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@MIA,31.00,63,42,400,2,0,0,8,47,0,0,0,0,0,0,1,0
Trevor LawrenceT. Lawrence,JAX@LAC,30.00,39,28,262,3,0,1,3,7,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@NYJ,29.00,36,23,275,3,0,0,5,0,0,0,0,0,0,0,0,0
Khalil HerbertK. Herbert,HOU@CHI,28.00,0,0,0,0,0,0,20,157,2,0,2,12,0,0,0,0
Derek CarrD. Carr,LV@TEN,23.00,44,26,303,2,1,0,2,17,0,0,0,0,0,0,0,0
Geno SmithG. Smith,ATL@SEA,23.00,44,32,325,2,1,0,2,-1,0,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,DET@MIN,22.00,41,24,260,2,0,0,1,-1,0,0,0,0,0,0,0,0
DeVonta SmithD. Smith,PHI@WAS,22.00,0,0,0,0,0,0,0,0,0,0,8,169,1,0,0,0
Jamaal WilliamsJ. Williams,DET@MIN,22.00,0,0,0,0,0,0,20,87,2,0,2,20,0,0,0,0
Jacoby BrissettJ. Brissett,PIT@CLE,21.00,31,21,220,2,0,0,3,11,0,0,0,0,0,0,0,0
Mack HollinsM. Hollins,LV@TEN,21.00,1,1,4,0,0,0,0,0,0,0,8,158,1,0,0,0
Cordarrelle PattersonC. Patterson,ATL@SEA,21.00,0,0,0,0,0,0,17,141,1,0,1,12,0,0,0,0
Mark AndrewsM. Andrews,BAL@NE,20.00,0,0,0,0,0,0,0,0,0,0,8,89,2,0,0,0
Aaron RodgersA. Rodgers,GB@TB,20.00,35,27,255,2,1,0,1,-1,0,0,0,0,0,0,0,0
Ryan TannehillR. Tannehill,LV@TEN,20.00,27,19,264,1,1,0,4,2,1,0,0,0,0,0,0,0
Derrick HenryD. Henry,LV@TEN,19.00,0,0,0,0,0,0,20,85,1,0,5,58,0,0,0,0
Matt RyanM. Ryan,KC@IND,19.00,37,27,222,2,0,0,3,4,0,0,0,0,0,0,1,0
Saquon BarkleyS. Barkley,DAL@NYG,18.00,0,0,0,0,0,0,14,81,1,0,4,45,0,0,0,0
Patrick MahomesP. Mahomes,KC@IND,18.00,35,20,262,1,1,1,4,26,0,0,0,0,0,0,0,0
Marcus MariotaM. Mariota,ATL@SEA,18.00,20,13,229,1,1,0,7,4,1,0,0,0,0,0,1,0
Nick ChubbN. Chubb,PIT@CLE,17.00,0,0,0,0,0,0,23,113,1,0,0,0,0,0,0,0
James RobinsonJ. Robinson,JAX@LAC,17.00,0,0,0,0,0,0,17,100,1,0,3,16,0,0,0,0
Tyler BoydT. Boyd,CIN@NYJ,16.00,0,0,0,0,0,0,0,0,0,0,4,105,1,0,0,0
Tom BradyT. Brady,GB@TB,16.00,42,31,271,1,0,0,1,-1,0,0,0,0,0,0,0,0
Amari CooperA. Cooper,PIT@CLE,16.00,0,0,0,0,0,0,0,0,0,0,7,101,1,0,0,0
Dameon PierceD. Pierce,HOU@CHI,16.00,0,0,0,0,0,0,20,80,1,0,2,21,0,0,0,0
Jameis WinstonJ. Winston,NO@CAR,16.00,41,25,353,1,2,0,2,5,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,DET@MIN,15.00,41,25,277,1,1,0,2,8,0,0,0,0,0,0,0,0
Mac JonesM. Jones,BAL@NE,15.00,32,22,321,0,3,0,5,31,1,0,0,0,0,0,0,0
DeVante ParkerD. Parker,BAL@NE,15.00,0,0,0,0,0,0,0,0,0,0,5,156,0,0,0,0
Laviska ShenaultL. Shenault,NO@CAR,15.00,0,0,0,0,0,0,0,0,0,0,2,90,1,0,0,0
Rhamondre StevensonR. Stevenson,BAL@NE,15.00,0,0,0,0,0,0,12,73,1,0,4,28,0,0,0,0
A.J. BrownA. Brown,PHI@WAS,14.00,0,0,0,0,0,0,0,0,0,0,5,85,1,0,0,0
Marquise BrownM. Brown,LA@ARI,14.00,0,0,0,0,0,0,0,0,0,0,14,140,0,0,0,0
Dalvin CookD. Cook,DET@MIN,14.00,0,0,0,0,0,0,17,96,1,0,0,0,0,0,1,0
Chase EdmondsC. Edmonds,BUF@MIA,14.00,0,0,0,0,0,0,6,21,2,0,1,6,0,0,0,0
Justin HerbertJ. Herbert,JAX@LAC,14.00,45,25,297,1,1,0,1,7,0,0,0,0,0,0,1,0
Zay JonesZ. Jones,JAX@LAC,14.00,0,0,0,0,0,0,1,0,0,0,10,85,1,0,0,0
CeeDee LambC. Lamb,DAL@NYG,14.00,0,0,0,0,0,0,0,0,0,0,8,87,1,0,0,0
David NjokuD. Njoku,PIT@CLE,14.00,0,0,0,0,0,0,0,0,0,0,9,89,1,0,0,0
Chris OlaveC. Olave,NO@CAR,14.00,0,0,0,0,0,0,0,0,0,0,9,147,0,0,0,0
Cooper RushC. Rush,DAL@NYG,14.00,31,21,215,1,0,0,2,-2,0,0,0,0,0,0,0,0
Devin SingletaryD. Singletary,BUF@MIA,14.00,0,0,0,0,0,0,9,13,0,0,9,78,1,0,0,0
Mitchell TrubiskyM. Trubisky,PIT@CLE,14.00,32,20,207,0,0,0,2,7,1,0,0,0,0,0,0,0
Romeo DoubsR. Doubs,GB@TB,13.00,0,0,0,0,0,0,0,0,0,0,8,73,1,0,0,0
Ezekiel ElliottE. Elliott,DAL@NYG,13.00,0,0,0,0,0,0,15,73,1,0,1,2,0,0,0,0
Russell GageR. Gage,GB@TB,13.00,0,0,0,0,0,0,0,0,0,0,12,87,1,0,1,0
Travis KelceT. Kelce,KC@IND,13.00,0,0,0,0,0,0,1,1,0,0,4,58,1,1,0,0
Christian KirkC. Kirk,JAX@LAC,13.00,0,0,0,0,0,0,0,0,0,0,6,72,1,0,0,0
Isaiah McKenzieI. McKenzie,BUF@MIA,13.00,0,0,0,0,0,0,1,6,0,0,7,76,1,0,0,0
K.J. OsbornK. Osborn,DET@MIN,13.00,0,0,0,0,0,0,0,0,0,0,5,73,1,0,0,0
Tua TagovailoaT. Tagovailoa,BUF@MIA,13.00,18,13,186,1,0,0,1,0,0,0,0,0,0,0,0,0
Jelani WoodsJ. Woods,KC@IND,13.00,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,0
Daniel JonesD. Jones,DAL@NYG,12.00,37,20,196,0,1,0,9,79,0,0,0,0,0,0,0,0
Cooper KuppC. Kupp,LA@ARI,12.00,0,0,0,0,0,0,1,20,1,0,4,44,0,0,0,0
Baker MayfieldB. Mayfield,NO@CAR,12.00,25,12,170,1,0,0,1,-1,0,0,0,0,0,0,0,0
D.K. MetcalfD. Metcalf,ATL@SEA,12.00,0,0,0,0,0,0,0,0,0,0,5,64,1,0,0,0
Kyler MurrayK. Murray,LA@ARI,12.00,58,37,314,0,0,0,2,8,0,0,0,0,0,0,0,0
Adam ThielenA. Thielen,DET@MIN,12.00,0,0,0,0,0,0,0,0,0,0,6,61,1,0,0,0
Cam AkersC. Akers,LA@ARI,11.00,0,0,0,0,0,0,12,61,1,0,0,0,0,0,1,0
Jimmy GaroppoloJ. Garoppolo,SF@DEN,11.00,29,18,211,1,1,0,1,0,0,0,0,0,0,0,1,0
Drake LondonD. London,ATL@SEA,11.00,0,0,0,0,0,0,0,0,0,0,3,54,1,0,0,0
Davis MillsD. Mills,HOU@CHI,11.00,32,20,245,1,2,0,0,0,0,0,0,0,0,0,0,0
Samaje PerineS. Perine,CIN@NYJ,11.00,0,0,0,0,0,0,9,47,0,0,2,14,1,0,0,0
Melvin GordonM. Gordon,SF@DEN,10.00,0,0,0,0,0,0,12,26,1,0,5,29,0,0,0,0
Damien HarrisD. Harris,BAL@NE,10.00,0,0,0,0,0,0,11,41,1,0,2,5,0,0,0,0
Najee HarrisN. Harris,PIT@CLE,10.00,0,0,0,0,0,0,15,56,1,0,3,5,0,0,1,0
Allen LazardA. Lazard,GB@TB,10.00,0,0,0,0,0,0,0,0,0,0,4,45,1,0,0,0
Christian McCaffreyC. McCaffrey,NO@CAR,10.00,0,0,0,0,0,0,25,108,0,0,2,7,0,0,0,0
Terry McLaurinT. McLaurin,PHI@WAS,10.00,0,0,0,0,0,0,0,0,0,0,6,102,0,0,0,0
Tony PollardT. Pollard,DAL@NYG,10.00,0,0,0,0,0,0,13,105,0,0,0,0,0,0,0,0
Tre'Quan SmithT. Smith,NO@CAR,10.00,0,0,0,0,0,0,0,0,0,0,4,105,0,0,0,0
Jaylen WaddleJ. Waddle,BUF@MIA,10.00,0,0,0,0,0,0,1,9,0,0,4,102,0,0,0,0
Davante AdamsD. Adams,LV@TEN,9.00,0,0,0,0,0,0,1,-4,0,0,5,36,1,0,0,0
Brandon AiyukB. Aiyuk,SF@DEN,9.00,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0
Jordan AkinsJ. Akins,HOU@CHI,9.00,0,0,0,0,0,0,0,0,0,0,3,31,1,0,0,0
Will DisslyW. Dissly,ATL@SEA,9.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0
Clyde Edwards-HelaireC. Edwards-Helaire,KC@IND,9.00,0,0,0,0,0,0,7,0,1,0,5,39,0,0,0,0
Antonio GibsonA. Gibson,PHI@WAS,9.00,0,0,0,0,0,0,12,38,1,0,1,2,0,0,0,0
