Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Tua TagovailoaT. Tagovailoa,MIA@BAL,50.00,50,36,469,6,2,0,1,1,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,MIA@BAL,47.00,29,21,318,3,0,0,9,119,1,0,0,0,0,0,0,0
Josh AllenJ. Allen,TEN@BUF,37.00,38,26,317,4,0,0,1,10,0,0,0,0,0,0,0,0
Joe FlaccoJ. Flacco,NYJ@CLE,35.00,44,26,307,4,0,0,2,6,0,0,0,0,0,0,1,0
Jared GoffJ. Goff,WAS@DET,34.00,34,20,256,4,0,0,2,-2,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,MIN@PHI,34.00,31,26,333,1,1,0,11,57,2,0,0,0,0,0,0,0
Carson WentzC. Wentz,WAS@DET,33.00,46,30,337,3,1,1,2,23,0,0,0,0,0,0,0,0
Stefon DiggsS. Diggs,TEN@BUF,32.00,0,0,0,0,0,0,0,0,0,0,12,148,3,0,0,0
Tyreek HillT. Hill,MIA@BAL,31.00,0,0,0,0,0,0,0,0,0,0,11,190,2,0,0,0
Justin HerbertJ. Herbert,LAC@KC,29.00,48,33,334,3,1,0,2,1,0,0,0,0,0,0,0,0
Amon-Ra St. BrownA. St. Brown,WAS@DET,29.00,0,0,0,0,0,0,2,68,0,0,9,116,2,0,0,0
Jaylen WaddleJ. Waddle,MIA@BAL,29.00,0,0,0,0,0,0,0,0,0,0,11,171,2,0,0,0
Nick ChubbN. Chubb,NYJ@CLE,28.00,0,0,0,0,0,0,17,87,3,0,3,26,0,0,0,0
Aaron JonesA. Jones,CHI@GB,28.00,0,0,0,0,0,0,15,132,1,0,3,38,1,0,0,0
Kyler MurrayK. Murray,ARI@LV,27.00,49,31,277,1,1,1,5,28,1,1,0,0,0,0,0,0
Matthew StaffordM. Stafford,ATL@LA,24.00,36,27,272,3,2,0,0,0,0,0,0,0,0,0,0,0
Derek CarrD. Carr,ARI@LV,22.00,39,25,252,2,0,0,1,9,0,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,IND@JAX,22.00,30,25,235,2,0,0,3,11,0,0,0,0,0,0,0,0
Garrett WilsonG. Wilson,NYJ@CLE,22.00,0,0,0,0,0,0,1,-2,0,0,8,102,2,0,0,0
Cooper KuppC. Kupp,ATL@LA,21.00,0,0,0,0,0,0,0,0,0,0,11,108,2,0,1,0
Patrick MahomesP. Mahomes,LAC@KC,21.00,35,24,235,2,0,0,2,-1,0,0,0,0,0,0,0,0
Aaron RodgersA. Rodgers,CHI@GB,21.00,25,19,234,2,0,0,5,10,0,0,0,0,0,0,1,0
Christian KirkC. Kirk,IND@JAX,19.00,0,0,0,0,0,0,0,0,0,0,6,78,2,0,0,0
Jimmy GaroppoloJ. Garoppolo,SEA@SF,18.00,21,13,154,1,0,0,4,5,1,0,0,0,0,0,0,0
Nelson AgholorN. Agholor,NE@PIT,17.00,0,0,0,0,0,0,0,0,0,0,6,110,1,0,0,0
Jacoby BrissettJ. Brissett,NYJ@CLE,17.00,27,22,229,1,1,0,6,43,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@DAL,17.00,36,24,199,1,0,1,4,26,0,0,0,0,0,0,0,0
Marcus MariotaM. Mariota,ATL@LA,17.00,26,17,196,2,2,1,6,16,0,0,0,0,0,0,1,0
Mike WilliamsM. Williams,LAC@KC,17.00,0,0,0,0,0,0,0,0,0,0,8,113,1,0,0,0
Mark AndrewsM. Andrews,MIA@BAL,16.00,0,0,0,0,0,0,1,3,0,0,9,104,1,0,0,0
Rashod BatemanR. Bateman,MIA@BAL,16.00,0,0,0,0,0,0,0,0,0,0,4,108,1,0,0,0
Amari CooperA. Cooper,NYJ@CLE,16.00,0,0,0,0,0,0,0,0,0,0,9,101,1,0,0,0
Drake LondonD. London,ATL@LA,16.00,0,0,0,0,0,0,0,0,0,0,8,86,1,1,0,0
Noah BrownN. Brown,CIN@DAL,15.00,0,0,0,0,0,0,0,0,0,0,5,91,1,0,0,0
Daniel JonesD. Jones,CAR@NYG,15.00,34,22,176,1,0,0,10,21,0,0,0,0,0,0,0,0
Tony PollardT. Pollard,CIN@DAL,15.00,0,0,0,0,0,0,9,43,1,0,4,55,0,0,0,0
Cooper RushC. Rush,CIN@DAL,15.00,31,19,235,1,0,0,1,2,0,0,0,0,0,0,0,0
Curtis SamuelC. Samuel,WAS@DET,15.00,0,0,0,0,0,0,1,21,0,0,7,78,1,0,0,0
Corey DavisC. Davis,NYJ@CLE,14.00,0,0,0,0,0,0,0,0,0,0,2,83,1,0,0,0
Damien HarrisD. Harris,NE@PIT,14.00,0,0,0,0,0,0,15,71,1,0,2,16,0,0,0,0
Mac JonesM. Jones,NE@PIT,14.00,35,21,252,1,1,0,7,6,0,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,CAR@NYG,14.00,29,14,145,1,0,0,6,35,0,0,0,0,0,0,0,0
D'Andre SwiftD. Swift,WAS@DET,14.00,0,0,0,0,0,0,5,56,0,0,2,31,1,0,0,0
Jahan DotsonJ. Dotson,WAS@DET,13.00,0,0,0,0,0,0,0,0,0,0,4,59,1,1,0,0
