Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Lamar JacksonL. Jackson,BAL@TB,45.00,22,17,281,5,0,0,9,52,0,0,0,0,0,0,1,0
Baker MayfieldB. Mayfield,BAL@TB,32.00,45,31,370,3,2,1,5,22,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,NYJ@PIT,28.00,29,16,264,2,0,0,3,3,1,0,0,0,0,0,0,0
Jahmyr GibbsJ. Gibbs,DET@MIN,27.00,0,0,0,0,0,0,15,116,2,0,4,44,0,0,0,0
Josh AllenJ. Allen,TEN@BUF,24.00,33,21,323,2,0,0,3,1,0,0,0,0,0,0,0,0
Saquon BarkleyS. Barkley,PHI@NYG,24.00,0,0,0,0,0,0,17,176,1,0,2,11,0,0,0,0
Jalen HurtsJ. Hurts,PHI@NYG,24.00,14,10,114,1,0,0,7,22,2,0,0,0,0,0,0,0
Drake MayeD. Maye,NE@JAX,24.00,37,26,276,2,0,0,3,18,0,0,0,0,0,0,0,0
Cartavious BigsbyC. Bigsby,NE@JAX,23.00,0,0,0,0,0,0,26,118,2,0,0,0,0,0,0,0
Jared GoffJ. Goff,DET@MIN,23.00,25,22,280,2,0,0,2,-4,0,0,0,0,0,0,0,0
Derrick HenryD. Henry,BAL@TB,23.00,0,0,0,0,0,0,15,169,0,0,1,13,1,0,0,0
Marcus MariotaM. Mariota,CAR@WAS,23.00,23,18,205,2,0,0,11,34,0,0,0,0,0,0,0,0
Joe MixonJ. Mixon,HOU@GB,23.00,0,0,0,0,0,0,25,115,2,0,2,9,0,0,0,0
Rachaad WhiteR. White,BAL@TB,23.00,0,0,0,0,0,0,10,40,0,0,6,71,2,0,0,0
Jordan LoveJ. Love,HOU@GB,22.00,33,24,220,3,2,0,0,0,0,0,0,0,0,0,0,0
Javonte WilliamsJ. Williams,DEN@NO,22.00,0,0,0,0,0,0,14,88,2,0,3,23,0,0,0,0
Kyler MurrayK. Murray,LAC@ARI,21.00,26,14,145,1,1,0,6,64,1,0,0,0,0,0,0,0
Geno SmithG. Smith,SEA@ATL,21.00,28,18,207,2,0,0,4,15,0,0,0,0,0,0,0,0
Bijan RobinsonB. Robinson,SEA@ATL,20.00,0,0,0,0,0,0,21,103,1,0,3,40,0,0,0,0
Kenneth WalkerK. Walker,SEA@ATL,20.00,0,0,0,0,0,0,14,69,1,0,2,24,1,0,0,0
Joe BurrowJ. Burrow,CIN@CLE,19.00,25,15,181,2,0,0,3,-3,0,0,0,0,0,0,0,0
Breece HallB. Hall,NYJ@PIT,19.00,0,0,0,0,0,0,12,38,1,0,6,103,0,0,0,0
Kareem HuntK. Hunt,KC@SF,19.00,0,0,0,0,0,0,22,78,2,0,2,5,0,0,0,0
Kyren WilliamsK. Williams,LV@LA,19.00,0,0,0,0,0,0,21,76,2,0,0,0,0,0,0,0
Rashod BatemanR. Bateman,BAL@TB,18.00,0,0,0,0,0,0,0,0,0,0,4,121,1,0,0,0
Sam DarnoldS. Darnold,DET@MIN,17.00,27,22,259,1,1,0,4,39,0,0,0,0,0,0,0,0
Aaron JonesA. Jones,DET@MIN,17.00,0,0,0,0,0,0,14,93,1,0,3,23,0,0,0,0
George PickensG. Pickens,NYJ@PIT,17.00,0,0,0,0,0,0,0,0,0,0,5,111,1,0,0,0
Amon-Ra St. BrownA. St. Brown,DET@MIN,17.00,0,0,0,0,0,0,0,0,0,0,8,112,1,0,0,0
Mark AndrewsM. Andrews,BAL@TB,16.00,0,0,0,0,0,0,0,0,0,0,4,41,2,0,0,0
Najee HarrisN. Harris,NYJ@PIT,16.00,0,0,0,0,0,0,21,102,1,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,NE@JAX,16.00,20,15,193,1,0,1,2,13,0,0,0,0,0,0,0,0
Brock PurdyB. Purdy,KC@SF,16.00,31,17,212,0,3,0,8,27,2,0,0,0,0,0,0,0
Brian ThomasB. Thomas,NE@JAX,16.00,0,0,0,0,0,0,2,2,0,0,5,89,1,1,0,0
James ConnerJ. Conner,LAC@ARI,15.00,0,0,0,0,0,0,19,101,0,0,2,51,0,0,0,0
D.K. MetcalfD. Metcalf,SEA@ATL,15.00,0,0,0,0,0,0,0,0,0,0,4,99,1,0,0,0
Aaron RodgersA. Rodgers,NYJ@PIT,15.00,39,24,276,1,2,1,0,0,0,0,0,0,0,0,0,0
Jonnu SmithJ. Smith,MIA@IND,15.00,0,0,0,0,0,0,0,0,0,0,7,96,1,0,0,0
A.J. BrownA. Brown,PHI@NYG,14.00,0,0,0,0,0,0,0,0,0,0,5,89,1,0,0,0
Tee HigginsT. Higgins,CIN@CLE,14.00,0,0,0,0,0,0,0,0,0,0,4,82,1,0,0,0
Josh JacobsJ. Jacobs,HOU@GB,14.00,0,0,0,0,0,0,12,76,0,0,5,16,1,0,0,0
Justin JeffersonJ. Jefferson,DET@MIN,14.00,0,0,0,0,0,0,1,3,0,0,7,81,1,0,0,0
Justin HerbertJ. Herbert,LAC@ARI,13.00,39,27,349,0,0,0,2,8,0,0,0,0,0,0,0,0
Mar'Keise IrvingM. Irving,BAL@TB,13.00,0,0,0,0,0,0,9,23,1,0,3,54,0,0,0,0
Bo NixB. Nix,DEN@NO,13.00,26,16,164,0,0,0,10,75,0,0,0,0,0,0,0,0
David NjokuD. Njoku,CIN@CLE,13.00,0,0,0,0,0,0,0,0,0,0,10,76,1,0,0,0
