Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Dak PrescottD. Prescott,ATL@DAL,42.00,47,34,450,1,0,0,5,18,3,0,0,0,0,0,1,0
Russell WilsonR. Wilson,NE@SEA,42.00,28,21,288,5,1,0,5,39,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,BUF@MIA,41.00,35,24,415,4,0,0,4,19,0,0,0,0,0,0,0,0
Aaron JonesA. Jones,DET@GB,40.00,0,0,0,0,0,0,18,168,2,0,4,68,1,0,0,0
Cam NewtonC. Newton,NE@SEA,35.00,44,30,397,1,1,0,11,47,2,0,0,0,0,0,0,0
Matt RyanM. Ryan,ATL@DAL,35.00,36,24,273,4,0,0,4,16,0,0,0,0,0,0,0,0
Ryan TannehillR. Tannehill,JAX@TEN,34.00,24,18,239,4,0,0,4,12,0,0,0,0,0,0,0,0
Kyler MurrayK. Murray,WAS@ARI,33.00,38,26,286,1,1,0,8,67,2,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,KC@LAC,31.00,47,27,302,2,0,1,6,54,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@CLE,30.00,61,37,316,3,0,0,7,19,0,0,0,0,0,0,1,0
Jared GoffJ. Goff,LA@PHI,29.00,27,20,267,3,0,0,7,13,0,0,0,0,0,0,0,0
Derek CarrD. Carr,NO@LV,28.00,38,28,284,3,0,0,3,3,0,0,0,0,0,0,1,0
Ryan FitzpatrickR. Fitzpatrick,BUF@MIA,28.00,47,31,328,2,0,1,3,12,0,0,0,0,0,0,0,0
Alvin KamaraA. Kamara,NO@LV,28.00,0,0,0,0,0,0,13,79,2,0,9,95,0,0,0,0
Gardner MinshewG. Minshew,JAX@TEN,28.00,45,30,339,3,2,0,4,19,0,0,0,0,0,0,0,0
Nick ChubbN. Chubb,CIN@CLE,24.00,0,0,0,0,0,0,22,124,2,0,1,9,0,0,0,0
Leonard FournetteL. Fournette,CAR@TB,23.00,0,0,0,0,0,0,12,103,2,0,4,13,0,0,0,0
Justin HerbertJ. Herbert,KC@LAC,23.00,33,22,311,1,1,0,4,18,1,0,0,0,0,0,0,0
Tyler HigbeeT. Higbee,LA@PHI,23.00,0,0,0,0,0,0,0,0,0,0,5,54,3,0,0,0
Jeff DriskelJ. Driskel,DEN@PIT,22.00,34,18,256,2,1,1,2,5,0,0,0,0,0,0,0,0
Calvin RidleyC. Ridley,ATL@DAL,22.00,0,0,0,0,0,0,0,0,0,0,7,109,2,0,0,0
Aaron RodgersA. Rodgers,DET@GB,22.00,30,18,240,2,0,0,2,12,0,0,1,-6,0,0,0,0
Ben RoethlisbergerB. Roethlisberger,DEN@PIT,22.00,41,29,311,2,1,0,3,-2,0,0,0,0,0,0,0,0
Stefon DiggsS. Diggs,BUF@MIA,21.00,0,0,0,0,0,0,0,0,0,0,8,153,1,0,0,0
Kareem HuntK. Hunt,CIN@CLE,21.00,0,0,0,0,0,0,10,86,1,0,2,15,1,0,0,0
Jonnu SmithJ. Smith,JAX@TEN,20.00,0,0,0,0,0,0,0,0,0,0,4,84,2,0,0,0
Mike GesickiM. Gesicki,BUF@MIA,19.00,0,0,0,0,0,0,0,0,0,0,8,130,1,0,0,0
Lamar JacksonL. Jackson,BAL@HOU,19.00,24,18,204,1,0,0,16,54,0,0,0,0,0,0,0,0
Christian McCaffreyC. McCaffrey,CAR@TB,19.00,0,0,0,0,0,0,18,59,2,0,4,29,0,0,0,0
Matthew StaffordM. Stafford,DET@GB,19.00,33,20,244,2,1,0,1,4,0,0,0,0,0,0,0,0
Darrell HendersonD. Henderson,LA@PHI,18.00,0,0,0,0,0,0,12,81,1,0,2,40,0,0,0,0
Baker MayfieldB. Mayfield,CIN@CLE,18.00,23,16,219,2,1,0,3,5,0,0,0,0,0,0,0,0
Terry McLaurinT. McLaurin,WAS@ARI,18.00,0,0,0,0,0,0,0,0,0,0,7,125,1,0,0,0
David MontgomeryD. Montgomery,NYG@CHI,18.00,0,0,0,0,0,0,16,82,0,0,3,45,1,0,0,0
James ConnerJ. Conner,DEN@PIT,17.00,0,0,0,0,0,0,16,106,1,0,2,15,0,0,0,0
Julian EdelmanJ. Edelman,NE@SEA,17.00,0,0,0,0,0,0,0,0,0,0,8,179,0,0,0,0
Jimmy GaroppoloJ. Garoppolo,SF@NYJ,17.00,16,14,131,2,0,0,0,0,0,0,0,0,0,0,0,0
Jordan ReedJ. Reed,SF@NYJ,17.00,0,0,0,0,0,0,0,0,0,0,7,50,2,0,0,0
James RobinsonJ. Robinson,JAX@TEN,17.00,0,0,0,0,0,0,16,102,1,0,3,18,0,0,0,0
Miles SandersM. Sanders,LA@PHI,17.00,0,0,0,0,0,0,20,95,1,0,3,36,0,0,1,0
Drew BreesD. Brees,NO@LV,16.00,38,26,312,1,1,0,0,0,0,0,0,0,0,0,0,0
Chris CarsonC. Carson,NE@SEA,16.00,0,0,0,0,0,0,17,72,0,0,3,36,1,0,0,0
Ezekiel ElliottE. Elliott,ATL@DAL,16.00,0,0,0,0,0,0,22,89,1,0,6,33,0,0,1,0
Mike EvansM. Evans,CAR@TB,16.00,0,0,0,0,0,0,0,0,0,0,7,104,1,0,0,0
Raheem MostertR. Mostert,SF@NYJ,16.00,0,0,0,0,0,0,8,92,1,0,2,15,0,0,0,0
Jonathan TaylorJ. Taylor,MIN@IND,16.00,0,0,0,0,0,0,26,101,1,0,2,9,0,0,0,0
Mitchell TrubiskyM. Trubisky,NYG@CHI,16.00,28,18,190,2,2,0,4,16,0,0,0,0,0,0,0,0
Darren WallerD. Waller,NO@LV,16.00,0,0,0,0,0,0,0,0,0,0,12,105,1,0,0,0
Deshaun WatsonD. Watson,BAL@HOU,16.00,36,25,275,1,1,0,5,17,0,0,0,0,0,0,0,0
Tyreek HillT. Hill,KC@LAC,15.00,0,0,0,0,0,0,1,9,0,0,5,99,1,0,0,0
Diontae JohnsonD. Johnson,DEN@PIT,15.00,0,0,0,0,0,0,0,0,0,0,8,92,1,0,0,0
Travis KelceT. Kelce,KC@LAC,15.00,0,0,0,0,0,0,0,0,0,0,9,90,1,0,0,0
D.K. MetcalfD. Metcalf,NE@SEA,15.00,0,0,0,0,0,0,0,0,0,0,4,92,1,0,0,0
John BrownJ. Brown,BUF@MIA,14.00,0,0,0,0,0,0,0,0,0,0,4,82,1,0,0,0
