Player,Opp,Pts*,XPA,XPM,FGA,FGM,50+
Harrison ButkerKCH. ButkerKC,vs DEN,16,1,1,5,5,0
Jason SandersMIAJ. SandersMIA,vs CIN,13,1,1,4,4,0
Younghoe KooATLY. KooATL,vs NO,12,1,1,3,3,1
Dustin HopkinsWASD. HopkinsWAS,@ PIT,11,2,2,3,3,0
Cody ParkeyCLEC. ParkeyCLE,@ TEN,11,5,5,2,2,0
Tyler BassBUFT. BassBUF,@ SF,10,4,4,2,2,0
Ka'imi FairbairnHOUK. FairbairnHOU,vs IND,10,2,2,3,2,1
Justin TuckerBALJ. TuckerBAL,vs DAL,10,4,4,3,2,0
Nick FolkNEN. FolkNE,@ LAC,9,6,6,1,1,0
Matt GayLAM. GayLA,@ ARI,8,5,5,2,1,0
Dan BaileyMIND. BaileyMIN,vs JAX,7,3,1,3,2,0
Daniel CarlsonLVD. CarlsonLV,@ NYJ,7,4,4,1,1,0
Rodrigo BlankenshipINDR. BlankenshipIND,@ HOU,6,3,3,1,1,0
Mason CrosbyGBM. CrosbyGB,vs PHI,6,4,3,1,1,0
Jake ElliottPHIJ. ElliottPHI,@ GB,6,2,1,1,1,1
Robbie GouldSFR. GouldSF,vs BUF,6,3,3,1,1,0
Brandon McManusDENB. McManusDEN,@ KC,6,1,1,2,1,1
Cairo SantosCHIC. SantosCHI,vs DET,6,4,3,1,1,0
Matthew WrightPITM. WrightPIT,vs WAS,5,2,2,1,1,0
Greg ZuerleinDALG. ZuerleinDAL,@ BAL,5,2,2,4,1,0
Zane GonzalezARIZ. GonzalezARI,vs LA,4,4,4,1,0,0
Chase McLaughlinNYJC. McLaughlinNYJ,@ MIN,4,2,1,2,1,0
Jason MyersSEAJ. MyersSEA,vs NYG,4,1,1,1,1,0
Matt PraterDETM. PraterDET,@ CHI,4,5,4,0,0,0
Graham GanoNYGG. GanoNYG,@ SEA,3,1,0,1,1,0
Stephen GostkowskiTENS. GostkowskiTEN,vs CLE,3,3,3,0,0,0
Wil LutzNOW. LutzNO,@ ATL,3,3,3,1,0,0
Sergio CastilloNYJS. CastilloNYJ,vs LV,2,3,2,0,0,0
Randy BullockCINR. BullockCIN,@ MIA,1,1,1,1,0,0
Michael BadgleyLACM. BadgleyLAC,vs NE,0,0,0,2,0,0
