Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Joe BurrowJ. Burrow,CIN@PIT,34.00,39,24,355,4,2,0,4,5,0,0,0,0,0,0,0,0
Jimmy GaroppoloJ. Garoppolo,SF@ARI,33.00,29,20,228,4,0,0,1,3,0,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,KC@LAC,33.00,34,20,329,3,0,0,4,23,0,0,0,0,0,0,0,0
Jacoby BrissettJ. Brissett,CLE@BUF,31.00,41,28,324,3,0,0,7,29,0,0,0,0,0,0,1,0
Tony PollardT. Pollard,DAL@MIN,30.00,0,0,0,0,0,0,15,80,0,0,6,109,2,0,0,0
Travis KelceT. Kelce,KC@LAC,29.00,0,0,0,0,0,0,0,0,0,0,6,115,3,0,0,0
Andy DaltonA. Dalton,LA@NO,28.00,25,21,260,3,0,0,2,-2,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,LV@DEN,26.00,0,0,0,0,0,0,0,0,0,0,7,141,2,0,0,0
Jalen HurtsJ. Hurts,PHI@IND,26.00,25,18,190,1,0,0,16,86,1,0,0,0,0,0,1,0
Daniel JonesD. Jones,DET@NYG,26.00,44,27,341,1,2,0,7,50,1,0,0,0,0,0,0,0
Samaje PerineS. Perine,CIN@PIT,26.00,0,0,0,0,0,0,11,30,0,0,4,52,3,0,0,0
Derek CarrD. Carr,LV@DEN,24.00,37,23,307,2,0,0,0,0,0,0,0,0,0,0,0,0
Justin FieldsJ. Fields,CHI@ATL,24.00,21,14,153,1,1,0,18,85,1,0,0,0,0,0,0,0
Derrick HenryD. Henry,TEN@GB,24.00,2,2,4,1,0,0,28,87,1,0,2,45,0,0,0,0
Dak PrescottD. Prescott,DAL@MIN,24.00,25,22,276,2,0,0,3,16,0,0,0,0,0,0,0,0
Jamaal WilliamsJ. Williams,DET@NYG,24.00,0,0,0,0,0,0,17,64,3,0,0,0,0,0,0,0
Amari CooperA. Cooper,CLE@BUF,23.00,0,0,0,0,0,0,0,0,0,0,8,113,2,0,0,0
Najee HarrisN. Harris,CIN@PIT,23.00,0,0,0,0,0,0,20,90,2,0,4,26,0,0,0,0
Aaron RodgersA. Rodgers,TEN@GB,23.00,39,24,227,2,0,1,0,0,0,0,0,0,0,0,0,0
Ryan TannehillR. Tannehill,TEN@GB,23.00,27,22,333,2,1,0,3,-3,0,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,KC@LAC,22.00,30,23,280,2,1,0,5,17,0,0,1,-2,0,0,0,0
Josh PalmerJ. Palmer,KC@LAC,22.00,0,0,0,0,0,0,0,0,0,0,8,106,2,0,0,0
George KittleG. Kittle,SF@ARI,20.00,0,0,0,0,0,0,0,0,0,0,4,84,2,0,0,0
Marcus MariotaM. Mariota,CHI@ATL,19.00,20,13,131,1,0,0,13,25,1,0,0,0,0,0,0,0
Matthew StaffordM. Stafford,LA@NO,18.00,18,11,159,2,0,0,1,4,0,0,0,0,0,0,0,0
David MontgomeryD. Montgomery,CHI@ATL,17.00,0,0,0,0,0,0,17,67,1,0,3,54,0,0,0,0
Kenny PickettK. Pickett,CIN@PIT,17.00,42,25,265,1,0,0,2,14,0,0,0,0,0,0,0,0
Ezekiel ElliottE. Elliott,DAL@MIN,16.00,0,0,0,0,0,0,15,42,2,0,1,5,0,0,0,0
Chris OlaveC. Olave,LA@NO,16.00,0,0,0,0,0,0,0,0,0,0,5,102,1,0,0,0
Christian WatsonC. Watson,TEN@GB,16.00,0,0,0,0,0,0,1,3,0,0,4,48,2,0,0,0
Austin EkelerA. Ekeler,KC@LAC,15.00,0,0,0,0,0,0,19,83,1,0,2,17,0,0,0,0
