Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Kyler MurrayK. Murray,ARI@TEN,41.00,32,21,289,4,1,0,5,20,1,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,CLE@KC,38.00,36,27,337,3,0,0,5,18,1,0,0,0,0,0,0,0
Jameis WinstonJ. Winston,GB@NO,38.00,20,14,148,5,0,0,6,37,0,0,0,0,0,0,0,0
Tom BradyT. Brady,DAL@TB,35.00,50,32,379,4,2,0,0,0,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,SF@DET,34.00,57,38,338,3,1,2,3,14,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@ATL,34.00,35,27,264,3,0,0,7,62,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,SEA@IND,34.00,23,18,254,4,0,0,5,9,0,0,0,0,0,0,0,0
Dak PrescottD. Prescott,DAL@TB,33.00,58,42,403,3,1,0,4,13,0,0,0,0,0,0,0,0
Matthew StaffordM. Stafford,CHI@LA,30.00,26,20,321,3,0,0,5,-5,0,0,0,0,0,0,0,0
Derek CarrD. Carr,BAL@LV,27.00,56,34,435,2,1,0,4,6,0,0,0,0,0,0,0,0
Tyrod TaylorT. Taylor,JAX@HOU,27.00,33,21,291,2,0,0,4,40,0,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,MIN@CIN,26.00,49,36,351,2,0,0,0,0,0,0,0,0,0,0,0,0
Amari CooperA. Cooper,DAL@TB,25.00,0,0,0,0,0,0,0,0,0,0,13,139,2,0,0,0
Tyreek HillT. Hill,CLE@KC,25.00,0,0,0,0,0,0,1,4,0,0,11,197,1,0,0,0
Trevor LawrenceT. Lawrence,JAX@HOU,25.00,51,28,332,3,3,0,1,-2,0,0,0,0,0,0,0,0
Teddy BridgewaterT. Bridgewater,DEN@NYG,23.00,36,28,264,2,0,0,3,19,0,0,0,0,0,0,0,0
Daniel JonesD. Jones,DEN@NYG,23.00,37,22,267,1,0,0,6,27,1,0,0,0,0,0,1,0
Deebo SamuelD. Samuel,SF@DET,23.00,0,0,0,0,0,0,0,0,0,0,9,189,1,0,1,0
Carson WentzC. Wentz,SEA@IND,23.00,38,25,251,2,0,0,4,23,0,0,0,0,0,0,1,0
Joe BurrowJ. Burrow,MIN@CIN,22.00,27,20,261,2,0,0,1,2,0,0,0,0,0,0,0,0
Sam DarnoldS. Darnold,NYJ@CAR,22.00,35,24,279,1,0,0,5,-1,1,0,0,0,0,0,1,0
Tyler LockettT. Lockett,SEA@IND,22.00,0,0,0,0,0,0,0,0,0,0,4,100,2,0,0,0
Zach WilsonZ. Wilson,NYJ@CAR,22.00,37,20,258,2,1,0,0,0,0,1,0,0,0,0,0,0
Corey DavisC. Davis,NYJ@CAR,21.00,0,0,0,0,0,0,0,0,0,0,5,97,2,0,0,0
Rob GronkowskiR. Gronkowski,DAL@TB,21.00,0,0,0,0,0,0,0,0,0,0,8,90,2,0,0,0
Lamar JacksonL. Jackson,BAL@LV,21.00,30,19,235,1,0,0,12,86,0,0,0,0,0,0,2,0
Adam ThielenA. Thielen,MIN@CIN,21.00,0,0,0,0,0,0,0,0,0,0,9,92,2,0,0,0
Nick ChubbN. Chubb,CLE@KC,20.00,0,0,0,0,0,0,15,83,2,0,2,18,0,0,1,0
DeAndre HopkinsD. Hopkins,ARI@TEN,20.00,0,0,0,0,0,0,0,0,0,0,6,83,2,0,0,0
Joe MixonJ. Mixon,MIN@CIN,20.00,0,0,0,0,0,0,29,127,1,0,4,23,0,0,0,0
Josh AllenJ. Allen,PIT@BUF,19.00,51,30,270,1,0,0,9,44,0,0,0,0,0,0,1,0
Travis KelceT. Kelce,CLE@KC,19.00,0,0,0,0,0,0,0,0,0,0,6,76,2,0,0,0
Christian KirkC. Kirk,ARI@TEN,19.00,0,0,0,0,0,0,0,0,0,0,5,70,2,0,0,0
Antonio BrownA. Brown,DAL@TB,18.00,0,0,0,0,0,0,1,6,0,0,5,121,1,0,0,0
Tua TagovailoaT. Tagovailoa,MIA@NE,18.00,27,16,202,1,1,0,4,1,1,0,0,0,0,0,0,0
Jimmy GaroppoloJ. Garoppolo,SF@DET,17.00,25,17,314,1,0,0,3,2,0,0,0,0,0,0,1,0
Melvin GordonM. Gordon,DEN@NYG,17.00,0,0,0,0,0,0,11,101,1,0,3,17,0,0,0,0
T.J. HockensonT. Hockenson,SF@DET,17.00,0,0,0,0,0,0,0,0,0,0,8,97,1,1,0,0
Mac JonesM. Jones,MIA@NE,17.00,39,29,281,1,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffreyC. McCaffrey,NYJ@CAR,17.00,0,0,0,0,0,0,21,98,0,0,9,89,0,0,0,0
David MontgomeryD. Montgomery,CHI@LA,17.00,0,0,0,0,0,0,16,108,1,0,1,10,0,0,0,0
Sterling ShepardS. Shepard,DEN@NYG,17.00,0,0,0,0,0,0,0,0,0,0,7,113,1,0,0,0
Ryan TannehillR. Tannehill,ARI@TEN,17.00,35,21,212,1,1,0,2,17,1,0,0,0,0,0,2,0
Ja'Marr ChaseJ. Chase,MIN@CIN,16.00,0,0,0,0,0,0,1,-2,0,0,5,101,1,0,0,0
Justin HerbertJ. Herbert,LAC@WAS,16.00,47,31,337,1,1,0,4,-1,0,0,0,0,0,0,1,0
Cooper KuppC. Kupp,CHI@LA,16.00,0,0,0,0,0,0,0,0,0,0,7,108,1,0,0,0
CeeDee LambC. Lamb,DAL@TB,16.00,0,0,0,0,0,0,0,0,0,0,7,104,1,0,0,0
Elijah MitchellE. Mitchell,SF@DET,16.00,0,0,0,0,0,0,19,104,1,0,0,0,0,0,0,0
Zach PascalZ. Pascal,SEA@IND,16.00,0,0,0,0,0,0,0,0,0,0,4,43,2,0,0,0
Darren WallerD. Waller,BAL@LV,16.00,0,0,0,0,0,0,0,0,0,0,10,105,1,0,0,0
Jamaal WilliamsJ. Williams,SF@DET,16.00,0,0,0,0,0,0,9,54,1,0,8,56,0,0,0,0
Dalvin CookD. Cook,MIN@CIN,15.00,0,0,0,0,0,0,20,61,1,0,6,43,0,0,1,0
Chris GodwinC. Godwin,DAL@TB,15.00,0,0,0,0,0,0,0,0,0,0,9,105,1,0,1,0
Josh JacobsJ. Jacobs,BAL@LV,15.00,0,0,0,0,0,0,10,34,2,0,1,6,0,0,0,0
D'Andre SwiftD. Swift,SF@DET,15.00,0,0,0,0,0,0,11,39,0,0,8,65,1,0,0,0
D.J. CharkD. Chark,JAX@HOU,14.00,0,0,0,0,0,0,0,0,0,0,3,86,1,0,0,0
Darrell HendersonD. Henderson,CHI@LA,14.00,0,0,0,0,0,0,16,70,1,0,1,17,0,0,0,0
Mark IngramM. Ingram,JAX@HOU,14.00,0,0,0,0,0,0,26,85,1,0,0,0,0,0,0,0
Van JeffersonV. Jefferson,CHI@LA,14.00,0,0,0,0,0,0,0,0,0,0,2,80,1,0,0,0
Juwan JohnsonJ. Johnson,GB@NO,14.00,0,0,0,0,0,0,0,0,0,0,3,21,2,0,0,0
Alvin KamaraA. Kamara,GB@NO,14.00,0,0,0,0,0,0,20,83,0,0,3,8,1,0,0,0
