Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Kyler MurrayK. Murray,MIA@ARI,44.00,26,21,283,3,0,0,11,106,1,0,0,0,0,0,1,0
Josh AllenJ. Allen,SEA@BUF,41.00,38,31,415,3,0,0,7,14,1,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,CAR@KC,38.00,45,30,372,4,0,0,1,6,0,0,0,0,0,0,0,0
Dalvin CookD. Cook,DET@MIN,36.00,0,0,0,0,0,0,22,206,2,0,2,46,0,0,0,0
Aaron RodgersA. Rodgers,GB@SF,36.00,31,25,305,4,0,0,1,7,0,0,0,0,0,0,0,0
Drew LockD. Lock,DEN@ATL,32.00,48,25,313,2,1,0,7,47,1,0,0,0,0,0,0,0
Drew BreesD. Brees,NO@TB,31.00,32,26,222,4,0,0,2,-2,0,0,0,0,0,0,1,0
Teddy BridgewaterT. Bridgewater,CAR@KC,31.00,49,36,310,2,0,0,2,19,1,0,0,0,0,0,0,0
Ben RoethlisbergerB. Roethlisberger,PIT@DAL,30.00,42,29,306,3,0,0,1,8,0,0,0,0,0,0,0,0
Matt RyanM. Ryan,DEN@ATL,28.00,35,25,284,3,1,0,3,10,0,0,0,0,0,0,0,0
Deshaun WatsonD. Watson,HOU@JAX,28.00,32,19,281,2,0,0,10,50,0,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,LV@LAC,27.00,42,28,326,2,0,0,5,24,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,SEA@BUF,27.00,41,28,390,2,2,0,2,5,1,0,0,0,0,0,2,0
Kirk CousinsK. Cousins,DET@MIN,26.00,20,13,220,3,0,0,0,0,0,0,0,0,0,0,0,0
Joe FlaccoJ. Flacco,NE@NYJ,26.00,25,18,262,3,1,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffreyC. McCaffrey,CAR@KC,26.00,0,0,0,0,0,0,18,69,1,0,10,82,1,0,0,0
Nick FolesN. Foles,CHI@TEN,25.00,52,36,335,2,0,0,2,2,0,0,0,0,0,0,0,0
Richie JamesR. James,GB@SF,24.00,0,0,0,0,0,0,0,0,0,0,9,184,1,0,0,0
Tua TagovailoaT. Tagovailoa,MIA@ARI,24.00,28,20,248,2,0,0,7,35,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,GB@SF,23.00,0,0,0,0,0,0,0,0,0,0,10,173,1,0,0,0
Tyreek HillT. Hill,CAR@KC,23.00,0,0,0,0,0,0,1,8,0,0,9,113,2,0,0,0
Jake LutonJ. Luton,HOU@JAX,23.00,38,26,304,1,1,0,1,13,1,0,0,0,0,0,0,0
