Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Josh AllenJ. Allen,BUF@PHI,43.00,51,29,339,2,1,0,9,81,2,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,BUF@PHI,41.00,31,18,200,3,1,0,14,65,2,0,0,0,0,0,1,0
Dak PrescottD. Prescott,WAS@DAL,40.00,32,22,331,4,0,1,1,10,0,0,0,0,0,0,0,0
C.J. StroudC. Stroud,JAX@HOU,34.00,36,26,304,2,0,0,6,47,1,0,0,0,0,0,0,0
Kyren WilliamsK. Williams,LA@ARI,32.00,0,0,0,0,0,0,16,143,0,0,6,61,2,0,0,0
Jordan LoveJ. Love,GB@DET,31.00,32,22,268,3,0,0,3,39,0,0,0,0,0,0,0,0
Matthew StaffordM. Stafford,LA@ARI,31.00,33,25,229,4,1,0,1,2,0,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,JAX@HOU,26.00,38,23,364,1,1,1,2,0,1,0,0,0,0,0,0,0
Christian McCaffreyC. McCaffrey,SF@SEA,25.00,0,0,0,0,0,0,19,114,2,0,5,25,0,0,0,0
Jared GoffJ. Goff,GB@DET,24.00,44,29,332,2,0,1,3,9,0,0,0,0,0,0,3,0
Bijan RobinsonB. Robinson,NO@ATL,24.00,0,0,0,0,0,0,16,91,1,0,3,32,1,0,0,0
Patrick MahomesP. Mahomes,KC@LV,23.00,34,27,298,2,0,0,5,9,0,0,0,0,0,0,0,0
Kyler MurrayK. Murray,LA@ARI,22.00,45,27,256,1,0,0,1,2,1,0,0,0,0,0,0,0
Raheem MostertR. Mostert,MIA@NYJ,21.00,0,0,0,0,0,0,20,94,2,0,0,0,0,0,0,0
Jonathan TaylorJ. Taylor,TB@IND,21.00,0,0,0,0,0,0,15,91,2,0,0,0,0,0,0,0
Isiah PachecoI. Pacheco,KC@LV,20.00,0,0,0,0,0,0,15,55,2,0,5,34,0,0,0,0
Mike EvansM. Evans,TB@IND,19.00,0,0,0,0,0,0,0,0,0,0,6,70,2,0,0,0
Derrick HenryD. Henry,CAR@TEN,19.00,0,0,0,0,0,0,18,76,2,0,1,0,0,0,0,0
Russell WilsonR. Wilson,CLE@DEN,19.00,22,13,134,1,0,0,11,34,1,0,0,0,0,0,1,0
Josh JacobsJ. Jacobs,KC@LV,18.00,0,0,0,0,0,0,20,110,1,0,4,15,0,0,0,0
Zay FlowersZ. Flowers,BAL@LAC,17.00,0,0,0,0,0,0,1,37,1,0,5,25,1,0,0,0
Sam HowellS. Howell,WAS@DAL,17.00,44,28,300,0,1,0,2,13,1,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,TB@IND,17.00,30,20,199,2,1,0,3,14,0,0,0,0,0,0,1,0
Nico CollinsN. Collins,JAX@HOU,16.00,0,0,0,0,0,0,0,0,0,0,7,104,1,0,0,0
Gabriel DavisG. Davis,BUF@PHI,16.00,0,0,0,0,0,0,0,0,0,0,6,105,1,0,0,0
Tyreek HillT. Hill,MIA@NYJ,16.00,0,0,0,0,0,0,1,2,0,0,9,102,1,0,0,0
Lamar JacksonL. Jackson,BAL@LAC,16.00,32,18,177,1,0,0,11,39,0,0,0,0,0,0,0,0
Rashee RiceR. Rice,KC@LV,16.00,0,0,0,0,0,0,0,0,0,0,8,107,1,0,0,0
Calvin RidleyC. Ridley,JAX@HOU,16.00,0,0,0,0,0,0,0,0,0,0,5,89,1,1,0,0
DeVonta SmithD. Smith,BUF@PHI,16.00,0,0,0,0,0,0,0,0,0,0,7,106,1,0,0,0
Najee HarrisN. Harris,PIT@CIN,15.00,0,0,0,0,0,0,15,99,1,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,BAL@LAC,15.00,44,29,217,1,1,0,4,47,0,0,0,0,0,0,1,0
David MontgomeryD. Montgomery,GB@DET,15.00,0,0,0,0,0,0,15,71,1,1,0,0,0,0,0,0
Aidan O'ConnellA. O'Connell,KC@LV,15.00,33,23,248,1,0,0,0,0,0,0,0,0,0,0,0,0
Tony PollardT. Pollard,WAS@DAL,15.00,0,0,0,0,0,0,13,79,1,0,6,24,0,0,0,0
Rhamondre StevensonR. Stevenson,NE@NYG,15.00,0,0,0,0,0,0,21,98,1,0,5,9,0,0,0,0
Christian WatsonC. Watson,GB@DET,15.00,0,0,0,0,0,0,0,0,0,0,5,94,1,0,0,0
Tyler HigbeeT. Higbee,LA@ARI,14.00,0,0,0,0,0,0,0,0,0,0,5,29,2,0,0,0
Chuba HubbardC. Hubbard,CAR@TEN,14.00,0,0,0,0,0,0,14,45,1,0,5,47,0,0,0,0
Gardner MinshewG. Minshew,TB@IND,14.00,41,24,251,0,1,0,3,6,1,0,0,0,0,0,0,0
