Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
D.J. MooreD. Moore,CHI@WAS,41.00,0,0,0,0,0,0,0,0,0,0,8,230,3,0,0,0
Justin FieldsJ. Fields,CHI@WAS,40.00,29,15,282,4,0,0,11,57,0,0,0,0,0,0,0,0
Ja'Marr ChaseJ. Chase,CIN@ARI,37.00,0,0,0,0,0,0,0,0,0,0,15,192,3,0,0,0
Brock PurdyB. Purdy,DAL@SF,34.00,24,17,252,4,0,0,0,0,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,CAR@DET,33.00,28,20,236,3,0,0,2,0,1,0,0,0,0,0,0,0
Josh AllenJ. Allen,JAX@BUF,31.00,40,27,359,2,1,0,4,14,1,0,0,0,0,0,0,0
Travis EtienneT. Etienne,JAX@BUF,31.00,0,0,0,0,0,0,26,136,2,1,4,48,0,0,0,0
Zack MossZ. Moss,TEN@IND,31.00,0,0,0,0,0,0,23,165,2,0,2,30,0,0,0,0
Jalen HurtsJ. Hurts,PHI@LA,29.00,38,25,303,1,1,0,15,72,1,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@ARI,28.00,46,36,317,3,1,0,4,7,0,0,0,0,0,0,0,0
Sam HowellS. Howell,CHI@WAS,28.00,51,37,388,2,1,0,4,19,0,1,0,0,0,0,0,0
Desmond RidderD. Ridder,HOU@ATL,28.00,37,28,329,1,0,1,4,10,1,0,0,0,0,0,0,0
Breece HallB. Hall,NYJ@DEN,24.00,0,0,0,0,0,0,22,177,1,0,3,17,0,0,0,0
Tyreek HillT. Hill,NYG@MIA,24.00,0,0,0,0,0,0,0,0,0,0,8,181,1,0,0,0
George KittleG. Kittle,DAL@SF,24.00,0,0,0,0,0,0,0,0,0,0,3,67,3,0,0,0
Kirk CousinsK. Cousins,KC@MIN,23.00,47,29,284,2,0,0,3,5,0,0,0,0,0,0,0,0
Patrick MahomesP. Mahomes,KC@MIN,23.00,41,31,281,2,0,0,0,0,0,0,0,0,0,0,0,0
Bryce YoungB. Young,CAR@DET,23.00,41,25,247,3,2,0,1,4,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,NYJ@DEN,22.00,31,20,196,2,0,0,7,49,0,0,0,0,0,0,1,0
De'Von AchaneD. Achane,NYG@MIA,21.00,0,0,0,0,0,0,11,151,1,0,1,14,0,0,1,0
George PickensG. Pickens,BAL@PIT,20.00,0,0,0,0,0,0,1,16,0,0,6,130,1,0,0,0
Matthew StaffordM. Stafford,PHI@LA,20.00,37,21,222,2,0,0,0,0,0,0,0,0,0,0,0,0
Tua TagovailoaT. Tagovailoa,NYG@MIA,20.00,30,22,308,2,2,0,2,6,0,0,0,0,0,0,0,0
Derek CarrD. Carr,NO@NE,19.00,26,18,183,2,0,0,2,4,0,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,JAX@BUF,19.00,37,25,315,1,0,0,7,31,0,0,0,0,0,0,2,0
David MontgomeryD. Montgomery,CAR@DET,18.00,0,0,0,0,0,0,19,109,1,0,2,20,0,0,0,0
Stefon DiggsS. Diggs,JAX@BUF,17.00,0,0,0,0,0,0,0,0,0,0,8,121,1,0,1,0
Dallas GoedertD. Goedert,PHI@LA,17.00,0,0,0,0,0,0,0,0,0,0,8,117,1,0,0,0
Gabriel DavisG. Davis,JAX@BUF,16.00,0,0,0,0,0,0,0,0,0,0,6,100,1,0,0,0
Sam LaPortaS. LaPorta,CAR@DET,16.00,0,0,0,0,0,0,0,0,0,0,3,47,2,0,0,0
Adam ThielenA. Thielen,CAR@DET,16.00,0,0,0,0,0,0,0,0,0,0,11,107,1,0,0,0
Alvin KamaraA. Kamara,NO@NE,15.00,0,0,0,0,0,0,22,80,1,0,3,17,0,0,0,0
C.J. StroudC. Stroud,HOU@ATL,15.00,35,20,249,1,0,0,1,2,0,0,0,0,0,0,0,0
DeAndre HopkinsD. Hopkins,TEN@IND,14.00,0,0,0,0,0,0,0,0,0,0,8,140,0,0,0,0
Josh JacobsJ. Jacobs,GB@LV,14.00,0,0,0,0,0,0,20,69,1,0,5,20,0,0,0,0
Jaleel McLaughlinJ. McLaughlin,NYJ@DEN,14.00,0,0,0,0,0,0,9,68,0,0,3,21,1,0,0,0
Kenny PickettK. Pickett,BAL@PIT,14.00,32,18,224,1,0,0,6,-6,0,0,0,0,0,0,0,0
AJ DillonA. Dillon,GB@LV,13.00,0,0,0,0,0,0,20,76,1,0,0,0,0,0,0,0
Joshua DobbsJ. Dobbs,CIN@ARI,13.00,32,15,166,2,2,0,3,1,0,0,0,0,0,0,1,0
Jakobi MeyersJ. Meyers,GB@LV,13.00,0,0,0,0,0,0,1,0,0,0,7,75,1,0,0,0
Raheem MostertR. Mostert,NYG@MIA,13.00,0,0,0,0,0,0,10,65,1,0,2,13,0,0,0,0
Puka NacuaP. Nacua,PHI@LA,13.00,0,0,0,0,0,0,0,0,0,0,7,71,1,0,0,0
Josh ReynoldsJ. Reynolds,CAR@DET,13.00,0,0,0,0,0,0,0,0,0,0,4,76,1,0,0,0
Calvin RidleyC. Ridley,JAX@BUF,13.00,0,0,0,0,0,0,2,14,0,0,7,122,0,0,0,0
Jordan AddisonJ. Addison,KC@MIN,12.00,0,0,0,0,0,0,0,0,0,0,6,64,1,0,0,0
A.J. BrownA. Brown,PHI@LA,12.00,0,0,0,0,0,0,0,0,0,0,6,127,0,0,0,0
Marquise BrownM. Brown,CIN@ARI,12.00,0,0,0,0,0,0,0,0,0,0,4,61,1,0,0,0
Jimmy GaroppoloJ. Garoppolo,GB@LV,12.00,31,22,208,1,1,0,4,4,0,0,0,0,0,0,0,0
Travis KelceT. Kelce,KC@MIN,12.00,0,0,0,0,0,0,0,0,0,0,10,67,1,0,0,0
Jordan MasonJ. Mason,DAL@SF,12.00,0,0,0,0,0,0,10,69,1,0,0,0,0,0,0,0
Christian McCaffreyC. McCaffrey,DAL@SF,12.00,0,0,0,0,0,0,19,51,1,0,2,27,0,0,1,0
Curtis SamuelC. Samuel,CHI@WAS,12.00,0,0,0,0,0,0,0,0,0,0,6,65,1,0,0,0
Dalton SchultzD. Schultz,HOU@ATL,12.00,0,0,0,0,0,0,0,0,0,0,7,65,1,0,0,0
Tyjae SpearsT. Spears,TEN@IND,12.00,0,0,0,0,0,0,7,34,1,0,4,35,0,0,0,0
Logan ThomasL. Thomas,CHI@WAS,12.00,0,0,0,0,0,0,0,0,0,0,9,77,1,0,1,0
Emari DemercadoE. Demercado,CIN@ARI,11.00,0,0,0,0,0,0,10,45,1,0,1,12,0,0,0,0
Cooper KuppC. Kupp,PHI@LA,11.00,0,0,0,0,0,0,0,0,0,0,8,118,0,0,0,0
Isiah PachecoI. Pacheco,KC@MIN,11.00,0,0,0,0,0,0,16,55,1,0,1,9,0,0,0,0
Craig ReynoldsC. Reynolds,CAR@DET,11.00,0,0,0,0,0,0,7,52,1,0,0,0,0,0,0,0
D.J. CharkD. Chark,CAR@DET,10.00,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0
Lamar JacksonL. Jackson,BAL@PIT,10.00,38,22,236,0,1,0,6,45,0,0,0,0,0,0,1,0
Cole KmetC. Kmet,CHI@WAS,10.00,0,0,0,0,0,0,0,0,0,0,5,42,1,0,0,0
Alexander MattisonA. Mattison,KC@MIN,10.00,0,0,0,0,0,0,8,26,0,0,2,20,1,0,0,0
Bijan RobinsonB. Robinson,HOU@ATL,10.00,0,0,0,0,0,0,14,46,0,0,2,12,1,0,1,0
D'Andre SwiftD. Swift,PHI@LA,10.00,0,0,0,0,0,0,17,70,0,0,6,38,0,0,0,0
Josh DownsJ. Downs,TEN@IND,9.00,0,0,0,0,0,0,0,0,0,0,6,97,0,0,0,0
Justice HillJ. Hill,BAL@PIT,9.00,0,0,0,0,0,0,7,32,1,0,4,13,0,0,1,0
Joe MixonJ. Mixon,CIN@ARI,9.00,0,0,0,0,0,0,25,81,0,0,4,13,0,0,0,0
Rashee RiceR. Rice,KC@MIN,9.00,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0
Ryan TannehillR. Tannehill,TEN@IND,9.00,34,23,264,0,1,0,2,12,0,0,0,0,0,0,0,0
Jaylen WaddleJ. Waddle,NYG@MIA,9.00,0,0,0,0,0,0,0,0,0,0,5,35,1,0,0,0
Christian WatsonC. Watson,GB@LV,9.00,0,0,0,0,0,0,1,-5,0,0,3,91,0,0,0,0
Zay JonesZ. Jones,JAX@BUF,8.00,0,0,0,0,0,0,0,0,0,0,3,23,1,0,0,0
Kyle JuszczykK. Juszczyk,DAL@SF,8.00,0,0,0,0,0,0,0,0,0,0,4,26,1,0,0,0
Kendre MillerK. Miller,NO@NE,8.00,0,0,0,0,0,0,12,37,0,0,4,53,0,0,0,0
Samaje PerineS. Perine,NYJ@DEN,8.00,0,0,0,0,0,0,6,22,0,0,4,73,0,0,1,0
Kyle PittsK. Pitts,HOU@ATL,8.00,0,0,0,0,0,0,0,0,0,0,7,87,0,0,0,0
Deebo SamuelD. Samuel,DAL@SF,8.00,0,0,0,0,0,0,5,30,0,0,3,55,0,0,0,0
Adam TrautmanA. Trautman,NYJ@DEN,8.00,0,0,0,0,0,0,0,0,0,0,4,26,1,0,0,0
KaVontae TurpinK. Turpin,DAL@SF,8.00,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0
Darren WallerD. Waller,NYG@MIA,8.00,0,0,0,0,0,0,0,0,0,0,8,86,0,0,0,0
Zach ErtzZ. Ertz,CIN@ARI,7.00,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0
Zay FlowersZ. Flowers,BAL@PIT,7.00,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0
Khalil HerbertK. Herbert,CHI@WAS,7.00,0,0,0,0,0,0,10,76,0,0,0,0,0,0,0,0
Christian KirkC. Kirk,JAX@BUF,7.00,0,0,0,0,0,0,1,6,0,0,6,78,0,0,0,0
Drake LondonD. London,HOU@ATL,7.00,1,1,22,0,0,0,0,0,0,0,6,78,0,0,0,0
Rondale MooreR. Moore,CIN@ARI,7.00,0,0,0,0,0,0,3,50,0,0,3,26,0,0,0,0
Chris OlaveC. Olave,NO@NE,7.00,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0
Dameon PierceD. Pierce,HOU@ATL,7.00,0,0,0,0,0,0,20,66,0,0,1,16,0,0,0,0
Jaylen WarrenJ. Warren,BAL@PIT,7.00,0,0,0,0,0,0,9,40,0,0,3,39,0,0,0,0
Zach WilsonZ. Wilson,NYJ@DEN,7.00,26,19,199,0,1,0,3,26,0,0,0,0,0,0,0,0
Nelson AgholorN. Agholor,BAL@PIT,6.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0
Tyler AllgeierT. Allgeier,HOU@ATL,6.00,0,0,0,0,0,0,17,40,0,0,0,0,0,1,0,0
Mark AndrewsM. Andrews,BAL@PIT,6.00,0,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0
Chatarius AtwellC. Atwell,PHI@LA,6.00,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0
Tyler ConklinT. Conklin,NYJ@DEN,6.00,0,0,0,0,0,0,0,0,0,0,4,67,0,0,0,0
Antonio GibsonA. Gibson,CHI@WAS,6.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0
Deonte HartyD. Harty,JAX@BUF,6.00,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,0
Trenton IrwinT. Irwin,CIN@ARI,6.00,0,0,0,0,0,0,0,0,0,0,8,60,0,0,0,0
Daniel JonesD. Jones,NYG@MIA,6.00,20,14,119,0,0,0,4,24,0,0,0,0,0,0,0,0
Gardner MinshewG. Minshew,TEN@IND,6.00,14,11,155,0,0,0,2,1,0,0,0,0,0,0,0,0
Foster MoreauF. Moreau,NO@NE,6.00,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
Dak PrescottD. Prescott,DAL@SF,6.00,24,14,153,1,3,0,1,2,0,0,0,0,0,0,0,0
Michael ThomasM. Thomas,NO@NE,6.00,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0
Tommy TrembleT. Tremble,CAR@DET,6.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Brandon AiyukB. Aiyuk,DAL@SF,5.00,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0
Nathaniel DellN. Dell,HOU@ATL,5.00,0,0,0,0,0,0,2,-4,0,0,3,57,0,0,0,0
Derrick HenryD. Henry,TEN@IND,5.00,1,0,0,0,0,0,13,43,0,0,3,19,0,0,0,0
T.J. HockensonT. Hockenson,KC@MIN,5.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
Jerry JeudyJ. Jeudy,NYJ@DEN,5.00,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0
Michael PittmanM. Pittman,TEN@IND,5.00,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
Jonnu SmithJ. Smith,HOU@ATL,5.00,0,0,0,0,0,0,0,0,0,0,6,67,0,0,1,0
Justin WatsonJ. Watson,KC@MIN,5.00,0,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0
Kyren WilliamsK. Williams,PHI@LA,5.00,0,0,0,0,0,0,13,53,0,0,2,4,0,0,0,0
Cedrick WilsonC. Wilson,NYG@MIA,5.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0
Garrett WilsonG. Wilson,NYJ@DEN,5.00,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0
Davante AdamsD. Adams,GB@LV,4.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Kendrick BourneK. Bourne,NO@NE,4.00,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0
James ConnerJ. Conner,CIN@ARI,4.00,0,0,0,0,0,0,6,46,0,0,0,0,0,0,0,0
Gus EdwardsG. Edwards,BAL@PIT,4.00,0,0,0,0,0,0,12,48,0,0,0,0,0,0,0,0
CeeDee LambC. Lamb,DAL@SF,4.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0
Jordan LoveJ. Love,GB@LV,4.00,30,16,182,0,3,0,2,37,0,0,0,0,0,0,0,0
Terry McLaurinT. McLaurin,CHI@WAS,4.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0
Jonathan MingoJ. Mingo,CAR@DET,4.00,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0
K.J. OsbornK. Osborn,KC@MIN,4.00,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0
Tony PollardT. Pollard,DAL@SF,4.00,0,0,0,0,0,0,8,29,0,0,4,35,0,0,1,0
Brandon PowellB. Powell,KC@MIN,4.00,0,0,0,0,0,0,1,9,0,0,4,43,0,0,0,0
Kalif RaymondK. Raymond,CAR@DET,4.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
Brian RobinsonB. Robinson,CHI@WAS,4.00,0,0,0,0,0,0,6,10,0,0,4,33,0,0,0,0
Tyrod TaylorT. Taylor,NYG@MIA,4.00,12,9,86,0,0,0,3,14,0,0,0,0,0,0,0,0
Tyler BoydT. Boyd,CIN@ARI,3.00,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,0
Nico CollinsN. Collins,HOU@ATL,3.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0
Jahan DotsonJ. Dotson,CHI@WAS,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Ezekiel ElliottE. Elliott,NO@NE,3.00,0,0,0,0,0,0,8,21,0,0,4,17,0,0,0,0
Najee HarrisN. Harris,BAL@PIT,3.00,0,0,0,0,0,0,14,37,0,0,1,3,0,0,0,0
Chuba HubbardC. Hubbard,CAR@DET,3.00,0,0,0,0,0,0,9,35,0,0,1,0,0,0,0,0
Allen LazardA. Lazard,NYJ@DEN,3.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
Michael MayerM. Mayer,GB@LV,3.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0
Luke MusgraveL. Musgrave,GB@LV,3.00,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0
