Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Patrick MahomesP. Mahomes,KC@BAL,47.00,42,31,385,4,0,0,4,26,1,0,0,0,0,0,0,0
Russell WilsonR. Wilson,DAL@SEA,46.00,40,27,315,5,0,1,6,22,0,0,0,0,0,0,0,0
Josh AllenJ. Allen,LA@BUF,39.00,33,24,311,4,1,0,4,8,1,0,0,0,0,0,1,0
Dak PrescottD. Prescott,DAL@SEA,33.00,57,37,472,3,2,0,6,26,0,0,0,0,0,0,1,0
Jared GoffJ. Goff,LA@BUF,30.00,32,23,321,2,1,1,2,4,1,0,0,0,0,0,0,0
Alvin KamaraA. Kamara,GB@NO,30.00,0,0,0,0,0,0,6,58,0,0,13,139,2,0,0,0
Aaron RodgersA. Rodgers,GB@NO,30.00,32,21,283,3,0,0,2,12,0,0,0,0,0,0,0,0
Tom BradyT. Brady,TB@DEN,29.00,38,25,297,3,0,0,5,0,0,0,0,0,0,0,0,0
Drew BreesD. Brees,GB@NO,29.00,36,29,288,3,0,0,0,0,0,0,0,0,0,0,0,0
Tyler LockettT. Lockett,DAL@SEA,28.00,0,0,0,0,0,0,0,0,0,0,9,100,3,0,0,0
Ryan FitzpatrickR. Fitzpatrick,MIA@JAX,27.00,20,18,160,2,0,0,7,38,1,0,1,0,0,0,0,0
Rex BurkheadR. Burkhead,LV@NE,26.00,0,0,0,0,0,0,6,49,2,0,7,49,1,0,0,0
Kirk CousinsK. Cousins,TEN@MIN,25.00,27,16,251,3,2,0,2,14,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@PHI,24.00,44,31,312,2,0,0,1,-1,0,0,0,0,0,0,0,0
Dalvin CookD. Cook,TEN@MIN,24.00,0,0,0,0,0,0,22,181,1,0,2,18,0,0,1,0
Derrick HenryD. Henry,TEN@MIN,24.00,0,0,0,0,0,0,26,119,2,0,2,11,0,0,0,0
Kyler MurrayK. Murray,DET@ARI,24.00,35,23,270,2,3,0,5,29,1,0,0,0,0,0,0,0
James RobinsonJ. Robinson,MIA@JAX,24.00,0,0,0,0,0,0,11,46,2,0,6,83,0,0,0,0
Nick FolesN. Foles,CHI@ATL,23.00,29,16,188,3,1,0,3,-3,0,0,0,0,0,0,0,0
Justin JeffersonJ. Jefferson,TEN@MIN,23.00,0,0,0,0,0,0,0,0,0,0,7,175,1,0,0,0
Ben RoethlisbergerB. Roethlisberger,HOU@PIT,23.00,36,23,237,2,0,1,5,-3,0,0,0,0,0,0,0,0
Carson WentzC. Wentz,CIN@PHI,23.00,47,29,225,1,2,0,9,65,1,0,0,0,0,0,0,0
Nick ChubbN. Chubb,WAS@CLE,22.00,0,0,0,0,0,0,19,108,2,0,1,2,0,0,0,0
Matthew StaffordM. Stafford,DET@ARI,22.00,31,22,270,2,0,0,1,-3,0,0,0,0,0,0,0,0
Cedrick WilsonC. Wilson,DAL@SEA,22.00,0,0,0,0,0,0,0,0,0,0,5,107,2,0,0,0
Derek CarrD. Carr,LV@NE,21.00,32,24,261,2,0,0,2,10,0,0,0,0,0,0,2,0
James ConnerJ. Conner,HOU@PIT,20.00,0,0,0,0,0,0,18,109,1,0,4,40,0,0,0,0
Allen LazardA. Lazard,GB@NO,20.00,0,0,0,0,0,0,1,-2,0,0,6,146,1,0,0,0
Deshaun WatsonD. Watson,HOU@PIT,20.00,27,19,264,2,1,0,1,5,0,0,0,0,0,0,0,0
Austin EkelerA. Ekeler,CAR@LAC,19.00,0,0,0,0,0,0,12,59,1,0,11,84,0,0,0,0
Michael GallupM. Gallup,DAL@SEA,19.00,0,0,0,0,0,0,0,0,0,0,6,138,1,0,0,0
Nick MullensN. Mullens,SF@NYG,19.00,36,25,343,1,0,0,4,0,0,0,0,0,0,0,0,0
Keenan AllenK. Allen,CAR@LAC,18.00,0,0,0,0,0,0,0,0,0,0,13,132,1,0,1,0
