Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Jared GoffJ. Goff,BUF@DET,50.00,59,38,494,5,0,0,2,13,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,BAL@NYG,46.00,25,21,290,5,0,0,6,65,0,0,0,0,0,0,1,0
Josh AllenJ. Allen,BUF@DET,44.00,34,23,362,2,0,0,11,68,2,0,0,0,0,0,0,0
Baker MayfieldB. Mayfield,TB@LAC,35.00,27,22,288,4,1,0,2,25,0,0,0,0,0,0,0,0
Aaron RodgersA. Rodgers,NYJ@JAX,35.00,30,16,289,3,0,1,6,45,0,0,0,0,0,0,0,0
Davante AdamsD. Adams,NYJ@JAX,33.00,0,0,0,0,0,0,0,0,0,0,9,198,2,1,0,0
Jalen HurtsJ. Hurts,PIT@PHI,32.00,32,25,290,2,0,0,15,45,1,0,0,0,0,0,1,0
Jayden DanielsJ. Daniels,WAS@NO,27.00,31,25,226,2,0,0,11,66,0,0,0,0,0,0,0,0
Mike EvansM. Evans,TB@LAC,27.00,0,0,0,0,0,0,0,0,0,0,9,159,2,0,0,0
James ConnerJ. Conner,NE@ARI,25.00,0,0,0,0,0,0,16,110,2,0,5,28,0,0,0,0
Cooper RushC. Rush,DAL@CAR,25.00,29,18,214,3,0,0,4,5,0,0,0,0,0,0,1,0
James CookJ. Cook,BUF@DET,24.00,0,0,0,0,0,0,14,105,2,0,1,28,0,0,0,0
Amon-Ra St. BrownA. St. Brown,BUF@DET,24.00,0,0,0,0,0,0,0,0,0,0,14,193,1,0,1,0
Joe BurrowJ. Burrow,CIN@TEN,23.00,37,26,271,3,2,0,0,0,0,0,0,0,0,0,1,0
Jahmyr GibbsJ. Gibbs,BUF@DET,23.00,0,0,0,0,0,0,8,31,1,0,5,83,1,0,0,0
Chase BrownC. Brown,CIN@TEN,22.00,0,0,0,0,0,0,25,97,1,0,3,16,1,0,0,0
Brian ThomasB. Thomas,NYJ@JAX,22.00,0,0,0,0,0,0,0,0,0,0,10,105,2,0,0,0
Mac JonesM. Jones,NYJ@JAX,21.00,46,31,294,2,2,0,4,29,0,0,0,0,0,0,0,0
Jordan LoveJ. Love,GB@SEA,21.00,27,20,229,2,0,0,1,4,0,0,0,0,0,0,0,0
Rashod BatemanR. Bateman,BAL@NYG,20.00,0,0,0,0,0,0,0,0,0,0,3,80,2,0,0,0
Tyjae SpearsT. Spears,CIN@TEN,20.00,0,0,0,0,0,0,4,5,1,0,6,87,1,0,0,0
Patrick MahomesP. Mahomes,KC@CLE,19.00,38,19,159,2,0,0,2,14,0,0,0,0,0,0,0,0
Drake MayeD. Maye,NE@ARI,19.00,23,19,202,1,1,0,4,14,1,0,0,0,0,0,0,0
Terry McLaurinT. McLaurin,WAS@NO,19.00,0,0,0,0,0,0,0,0,0,0,7,73,2,0,0,0
Bo NixB. Nix,IND@DEN,19.00,33,20,130,3,3,0,8,23,0,0,0,0,0,0,0,0
Mason RudolphM. Rudolph,CIN@TEN,19.00,26,21,209,2,1,0,2,14,0,0,0,0,0,0,0,0
Josh JacobsJ. Jacobs,GB@SEA,18.00,0,0,0,0,0,0,26,94,1,0,4,42,0,0,1,0
A.J. BrownA. Brown,PIT@PHI,17.00,0,0,0,0,0,0,0,0,0,0,8,110,1,0,0,0
Jalen CokerJ. Coker,DAL@CAR,17.00,0,0,0,0,0,0,0,0,0,0,4,110,1,0,0,0
Justin HerbertJ. Herbert,TB@LAC,17.00,33,21,195,2,1,0,0,0,0,0,0,0,0,0,0,0
CeeDee LambC. Lamb,DAL@CAR,17.00,0,0,0,0,0,0,0,0,0,0,9,116,1,0,0,0
Romeo DoubsR. Doubs,GB@SEA,16.00,0,0,0,0,0,0,0,0,0,0,3,40,2,0,0,0
Jerome FordJ. Ford,KC@CLE,16.00,0,0,0,0,0,0,7,84,1,0,2,20,0,0,0,0
Aaron JonesA. Jones,CHI@MIN,16.00,0,0,0,0,0,0,18,86,1,0,2,20,0,0,0,0
DeVonta SmithD. Smith,PIT@PHI,16.00,0,0,0,0,0,0,1,1,0,0,11,109,1,0,0,0
C.J. StroudC. Stroud,MIA@HOU,16.00,26,18,131,2,0,0,6,4,0,0,0,0,0,0,1,0
Bryce YoungB. Young,DAL@CAR,15.00,28,19,219,1,2,0,3,12,1,0,0,0,0,0,2,0
Keenan AllenK. Allen,CHI@MIN,14.00,0,0,0,0,0,0,0,0,0,0,6,82,1,0,0,0
Rico DowdleR. Dowdle,DAL@CAR,14.00,0,0,0,0,0,0,25,149,0,0,0,0,0,0,0,0
Tee HigginsT. Higgins,CIN@TEN,14.00,0,0,0,0,0,0,0,0,0,0,5,88,1,0,0,0
Malik NabersM. Nabers,BAL@NYG,14.00,0,0,0,0,0,0,0,0,0,0,10,82,1,0,0,0
Nico CollinsN. Collins,MIA@HOU,13.00,0,0,0,0,0,0,0,0,0,0,4,17,2,0,0,0
Sam DarnoldS. Darnold,CHI@MIN,13.00,40,24,231,1,1,0,0,0,0,0,0,0,0,0,0,0
Justin JeffersonJ. Jefferson,CHI@MIN,13.00,0,0,0,0,0,0,0,0,0,0,7,73,1,0,0,0
Jalen McMillanJ. McMillan,TB@LAC,13.00,0,0,0,0,0,0,0,0,0,0,5,75,1,0,0,0
Bijan RobinsonB. Robinson,ATL@LV,13.00,0,0,0,0,0,0,22,125,0,0,1,10,0,0,0,0
Xavier WorthyX. Worthy,KC@CLE,13.00,0,0,0,0,0,0,3,30,1,0,6,46,0,0,0,0
Zach CharbonnetZ. Charbonnet,GB@SEA,12.00,0,0,0,0,0,0,8,54,1,0,1,12,0,0,0,0
Justice HillJ. Hill,BAL@NYG,12.00,0,0,0,0,0,0,2,7,0,0,5,61,1,0,0,0
Alvin KamaraA. Kamara,WAS@NO,12.00,0,0,0,0,0,0,5,12,0,0,4,58,1,0,0,0
Anthony RichardsonA. Richardson,IND@DEN,12.00,38,17,172,0,2,0,7,46,1,0,1,-1,0,0,0,0
Desmond RidderD. Ridder,ATL@LV,12.00,39,23,208,1,2,0,5,28,0,0,0,0,0,0,0,0
