Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Lamar JacksonL. Jackson,BAL@CLE,36.00,17,11,163,1,0,0,9,124,2,0,0,0,0,0,0,0
Aaron RodgersA. Rodgers,GB@DET,36.00,33,26,290,3,0,0,6,13,1,0,0,0,0,0,0,0
Drew LockD. Lock,DEN@CAR,34.00,27,21,280,4,0,0,6,4,0,0,0,0,0,0,1,0
Derrick HenryD. Henry,TEN@JAX,33.00,0,0,0,0,0,0,26,215,2,0,2,7,0,0,0,0
Baker MayfieldB. Mayfield,BAL@CLE,33.00,47,28,343,2,1,1,5,23,1,0,0,0,0,0,0,0
Tua TagovailoaT. Tagovailoa,KC@MIA,30.00,48,28,316,2,1,0,6,24,1,0,0,0,0,0,0,0
Mitchell TrubiskyM. Trubisky,HOU@CHI,30.00,33,24,267,3,0,0,4,23,0,0,0,0,0,0,0,0
Russell WilsonR. Wilson,NYJ@SEA,30.00,27,21,206,4,1,0,1,-1,0,0,0,0,0,0,0,0
Jonathan TaylorJ. Taylor,IND@LV,28.00,0,0,0,0,0,0,20,150,2,0,2,15,0,0,0,0
Derek CarrD. Carr,IND@LV,27.00,45,31,316,2,2,0,3,12,1,0,0,0,0,0,0,0
Miles SandersM. Sanders,NO@PHI,25.00,0,0,0,0,0,0,14,115,2,0,4,21,0,0,0,0
Taysom HillT. Hill,NO@PHI,23.00,38,28,291,2,1,0,5,33,0,0,0,0,0,0,1,0
Nick ChubbN. Chubb,BAL@CLE,22.00,0,0,0,0,0,0,17,82,2,0,2,21,0,0,0,0
Tyreek HillT. Hill,KC@MIA,22.00,0,0,0,0,0,0,1,32,1,0,3,79,1,0,0,0
Kareem HuntK. Hunt,BAL@CLE,22.00,0,0,0,0,0,0,6,33,1,0,6,77,1,0,0,0
Josh AllenJ. Allen,PIT@BUF,21.00,43,24,238,2,1,0,6,28,0,0,0,0,0,0,0,0
Mike DavisM. Davis,DEN@CAR,21.00,0,0,0,0,0,0,11,51,2,0,5,42,0,0,0,0
Jalen HurtsJ. Hurts,NO@PHI,21.00,30,17,167,1,0,0,18,106,0,0,0,0,0,0,1,0
Patrick MahomesP. Mahomes,KC@MIA,21.00,34,24,393,2,3,0,5,9,0,0,0,0,0,0,0,0
David MontgomeryD. Montgomery,HOU@CHI,21.00,0,0,0,0,0,0,11,113,1,0,3,42,0,0,0,0
Philip RiversP. Rivers,IND@LV,21.00,28,19,244,2,0,0,0,0,0,0,0,0,0,0,0,0
Teddy BridgewaterT. Bridgewater,DEN@CAR,20.00,40,30,283,0,0,0,3,31,1,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,MIN@TB,20.00,37,24,225,1,0,1,5,41,0,0,0,0,0,0,1,0
KJ HamlerK. Hamler,DEN@CAR,20.00,0,0,0,0,0,0,0,0,0,0,2,86,2,0,0,0
T.Y. HiltonT. Hilton,IND@LV,20.00,0,0,0,0,0,0,0,0,0,0,5,86,2,0,0,0
Ryan TannehillR. Tannehill,TEN@JAX,20.00,24,19,212,2,0,0,0,0,0,0,0,0,0,0,0,0
Cam AkersC. Akers,NE@LA,19.00,0,0,0,0,0,0,29,171,0,0,2,23,0,0,0,0
Tom BradyT. Brady,MIN@TB,19.00,23,15,196,2,0,0,3,-2,0,0,0,0,0,0,0,0
Andy DaltonA. Dalton,DAL@CIN,19.00,23,16,185,2,0,0,1,-1,0,0,0,0,0,0,0,0
Stefon DiggsS. Diggs,PIT@BUF,19.00,0,0,0,0,0,0,1,1,0,0,10,130,1,0,0,0
Justin HerbertJ. Herbert,ATL@LAC,19.00,44,36,243,2,1,0,0,0,0,0,0,0,0,0,0,0
Travis KelceT. Kelce,KC@MIA,19.00,0,0,0,0,0,0,0,0,0,0,8,136,1,0,0,0
Kyler MurrayK. Murray,ARI@NYG,19.00,35,24,244,1,0,0,13,47,0,0,0,0,0,0,0,0
Mike GesickiM. Gesicki,KC@MIA,18.00,0,0,0,0,0,0,0,0,0,0,5,65,2,0,0,0
Calvin RidleyC. Ridley,ATL@LAC,18.00,0,0,0,0,0,0,0,0,0,0,8,124,1,0,0,0
Allen RobinsonA. Robinson,HOU@CHI,18.00,0,0,0,0,0,0,0,0,0,0,9,123,1,0,0,0
Davante AdamsD. Adams,GB@DET,17.00,0,0,0,0,0,0,0,0,0,0,7,115,1,0,0,0
A.J. BrownA. Brown,TEN@JAX,17.00,0,0,0,0,0,0,0,0,0,0,7,112,1,0,0,0
Ben RoethlisbergerB. Roethlisberger,PIT@BUF,17.00,37,21,187,2,2,1,0,0,0,0,0,0,0,0,0,0
Deshaun WatsonD. Watson,HOU@CHI,17.00,30,21,219,1,0,0,7,38,0,0,0,0,0,0,0,0
Nelson AgholorN. Agholor,IND@LV,16.00,0,0,0,0,0,0,0,0,0,0,5,100,1,0,0,0
Dalvin CookD. Cook,MIN@TB,16.00,0,0,0,0,0,0,22,102,1,0,2,8,0,0,0,0
Gus EdwardsG. Edwards,BAL@CLE,16.00,0,0,0,0,0,0,7,49,2,0,1,4,0,0,0,0
Jared GoffJ. Goff,NE@LA,16.00,25,16,137,1,1,0,4,11,1,0,0,0,0,0,0,0
Brandon AllenB. Allen,DAL@CIN,15.00,36,27,217,1,0,0,4,12,0,0,0,0,0,0,0,0
Chris CarsonC. Carson,NYJ@SEA,15.00,0,0,0,0,0,0,12,76,1,0,3,22,0,0,0,0
Kenyan DrakeK. Drake,ARI@NYG,15.00,0,0,0,0,0,0,23,80,1,0,1,10,0,0,0,0
Russell GageR. Gage,ATL@LAC,15.00,1,1,39,1,0,0,0,0,0,0,5,82,0,0,0,0
