Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Josh JacobsJ. Jacobs,LV@SEA,41.00,0,0,0,0,0,0,33,229,2,0,6,74,0,0,0,0
Josh AllenJ. Allen,BUF@DET,33.00,42,24,253,2,1,0,10,78,1,0,0,0,0,0,0,0
Justin HerbertJ. Herbert,LAC@ARI,33.00,47,35,274,3,0,1,4,38,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,GB@PHI,33.00,28,16,153,2,0,0,17,157,0,0,0,0,0,0,0,0
Trevor LawrenceT. Lawrence,BAL@JAX,31.00,37,29,321,3,0,1,2,1,0,0,0,0,0,0,1,0
Mike WhiteM. White,CHI@NYJ,30.00,28,22,315,3,0,0,3,2,0,0,0,0,0,0,0,0
Kyler MurrayK. Murray,LAC@ARI,28.00,29,18,191,2,1,0,7,56,1,0,0,0,0,0,0,0
Kirk CousinsK. Cousins,NE@MIN,27.00,37,30,299,3,1,0,1,-1,0,0,0,0,0,0,0,0
Mac JonesM. Jones,NE@MIN,27.00,39,28,382,2,0,0,0,0,0,0,0,0,0,0,0,0
Miles SandersM. Sanders,GB@PHI,27.00,0,0,0,0,0,0,21,143,2,0,3,17,0,0,0,0
Derek CarrD. Carr,LV@SEA,26.00,36,25,295,3,2,0,2,10,0,0,0,0,0,0,0,0
Lamar JacksonL. Jackson,BAL@JAX,25.00,32,16,254,1,0,1,14,89,0,0,0,0,0,0,1,0
Geno SmithG. Smith,LV@SEA,24.00,37,27,328,2,1,0,5,22,0,0,0,0,0,0,1,0
Tom BradyT. Brady,TB@CLE,21.00,43,29,246,2,0,0,1,2,0,0,0,0,0,0,0,0
Jared GoffJ. Goff,BUF@DET,21.00,37,23,240,2,0,0,0,0,0,0,0,0,0,0,0,0
Garrett WilsonG. Wilson,CHI@NYJ,21.00,0,0,0,0,0,0,1,-1,0,0,5,95,2,0,0,0
Joe BurrowJ. Burrow,CIN@TEN,19.00,37,22,270,1,0,0,9,32,0,0,0,0,0,0,0,0
James ConnerJ. Conner,LAC@ARI,19.00,0,0,0,0,0,0,25,120,0,0,3,20,1,0,1,0
Justin JeffersonJ. Jefferson,NE@MIN,19.00,1,1,11,0,0,0,0,0,0,0,9,139,1,0,0,0
Patrick MahomesP. Mahomes,LA@KC,19.00,42,27,320,1,1,0,4,36,0,0,0,0,0,0,0,0
Nick ChubbN. Chubb,TB@CLE,18.00,0,0,0,0,0,0,26,116,1,0,1,16,0,0,0,0
Sam DarnoldS. Darnold,DEN@CAR,18.00,19,11,164,1,0,0,3,3,1,0,0,0,0,0,0,0
Dak PrescottD. Prescott,NYG@DAL,18.00,30,21,261,2,2,0,2,4,0,0,0,0,0,0,0,0
Brian RobinsonB. Robinson,ATL@WAS,18.00,0,0,0,0,0,0,18,105,0,0,2,20,1,0,0,0
Amon-Ra St. BrownA. St. Brown,BUF@DET,18.00,0,0,0,0,0,0,1,7,0,0,9,122,1,0,0,0
Chris GodwinC. Godwin,TB@CLE,17.00,0,0,0,0,0,0,0,0,0,0,12,110,1,0,0,0
Tee HigginsT. Higgins,CIN@TEN,17.00,0,0,0,0,0,0,0,0,0,0,7,114,1,0,0,0
Tua TagovailoaT. Tagovailoa,HOU@MIA,17.00,36,22,299,1,0,0,0,0,0,0,0,0,0,0,0,0
