Player,Game,Pts*,Passing_Att,Passing_Cmp,Passing_Yds,Passing_TD,Passing_Int,Passing_2Pt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_2Pt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_2Pt,Fumble_FL,Fumble_TD
Matthew StaffordM. Stafford,DET@LA,33.00,41,28,334,3,0,1,2,-2,0,0,0,0,0,0,0,0
Tua TagovailoaT. Tagovailoa,ATL@MIA,33.00,40,32,291,4,2,0,4,29,0,0,0,0,0,0,0,0
Tom BradyT. Brady,CHI@TB,32.00,36,20,211,4,0,0,0,0,0,0,0,0,0,0,0,0
Joe BurrowJ. Burrow,CIN@BAL,32.00,38,23,416,3,1,0,1,0,0,0,0,0,0,0,0,0
Aaron RodgersA. Rodgers,WAS@GB,29.00,35,27,274,3,0,0,2,17,0,0,0,0,0,0,0,0
Jalen HurtsJ. Hurts,PHI@LV,28.00,34,18,236,2,0,1,13,61,0,0,0,0,0,0,1,0
Cooper KuppC. Kupp,DET@LA,27.00,0,0,0,0,0,0,0,0,0,0,10,156,2,0,0,0
Kyler MurrayK. Murray,HOU@ARI,27.00,28,20,261,3,1,0,6,10,0,0,0,0,0,0,0,0
Ja'Marr ChaseJ. Chase,CIN@BAL,26.00,0,0,0,0,0,0,0,0,0,0,8,201,1,0,0,0
Mike EvansM. Evans,CHI@TB,25.00,0,0,0,0,0,0,0,0,0,0,6,76,3,0,0,0
Mac JonesM. Jones,NYJ@NE,25.00,36,24,307,2,0,0,3,19,0,0,0,0,0,0,0,0
Carson WentzC. Wentz,IND@SF,25.00,26,17,150,2,0,0,4,23,1,0,0,0,0,0,1,0
Lamar JacksonL. Jackson,CIN@BAL,24.00,31,15,257,1,0,0,12,88,0,0,0,0,0,0,0,0
Alvin KamaraA. Kamara,NO@SEA,23.00,0,0,0,0,0,0,20,51,0,0,10,128,1,0,0,0
Derek CarrD. Carr,PHI@LV,22.00,34,31,323,2,1,0,2,1,0,0,0,0,0,0,0,0
Damien HarrisD. Harris,NYJ@NE,22.00,0,0,0,0,0,0,14,106,2,0,2,7,0,0,0,0
Taylor HeinickeT. Heinicke,WAS@GB,22.00,37,25,268,1,1,0,10,95,0,0,0,0,0,0,1,0
D'Ernest JohnsonD. Johnson,DEN@CLE,22.00,0,0,0,0,0,0,22,146,1,0,2,22,0,0,0,0
Matt RyanM. Ryan,ATL@MIA,22.00,40,25,336,2,1,0,3,0,0,0,0,0,0,0,1,0
C.J. UzomahC. Uzomah,CIN@BAL,21.00,0,0,0,0,0,0,0,0,0,0,3,91,2,0,0,0
Ryan TannehillR. Tannehill,KC@TEN,20.00,27,21,270,1,1,0,2,6,1,0,0,0,0,0,0,0
A.J. BrownA. Brown,KC@TEN,19.00,0,0,0,0,0,0,0,0,0,0,8,133,1,0,0,0
D'Andre SwiftD. Swift,DET@LA,19.00,0,0,0,0,0,0,13,48,0,0,8,96,1,0,0,0
Terry McLaurinT. McLaurin,WAS@GB,18.00,0,0,0,0,0,0,0,0,0,0,7,122,1,0,0,0
Jameis WinstonJ. Winston,NO@SEA,18.00,35,19,222,1,0,0,8,40,0,0,0,0,0,0,0,0
Teddy BridgewaterT. Bridgewater,DEN@CLE,17.00,33,23,187,2,1,0,2,3,0,0,0,0,0,0,0,0
Chris GodwinC. Godwin,CHI@TB,17.00,0,0,0,0,0,0,0,0,0,0,8,111,1,0,0,0
Daniel JonesD. Jones,CAR@NYG,17.00,33,23,203,1,0,0,8,28,0,0,1,16,0,0,0,0
Elijah MitchellE. Mitchell,IND@SF,16.00,0,0,0,0,0,0,18,107,1,0,0,0,0,0,0,0
Michael PittmanM. Pittman,IND@SF,16.00,0,0,0,0,0,0,0,0,0,0,4,105,1,0,0,0
